頁	行	部首	字首	單字	反切	聲母	韻母	備註
18	11	火	燮	燮	心別	s	eet	
18	11	火	燮	爕	心別	s	eet	
18	11	火	爨	爨	七寸	ts'	ün	
18	13	爪	爪	爪	之卯	ch	aou	
18	13	爪	爪	抓	之卯	ch	aou	
18	13	爪	爭	爭	之生	ch	a'ng	
18	13	爪	爭	箏	之生	ch	a'ng	
18	13	爪	爭	諍	杖幸	ch	a'ng	
18	13	爪	爭	靜	在正	ts	ing	
18	13	爪	爭	淨	在正	ts	ing	
18	13	爪	爭	睜	在正	ts	ing	
18	13	爪	㸒	㸒	由金	y	um	
18	13	爪	淫	淫	由金	y	um	
18	13	爪	爯	爯	丑丁	ch'	ing	
18	13	爪	爯	稱	丑丁	ch'	ing	
18	13	爪	爯	稱	丑正	ch'	ing	
18	14	爪	爰	爰	喻全	-	ün	
18	14	爪	爰	援	喻全	-	ün	
18	14	爪	爰	煖	尼犬	n	ün	
18	14	爪	爰	暖	尼犬	n	ün	
18	14	爪	爰	緩	喻半	-	oon	
18	14	爪	為	為	喻為	-	wy	
18	14	爪	為	為	喻位	-	wy	
18	14	爪	為	偽	岸世	ng	y	字切本作「我世」，據錯遺備考#8更正
18	14	爪	為	媯	見為	k	wy	
18	14	爪	𤔔	𤔔	耒寸	l	ün	
18	14	爪	𤔔	亂	耒寸	l	ün	
18	14	爪	𤔔	辭	前詞	ts'	ze	
18	14	爪	爵	爵	則約	ts	eok	
18	14	爪	爵	嚼	在約	ts	eok	
18	14	爪	爵	皭	在約	ts	eok	
18	14	爪	爵	釂	則照	ts	ew	
18	16	父	父	父	扶父	f	oo	
18	16	父	父	斧	扶苦	f	oo	
18	16	父	父	釜	扶苦	f	oo	
18	16	爻	爻	爻	岸交	ng	aou	
18	16	爻	爻	駁	丙學	p	ok	
18	16	爻	爽	爽	審綁	s'	ong	
18	16	爻	爾	爾	言始	j	e	
18	16	爻	爾	邇	言始	j	e	
18	16	爻	爾	彌	明非	m	ěy	
18	16	爻	爾	獼	明非	m	ěy	
18	16	爻	爾	壐	心乃	s	ea	
18	18	爿	爿	爿	前章	ts'	eong	
18	18	爿	爿	牀	長當	ch'	ong	
18	18	爿	爿	戕	前章	ts'	eong	
18	18	爿	爿	狀	杖壯	ch	ong	
18	18	片	片	片	篇見	p'	een	
18	18	片	片	牖	由九	y	ow	
18	20	牙	牙	牙	岸加	ng	a[r]	
18	20	牙	牙	芽	岸加	ng	a[r]	
18	20	牙	牙	呀	可加	h	a[r]	
18	20	牙	牙	鴉	烏加	-	a[r]	
18	20	牙	牙	訝	岸亞	ng	a[r]	
18	20	牙	牙	迓	岸亞	ng	a[r]	
18	20	牙	牙	雅	岸也	ng	a[r]	
18	20	牙	牙	穿	丑全	ch'	ün	
18	20	牙	牚	牚	丑生	ch'	a'ng	
18	20	牙	牚	撐	丑生	ch'	a'ng	
19	2	牛	牛	牛	岸由	ng	ow	
19	2	牛	牛	牡	明九	m	ow	
19	2	牛	牛	牢	耒刀	l	ou	
19	2	牛	牟	牟	明由	m	ow	
19	2	牛	牟	眸	明由	m	ow	
19	2	牛	牟	麰	明由	m	ow	
19	2	牛	牽	牽	可天	h	een	
19	2	牛	犀	犀	心西	s	y	
19	2	牛	犀	穉	杖至	ch	e	
19	2	牛	犀	墀	長希	ch'	e	
19	2	牛	犀	遲	長希	ch'	e	
19	4	犬	犬	犬	可犬	h	ün	
19	4	犬	犬	畎	可犬	h	ün	
19	4	犬	犬	吠	扶世	f	y	
19	4	犬	犮	犮	並末	p	oot	
19	4	犬	犮	跋	並末	p	oot	
19	4	犬	犮	鈸	並末	p	oot	
19	4	犬	犮	拔	並不	p	a't	
19	4	犬	犮	髮	非八	f	at	
19	4	犬	狂	狂	其王	k'	wong	
19	4	犬	狂	誑	非綁	f	ong	
19	4	犬	狄	狄	大息	t	ik	
19	5	犬	狊	狊	見𡭴	k	wik	
19	5	犬	狊	闃	見𡭴	k	wik	
19	5	犬	猋	猋	並夭	p	ew	
19	5	犬	猋	飈	並夭	p	ew	
19	5	犬	獄	獄	由卜	y	uk	
19	5	犬	獄	嶽	岸學	ng	ok	
19	5	犬	獻	獻	可見	h	een	
19	5	犬	獻	讞	可見	h	een	
19	7	玄	玄	玄	喻全	-	ün	
19	7	玄	玄	鉉	下天	h	een	
19	7	玄	玄	絃	下天	h	een	
19	7	玄	玄	弦	下天	h	een	
19	7	玄	玄	眩	喻寸	-	ün	
19	7	玄	玄	衒	喻寸	-	ün	
19	7	玄	兹	兹	則詞	ts	ze	
19	7	玄	兹	玆	則詞	ts	ze	
19	7	玄	兹	孳	則詞	ts	ze	
19	7	玄	兹	滋	則詞	ts	ze	
19	7	玄	兹	慈	前詞	ts'	ze	
19	7	玄	兹	磁	前詞	ts'	ze	
19	7	玄	率	率	審出	s'	ut	
19	7	玄	率	率	耒出	l	ut	
19	9	玉	玉	玉	由卜	y	uk	
19	9	玉	玉	鈺	由卜	y	uk	
19	9	玉	王	王	喻王	-	wong	
19	9	玉	王	王	喻旺	-	wong	
19	9	玉	王	旺	喻旺	-	wong	
19	9	玉	王	汪	烏王	-	wong	
19	9	玉	王	尩	烏王	-	wong	
19	9	玉	王	枉	烏廣	-	wong	
19	9	玉	玨	玨	見學	k	ok	
19	9	玉	班	班	丙飡	p	an	
19	11	瓜	瓜	瓜	見華	k	wa	
19	11	瓜	瓜	孤	見烏	k	oo	
19	11	瓜	瓜	觚	見烏	k	oo	
19	11	瓜	瓜	呱	見烏	k	oo	
19	11	瓜	瓜	狐	喻烏	-	oo	
19	11	瓜	瓜	弧	喻烏	-	oo	
19	11	瓜	瓦	瓦	岸也	ng	a[r]	
19	13	甘	甘	甘	見甘	k	om	
19	13	甘	甘	疳	見甘	k	om	
19	13	甘	甘	柑	見甘	k	om	
19	13	甘	甘	酣	下甘	h	om	
19	13	甘	甘	邯	下干	h	on	
19	13	甘	甘	紺	見勘	k	om	
19	13	甘	甘	拑	其廉	k'	eem	
19	13	甘	甘	箝	其廉	k'	eem	
19	13	甘	甘	鉗	其廉	k'	eem	
19	13	甘	甘	嵌	可鑑	h	am	
19	13	甘	甚	甚	時浸	s'	um	
19	13	甘	甚	斟	之金	ch	um	
19	13	甘	甚	堪	可甘	h	om	
19	13	甘	甚	勘	可勘	h	om	
19	15	生	生	生	審生	s'	a'ng	
19	15	生	生	牲	審生	s'	a'ng	
19	15	生	生	甥	審生	s'	a'ng	
19	15	生	生	旌	則丁	ts	ing	
19	15	生	生	姓	心正	s	ing	
19	15	生	生	性	心正	s	ing	
19	15	生	生	往	喻廣	-	wong	
19	15	生	生	甡	心申	s	a'n	
19	15	生	產	產	丑晚	ch'	an	
19	15	生	甤	甤	由稅	y	oey	
19	17	用	用	用	喻動	-	ung	
19	17	用	甫	甫	非苦	f	oo	
19	17	用	甫	脯	非苦	f	oo	
19	17	用	甫	葡	磐烏	p'	oo	
19	17	用	甫	蒲	磐烏	p'	oo	
19	17	用	甫	匍	磐烏	p'	oo	
19	17	用	甫	晡	丙烏	p	oo	
19	17	用	甫	逋	丙烏	p	oo	
19	17	用	甫	捕	並路	p	ou	
19	17	用	甫	舖	篇父	p'	oo	
19	17	用	甫	鋪	篇烏	p'	oo	
19	17	用	甫	埔	篇烏	p'	oo	
19	17	用	甫	浦	丙苦	p	oo	
19	17	用	甫	圃	丙苦	p	oo	
19	17	用	甫	補	丙苦	p	oo	
19	17	用	甫	哺	丙烏	p	oo	
19	17	用	甫	輔	扶父	f	oo	
19	17	用	甫	敷	非烏	f	oo	
19	18	甬	甬	甬	由總	y	ung	
19	18	甬	甬	踊	由總	y	ung	
19	18	甬	甬	俑	由總	y	ung	
19	18	甬	甬	涌	由總	y	ung	
19	18	甬	甬	勇	由總	y	ung	
19	18	甬	甬	恿	由總	y	ung	
19	18	甬	甬	涌	由總	y	ung	
19	18	甬	甬	涌	丑中	ch'	ung	
19	18	甬	甬	痛	太動	t'	ung	
19	18	甬	甬	誦	前動	ts'	ung	
19	18	甬	甬	桶	太總	t'	ung	
19	18	甬	甬	通	太中	t'	ung	
19	18	甬	𤰇	𤰇	並利	p	ěy	
19	18	甬	𤰇	備	並利	p	ěy	
19	18	甬	𤰇	憊	篇界	p'	ea	
19	20	田	田	田	同天	t'	een	
19	20	田	田	鈿	同天	t'	een	
19	20	田	田	佃	大見	t	een	
19	20	田	田	甸	大見	t	een	
19	20	田	由	由	喻由	-	ow	
19	20	田	由	油	喻由	-	ow	
19	20	田	由	紬	長由	ch'	ow	
19	20	田	由	抽	丑由	ch'	ow	
19	20	田	由	柚	由又	y	ow	
19	20	田	由	岫	在又	ts	ow	
19	20	田	由	袖	在又	ts	ow	
19	20	田	由	宙	杖又	ch	ow	
19	20	田	由	胄	杖又	ch	ow	
19	20	田	由	妯	杖又	ch	ow	
19	20	田	由	迪	大息	t	ik	
19	20	田	由	笛	大息	t	ik	
19	20	田	由	軸	杖卜	ch	uk	
20	1	甲	甲	甲	見甲	k	ap	
20	1	甲	甲	鴨	烏甲	-	ap	
20	1	甲	甲	押	烏甲	-	ap	
20	1	甲	甲	呷	可甲	h	ap	
20	1	甲	甲	匣	下甲	h	ap	
20	1	甲	甲	柙	下甲	h	ap	
20	1	甲	甲	狎	下甲	h	ap	
20	1	甲	申	申	審申	s'	a'n	
20	1	甲	申	伸	審申	s'	a'n	
20	1	甲	申	呻	審申	s'	a'n	
20	1	甲	申	紳	審申	s'	a'n	
20	1	甲	申	坤	啟君	k'	wa'n	
20	1	甲	申	神	時申	s'	a'n	
20	1	甲	男	男	尼監	n	am	
20	1	甲	甹	甹	丙丁	p	ing	
20	1	甲	甹	娉	篇正	p'	ing	
20	2	甲	甹	騁	篇正	p'	ing	
20	2	甲	甹	聘	篇正	p'	ing	
20	2	甲	甾	甾	則詞	ts	ze	
20	2	甲	甾	菑	則詞	ts	ze	
20	2	甲	甾	輜	則詞	ts	ze	
20	2	甲	甾	緇	則詞	ts	ze	
20	2	甲	甾	錙	則詞	ts	ze	
20	2	甲	畀	畀	丙彼	p	ěy	
20	2	甲	畀	鼻	並利	p	ěy	
20	2	甲	畀	★	並世	p	y	原字形作「⿰禾畀」，電腦無此字碼
20	2	甲	畏	畏	烏位	-	wy	
20	2	甲	畏	喂	烏位	-	wy	
20	2	甲	畐	畐	非卜	f	uk	
20	2	甲	畐	福	非卜	f	uk	
20	3	甲	畐	幅	非卜	f	uk	
20	3	甲	畐	富	非父	f	oo	
20	3	甲	畐	副	非父	f	oo	
20	3	甲	畐	逼	丙息	p	ik	
20	3	甲	畐	偪	丙息	p	ik	
20	3	甲	畐	匐	並白	p	ak	
20	3	甲	畜	畜	丑卜	ch'	uk	
20	3	甲	畜	蓄	丑卜	ch'	uk	
20	3	甲	畟	畟	則息	ts	ik	
20	3	甲	畟	稷	則息	ts	ik	
20	3	甲	畢	畢	丙不	p	a't	
20	3	甲	畢	嗶	丙不	p	a't	
20	3	甲	番	番	非飡	f	an	
20	3	甲	番	幡	非飡	f	an	
20	3	甲	番	翻	非飡	f	an	
20	3	甲	番	譒	非飡	f	an	
20	4	甲	番	繙	非飡	f	an	
20	4	甲	番	旛	非飡	f	an	
20	4	甲	番	藩	扶飡	f	an	
20	4	甲	番	燔	扶飡	f	an	
20	4	甲	番	蕃	扶飡	f	an	
20	4	甲	番	籓	扶飡	f	an	
20	4	甲	番	蟠	磐門	p'	oon	
20	4	甲	番	潘	篇門	p'	oon	
20	4	甲	番	鄱	磐何	p'	o[r]	
20	4	甲	番	皤	磐何	p'	o[r]	
20	4	甲	番	播	丙個	p	o[r]	
20	4	甲	畫	畫	喻或	-	wak	
20	4	甲	畫	劃	喻或	-	wak	
20	4	甲	畫	畫	喻卦	-	wa	
20	4	甲	異	異	喻至	-	e	
20	4	甲	異	冀	啟至	k'	e	
20	4	甲	異	驥	啟至	k'	e	
20	4	甲	異	翼	由息	y	ik	
20	5	甲	留	留	耒由	l	ow	
20	5	甲	留	榴	耒由	l	ow	
20	5	甲	留	畱	耒由	l	ow	
20	5	甲	留	瘤	耒由	l	ow	
20	5	甲	留	溜	耒又	l	ow	
20	5	甲	留	遛	耒又	l	ow	
20	5	甲	當	當	丁當	t	ong	
20	5	甲	當	當	丁壯	t	ong	
20	5	甲	畺	畺	見章	k	eong	
20	5	甲	畺	僵	見章	k	eong	
20	5	甲	畺	疆	見章	k	eong	
20	5	甲	畺	韁	見章	k	eong	
20	5	甲	畺	彊	其章	k'	eong	
20	5	甲	畾	畾	耒回	l	ooey	
20	5	甲	畾	纍	耒回	l	ooey	
20	6	甲	畾	罍	耒回	l	ooey	
20	6	甲	畾	壘	耒水	l	oey	
20	6	甲	疊	疊	大帖	t	eep	
20	8	疋	疋	疋	篇不	p'	a't	
20	8	疋	疌	疌	尼帖	n	eep	
20	8	疋	疌	捷	在帖	ts	eep	
20	8	疋	疌	婕	在帖	ts	eep	
20	8	疋	㚄	㚄	之至	ch	e	
20	8	疋	㚄	懥	丑至	ch'	e	
20	8	疋	疑	疑	言希	j	e	
20	8	疋	疑	嶷	言希	j	e	
20	8	疋	疑	擬	言始	j	e	
20	8	疋	疑	嶷	由息	y	ik	
20	8	疋	疑	凝	由丁	y	ing	
20	8	疋	疑	礙	岸代	ng	oy	
20	10	疒	疒	疒	尼白	n	ak	
20	10	疒	疒	疾	前不	ts'	a't	
20	10	疒	疒	愱	前不	ts'	a't	
20	10	疒	疒	嫉	前不	ts'	a't	
20	10	疒	疒	蒺	前不	ts'	a't	
20	12	癶	癶	癶	丙末	p	oot	
20	12	癶	癸	癸	見位	k	wy	
20	12	癶	癸	揆	其鬼	k'	wy	
20	12	癶	癸	暌	其為	k'	wy	字切本作「其鬼」，據錯遺備考#8更正
20	12	癶	癸	葵	其為	k'	wy	
20	12	癶	發	發	非八	f	at	
20	12	癶	發	廢	非世	f	y	
20	12	癶	發	撥	丙末	p	oot	
20	12	癶	發	潑	篇末	p'	oot	
20	14	白	白	白	並白	p	ak	
20	14	白	白	伯	丙白	p	ak	
20	14	白	白	柏	丙白	p	ak	
20	14	白	白	拍	篇白	p'	ak	
20	14	白	白	魄	篇白	p'	ak	
20	14	白	白	怕	篇亞	p'	a[r]	
20	14	白	白	帕	篇亞	p'	a[r]	
20	14	白	白	迫	丙息	p	ik	
20	14	白	白	碧	丙息	p	ik	
20	14	白	白	粕	篇學	p'	ok	
20	14	白	白	泊	並學	p	ok	
20	14	白	白	舶	並學	p	ok	
20	14	白	百	百	丙白	p	ak	
20	14	白	百	栢	丙白	p	ak	
20	14	白	百	弼	並不	p	a't	
20	14	白	百	陌	明則	m	a'k	
20	14	白	百	貊	明則	m	a'k	
20	15	白	皂	皂	可章	h	eong	
20	15	白	皂	卿	可丁	h	ing	
20	15	白	皃	皃	明教	m	aou	
20	15	白	皃	貌	明教	m	aou	
20	15	白	皃	藐	明小	m	ew	
20	15	白	皃	邈	明學	m	ok	
20	15	白	皆	皆	見鞋	k	ea	
20	15	白	皆	喈	見鞋	k	ea	
20	15	白	皆	偕	見鞋	k	ea	
20	15	白	皆	楷	見鞋	k	ea	
20	15	白	皆	階	見鞋	k	ea	
20	15	白	皆	堦	見鞋	k	ea	
20	15	白	皆	諧	下鞋	h	ea	
20	15	白	皇	皇	喻王	-	wong	
20	15	白	皇	煌	喻王	-	wong	
20	15	白	皇	惶	喻王	-	wong	
20	15	白	皇	蝗	喻王	-	wong	
20	16	白	皇	遑	喻王	-	wong	
20	16	白	皇	凰	喻王	-	wong	
20	16	白	皇	徨	喻王	-	wong	
20	16	白	皛	皛	下小	h	ew	
20	18	皮	皮	皮	磐非	p'	ěy	
20	18	皮	皮	疲	磐非	p'	ěy	
20	18	皮	皮	披	篇非	p'	ěy	
20	18	皮	皮	彼	丙彼	p	ěy	
20	18	皮	皮	被	並利	p	ěy	
20	18	皮	皮	破	篇個	p'	o[r]	
20	18	皮	皮	簸	篇個	p'	o[r]	
20	18	皮	皮	頗	篇火	p'	o[r]	
20	18	皮	皮	跛	篇火	p'	o[r]	
20	18	皮	皮	坡	丙何	p	o[r]	
20	18	皮	皮	玻	丙何	p	o[r]	
20	18	皮	皮	陂	丙何	p	o[r]	
20	20	皿	皿	皿	明丙	m	ing	
20	20	皿	盈	盈	由丁	y	ing	
20	20	皿	盈	楹	由丁	y	ing	
20	20	皿	益	益	英息	y	ik	
20	20	皿	益	謚	英息	y	ik	
20	20	皿	益	溢	由不	y	a't	
20	20	皿	益	蠲	見全	k	ün	
20	20	皿	益	縊	烏世	-	y	
20	20	皿	益	隘	烏界	-	ea	
20	20	皿	昷	昷	烏君	-	wa'n	
20	20	皿	昷	温	烏君	-	wa'n	
20	20	皿	昷	氲	烏君	-	wa'n	
20	20	皿	昷	瘟	烏君	-	wa'n	
20	20	皿	昷	蕰	烏君	-	wa'n	
20	20	皿	昷	殟	烏君	-	wa'n	
21	1	皿	昷	揾	烏尹	-	wa'n	
21	1	皿	昷	韞	烏尹	-	wa'n	
21	1	皿	昷	藴	烏尹	-	wa'n	
21	1	皿	昷	愠	烏國	-	wok	
21	1	皿	昷	媼	烏老	-	ou	
21	1	皿	盍	盍	下合	h	op	
21	1	皿	盍	闔	下合	h	op	
21	1	皿	盍	磕	下合	h	op	
21	1	皿	盍	蓋	見代	k	oy	
21	1	皿	盍	豔	由欠	y	eem	
21	1	皿	盡	盡	在盡	ts	un	
21	1	皿	盡	燼	則盾	ts	un	
21	1	皿	盡	贐	則盾	ts	un	
21	1	皿	監	監	見監	k	am	
21	1	皿	監	籃	耒監	l	am	
21	2	皿	監	藍	耒監	l	am	
21	2	皿	監	濫	耒鑑	l	am	
21	2	皿	監	檻	耒鑑	l	am	
21	2	皿	監	艦	耒鑑	l	am	
21	2	皿	監	監	見鑑	k	am	
21	2	皿	監	鑑	見鑑	k	am	
21	2	皿	監	鑒	見鑑	k	am	
21	2	皿	盥	盥	非本	f	oon	
21	2	皿	廬	盧	耒刀	l	ou	
21	2	皿	廬	蘆	耒刀	l	ou	
21	2	皿	廬	爐	耒刀	l	ou	
21	2	皿	廬	鑪	耒刀	l	ou	
21	2	皿	廬	罏	耒刀	l	ou	
21	2	皿	廬	驢	耒須	l	üy	
21	2	皿	廬	廬	耒須	l	üy	
21	2	皿	廬	臚	耒須	l	üy	
21	4	目	目	目	明卜	m	uk	
21	4	目	目	直	杖息	ch	ik	
21	4	目	目	值	杖息	ch	ik	
21	4	目	目	植	杖息	ch	ik	
21	4	目	目	殖	杖息	ch	ik	
21	4	目	目	置	之至	ch	e	
21	4	目	目	值	杖世	ch	y	
21	4	目	相	相	心章	s	eong	
21	4	目	相	湘	心章	s	eong	
21	4	目	相	箱	心章	s	eong	
21	4	目	相	相	心上	s	eong	
21	4	目	相	想	心兩	s	eong	
21	4	目	盾	盾	同盾	t'	un	
21	4	目	盾	腯	同盾	t'	un	
21	5	目	盾	遞	大盡	t	un	
21	5	目	盾	循	前倫	ts'	un	
21	5	目	省	省	心等	s	a'ng	
21	5	目	省	省	心丙	s	ing	
21	5	目	省	𢜫	心丙	s	ing	
21	5	目	眇	眇	明小	m	ew	
21	5	目	眇	渺	明小	m	ew	
21	5	目	眉	眉	明非	m	ěy	
21	5	目	眉	楣	明非	m	ěy	
21	5	目	眉	嵋	明非	m	ěy	
21	5	目	眉	湄	明非	m	ěy	
21	5	目	眉	媚	明非	m	ěy	
21	5	目	眉	媚	明利	m	ěy	
21	5	目	看	看	可干	h	on	
21	5	目	看	看	可翰	h	on	
21	6	目	眔	眔	大甲	t	ap	
21	6	目	眔	鰥	見環	k	wan	
21	6	目	真	真	之申	ch	a'n	
21	6	目	真	嗔	丑申	ch'	a'n	
21	6	目	真	鎮	之艮	ch	a'n	
21	6	目	真	縝	丑忍	ch'	a'n	
21	6	目	真	慎	時艮	s'	a'n	
21	6	目	真	瘨	丁天	t	een	
21	6	目	真	填	同天	t'	een	
21	6	目	真	寘	之至	ch	e	
21	6	目	眾	眾	之動	ch	ung	
21	6	目	眾	衆	之動	ch	ung	
21	6	目	睘	睘	其丁	k'	ing	
21	6	目	睘	擐	喻環	-	wan	
21	6	目	睘	嬛	喻環	-	wan	
21	6	目	睘	寰	喻環	-	wan	
21	7	目	睘	還	喻環	-	wan	
21	7	目	睘	環	喻環	-	wan	
21	7	目	睘	鐶	喻環	-	wan	
21	7	目	睘	圜	喻環	-	wan	
21	7	目	睘	圜	喻全	-	ün	
21	7	目	睘	獧	共寸	k	ün	
21	7	目	睪	睪	由息	y	ik	
21	7	目	睪	驛	由息	y	ik	
21	7	目	睪	懌	由息	y	ik	
21	7	目	睪	繹	由息	y	ik	
21	7	目	睪	譯	由息	y	ik	
21	7	目	睪	斁	由息	y	ik	
21	7	目	睪	斁	丁路	t	ou	
21	7	目	睪	釋	審息	s'	ik	
21	7	目	睪	擇	杖則	ch	a'k	
21	7	目	睪	澤	杖則	ch	a'k	
21	7	目	睪	鐸	大學	t	ok	
21	7	目	睿	睿	由稅	y	oey	
21	7	目	睿	濬	則盡	ts	un	
21	8	目	睿	壑	啟學	k'	ok	
21	8	目	瞿	瞿	其於	k'	ü	
21	8	目	瞿	衢	其於	k'	ü	
21	8	目	瞿	懼	共去	k	ü	
21	8	目	矍	矍	啟國	k'	wok	
21	8	目	矍	攫	啟國	k'	wok	
21	8	目	矍	躩	啟國	k'	wok	
21	10	矛	矛	矛	明交	m	aou	
21	10	矛	矛	茅	明交	m	aou	
21	10	矛	矛	袲	明又	m	ow	
21	10	矛	矞	矞	耒出	l	ut	
21	10	矛	矞	譎	見骨	k	wa't	
21	10	矛	矞	橘	見骨	k	wa't	
21	10	矛	矞	氄	由總	y	ung	
21	10	石	石	石	時石	s'	ëik	
21	10	石	石	碩	時石	s'	ëik	
21	10	石	石	拓	之石	ch	ëik	
21	10	石	石	柘	之夜	ch	ěa	
21	10	石	石	斫	之約	ch	eok	
21	10	石	砉	砉	喻或	-	wak	據錯遺備考#9補上
21	12	矢	矢	矢	丑始	ch'	e	
21	12	矢	矢	肄	由至	y	e	
21	12	矢	矢	雉	杖至	ch	e	
21	12	矢	矢	彘	杖至	ch	e	
21	12	矢	矢	薙	太世	t'	y	
21	12	矢	矣	矣	由始	y	e	
21	12	矢	矣	唉	烏哀	-	oy	
21	12	矢	矣	埃	烏哀	-	oy	
21	12	矢	矣	挨	烏鞋	-	ea	
21	12	矢	矣	俟	在士	ts	ze	
21	12	矢	知	知	之希	ch	e	
21	12	矢	知	知	之至	ch	e	
21	12	矢	知	智	之至	ch	e	
21	12	矢	知	痴	丑希	ch'	e	
21	14	示	示	示	時至	s'	e	
21	14	示	示	視	時至	s'	e	
21	14	示	示	社	時者	s'	ěa	
21	14	示	示	崇	士稅	s	oey	
21	14	示	票	票	篇照	p'	ew	
21	14	示	票	嫖	磐夭	p'	ew	
21	14	示	票	瓢	磐夭	p'	ew	
21	14	示	票	漂	篇夭	p'	ew	
21	14	示	票	漂	篇照	p'	ew	
21	14	示	票	飄	篇夭	p'	ew	
21	14	示	票	標	丙夭	p	ew	
21	14	示	祭	祭	則世	ts	y	
21	14	示	祭	際	則世	ts	y	
21	14	示	祭	蔡	七代	ts'	oy	
21	14	示	祭	察	丑八	ch'	at	
21	15	示	禁	禁	見浸	k	um	
21	15	示	禁	噤	見浸	k	um	
21	15	示	禁	襟	啟金	k'	um	
21	17	禸	禸	禸	由九	y	ow	
21	17	禸	禹	禹	喻語	-	ü	
21	17	禸	禹	踽	見語	k	ü	
21	17	禸	禺	禺	喻於	-	ü	
21	17	禸	禺	嵎	喻於	-	ü	
21	17	禸	禺	愚	喻於	-	ü	
21	17	禸	禺	隅	喻於	-	ü	
21	17	禸	禺	遇	言去	j	ü	
21	17	禸	禺	寓	言去	j	ü	
21	17	禸	禺	偶	岸九	ng	ow	
21	17	禸	禺	耦	岸九	ng	ow	
21	17	禸	禺	藕	岸九	ng	ow	
21	17	禸	禺	顒	由中	y	ung	
21	17	禸	离	离	耒非	l	ěy	
21	17	禸	离	漓	耒非	l	ěy	
21	18	禸	离	離	耒非	l	ěy	
21	18	禸	离	籬	耒非	l	ěy	
21	18	禸	离	魑	耒非	l	ěy	
21	18	禸	离	璃	耒非	l	ěy	
21	18	禸	禼	禼	心別	s	eet	
21	18	禸	禼	竊	心別	s	eet	
21	18	禸	禽	禽	其金	k'	um	
21	18	禸	禽	擒	其金	k'	um	
21	20	禾	禾	禾	下戈	h	wo	
21	20	禾	禾	和	下戈	h	wo	
21	20	禾	禾	科	非何	f	o[r]	
21	20	禾	禾	和	下過	h	wo	
21	20	禾	禿	禿	太卜	t'	uk	
21	20	禾	禿	頹	同回	t'	ooey	
21	20	禾	秀	秀	心又	s	ow	
21	20	禾	秀	銹	心又	s	ow	
21	20	禾	秀	綉	心又	s	ow	
21	20	禾	秀	琇	心又	s	ow	
21	20	禾	秀	莠	由九	y	ow	
21	20	禾	秀	誘	由九	y	ow	
21	20	禾	秀	透	太又	t'	ow	
21	20	禾	秉	秉	丙丙	p	ing	
22	1	禾	秋	秋	七由	ts'	ow	
22	1	禾	秋	愀	七由	ts'	ow	
22	1	禾	秋	湫	七由	ts'	ow	
22	1	禾	秋	鞦	七由	ts'	ow	
22	1	禾	秋	鍫	七由	ts'	ow	
22	1	禾	秋	愁	時由	s'	ow	
22	1	禾	秋	揪	則由	ts	ow	
22	1	禾	秋	偢	七小	ts'	ew	
22	1	禾	秦	秦	前倫	ts'	un	
22	1	禾	秦	榛	則倫	ts	un	
22	1	禾	秦	臻	則倫	ts	un	
22	1	禾	秦	蓁	則倫	ts	un	
22	1	禾	稟	稟	耒審	l	um	
22	1	禾	稟	稟	丙忍	p	a'n	
22	1	禾	稟	凜	耒審	l	um	
22	1	禾	稟	廩	耒審	l	um	
22	1	禾	稟	懍	耒審	l	um	
22	2	禾	稽	稽	見西	k	y	
22	2	禾	穌	穌	心烏	s	oo	
22	2	禾	穌	蘇	心烏	s	oo	
22	4	穴	穴	穴	下乙	h	üt	
22	4	穴	穴	帘	耒廉	l	eem	
22	4	穴	穵	穵	烏刮	-	wat	
22	4	穴	穵	挖	烏刮	-	wat	
22	4	穴	空	空	可中	h	ung	
22	4	穴	空	悾	可中	h	ung	
22	4	穴	空	控	可動	h	ung	
22	4	穴	空	空	可動	h	ung	
22	4	穴	𥥍	𥥍	由金	y	um	
22	4	穴	𥥍	深	審金	s'	um	
22	4	穴	𥥍	琛	審金	s'	um	
22	4	穴	𥥍	探	太鑑	t'	am	
22	4	穴	突	突	同不	t'	a't	
22	5	穴	窄	窄	之則	ch	a'k	
22	5	穴	窄	醡	之亞	ch	a[r]	
22	5	穴	窊	窊	烏華	-	wa	
22	5	穴	竄	竄	丑犬	ch'	ün	
22	5	穴	竈	竈	則路	ts	ou	
22	7	立	立	立	耒甲	l	ap	
22	7	立	立	拉	拉甲	l	ap	
22	7	立	立	笠	拉十	l	up	
22	7	立	立	粒	拈十	n	up	
22	7	立	立	泣	英十	y	up	
22	7	立	立	颯	心甲	s	ap	
22	7	立	立	翌	由息	y	ik	
22	7	立	竝	竝	並正	p	ing	
22	7	立	竟	竟	見正	k	ing	
22	7	立	竟	鏡	見正	k	ing	
22	7	立	竟	獍	見正	k	ing	
22	7	立	竟	境	見丙	k	ing	
22	7	立	竟	競	共正	k	ing	
22	8	立	章	章	之章	ch	eong	
22	8	立	章	璋	之章	ch	eong	
22	8	立	章	彰	之章	ch	eong	
22	8	立	章	樟	之章	ch	eong	
22	8	立	章	獐	之章	ch	eong	
22	8	立	章	漳	之章	ch	eong	
22	8	立	章	瘴	之上	ch	eong	
22	8	立	章	障	之上	ch	eong	
22	8	立	童	童	同中	t'	ung	
22	8	立	童	僮	同中	t'	ung	
22	8	立	童	瞳	同中	t'	ung	
22	8	立	童	憧	丑中	ch'	ung	
22	8	立	童	鐘	之中	ch	ung	
