頁	行	部首	字首	單字	反切	聲母	韻母	備註
11	15	己	巳	巳	在士	ts	ze	
11	15	己	巳	祀	在士	ts	ze	
11	15	己	巴	巴	丙加	p	a[r]	
11	15	己	巴	芭	丙加	p	a[r]	
11	15	己	巴	葩	丙加	p	a[r]	
11	15	己	巴	爸	丙加	p	a[r]	
11	16	己	巴	吧	丙加	p	a[r]	
11	16	己	巴	琶	磐加	p'	a[r]	
11	16	己	巴	爬	磐加	p'	a[r]	
11	16	己	巴	把	丙也	p	a[r]	
11	16	己	耜	耜	在士	ts	ze	
11	16	己	巵	巵	之希	ch	e	
11	16	己	巷	巷	下壯	h	ong	
11	16	己	巷	港	見綁	k	ong	
11	16	己	巽	巽	心盡	s	un	
11	16	己	巽	饌	杖犯	ch	an	
11	16	己	巽	撰	杖犯	ch	an	
11	16	己	巽	撰	心犬	s	ün	
11	16	己	巽	選	心犬	s	ün	
11	18	己	巾	巾	見申	k	a'n	
11	18	己	巿	巿	非不	f	a't	
11	18	己	巿	芾	非不	f	a't	
11	18	己	巿	肺	非世	f	y	
11	18	己	巿	沛	篇罪	p'	ooey	
11	18	己	巿	佩	篇罪	p'	ooey	
11	18	己	巿	旆	篇罪	p'	ooey	
11	18	己	市	市	時始	s'	e	
11	18	己	市	柿	前子	ts'	ze	
11	18	己	市	閙	尼教	n	aou	
11	18	己	市	鬧	尼教	n	aou	
11	18	己	布	布	丙父	p	oo	
11	18	己	布	佈	丙父	p	oo	
11	18	己	布	怖	丙父	p	oo	
11	19	己	希	希	可希	h	e	
11	19	己	希	稀	可希	h	e	
11	19	己	希	晞	可希	h	e	
11	19	己	希	絺	可希	h	e	
11	19	己	帚	帚	之九	ch	ow	
11	19	己	帚	掃	心路	s	ou	
11	19	己	帚	婦	扶苦	f	oo	
11	19	己	帛	帛	並白	p	ak	
11	19	己	帛	棉	明天	m	een	
11	19	己	帛	綿	明天	m	een	
11	19	己	帝	帝	丁世	t	y	
11	19	己	帝	蒂	丁世	t	y	
11	19	己	帝	禘	丁世	t	y	
11	19	己	帝	諦	丁世	t	y	
11	20	己	帝	蒂	丁世	t	y	
11	20	己	帝	締	太世	t'	y	
11	20	己	帝	蹄	同西	t'	y	
11	20	己	帝	啼	同西	t'	y	
11	20	己	帝	啻	丑至	ch'	e	
11	20	己	帥	帥	審稅	s'	oey	
11	20	己	帥	帥	審出	s'	ut	據錯遺備考#6補上
11	20	己	帥	師	心詞	s	ze	
11	20	己	帥	獅	心詞	s	ze	
11	20	己	帥	篩	心西	s	y	
11	20	己	席	席	在息	ts	ik	
11	20	己	席	蓆	在息	ts	ik	
11	20	己	常	常	時章	s'	eong	
11	20	己	常	嫦	時章	s'	eong	
11	20	己	帶	帶	丁界	t	ea	
11	20	己	帶	滯	杖世	ch	y	
12	2	干	干	干	見干	k	on	
12	2	干	干	杆	見干	k	on	
12	2	干	干	竿	見干	k	on	
12	2	干	干	肝	見干	k	on	
12	2	干	干	赶	見罕	k	on	
12	2	干	干	罕	可罕	h	on	
12	2	干	干	刊	可罕	h	on	
12	2	干	干	岸	岸翰	ng	on	
12	2	干	干	扞	下翰	h	on	
12	2	干	干	汗	下翰	h	on	
12	2	干	干	犴	下翰	h	on	
12	2	干	干	旱	下翰	h	on	
12	2	干	干	釬	下翰	h	on	
12	2	干	干	奸	見飡	k	an	
12	2	干	干	軒	可天	h	een	
12	2	干	干	飦	之天	ch	een	
12	2	干	干	訐	啟別	k'	eet	
12	2	干	干	幷	並丁	p	ing	據錯遺備考#6補上
12	2	干	平	平	磐丁	p'	ing	
12	2	干	平	評	磐丁	p'	ing	
12	3	干	平	泙	磐丁	p'	ing	
12	3	干	平	萍	磐丁	p'	ing	
12	3	干	平	伻	丙生	p	a'ng	
12	3	干	平	秤	丑丁	ch'	ing	
12	3	干	平	秤	丑正	ch'	ing	
12	3	干	年	年	尼天	n	een	
12	3	干	开	开	見天	k	een	
12	3	干	开	妍	言天	j	een	
12	3	干	开	研	言天	j	een	
12	3	干	开	形	由丁	y	ing	
12	3	干	开	邢	由丁	y	ing	
12	3	干	开	開	可哀	h	oy	
12	3	干	开	笄	見西	k	y	
12	3	干	并	并	丙丁	p	ing	字切本作「正丁」，惟「正」非聲母字
12	3	干	并	胼	磐丁	p'	ing	
12	3	干	并	屏	磐丁	p'	ing	據錯遺備考#6補上
12	4	干	并	瓶	磐丁	p'	ing	
12	4	干	并	駢	磐丁	p'	ing	
12	4	干	并	䈂	磐丁	p'	ing	
12	4	干	并	迸	丙丙	p	ing	
12	4	干	并	屏	丙丙	p	ing	
12	4	干	并	餅	丙丙	p	ing	
12	4	干	幸	幸	下幸	h	a'ng	
12	4	干	幸	倖	下幸	h	a'ng	
12	4	干	幸	圉	言語	j	ü	
12	4	干	幹	幹	見翰	k	on	
12	4	干	幹	澣	烏本	-	oon	
12	6	干	幺	幺	英夭	y	ew	
12	6	干	幻	幻	喻幻	-	wan	
12	6	干	幼	幼	英又	y	ow	
12	6	干	幼	拗	烏卯	-	aou	
12	6	干	幽	幽	英由	y	ow	
12	6	干	幾	幾	見始	k	e	
12	6	干	幾	幾	見希	k	e	
12	6	干	幾	機	見希	k	e	
12	6	干	幾	璣	見希	k	e	
12	6	干	幾	磯	見希	k	e	
12	6	干	幾	畿	見希	k	e	
12	7	干	幾	譏	見希	k	e	
12	7	干	幾	饑	見希	k	e	
12	7	干	㡭	㡭	見世	k	y	
12	7	干	㡭	繼	見世	k	y	
12	7	干	㡭	斷	丁寸	t	ün	
12	7	干	㡭	斷	大寸	t	ün	
12	7	干	㡭	斷	丁犬	t	ün	
12	9	广	广	广	英點	y	eem	
12	9	广	庄	庄	之當	ch	ong	
12	9	广	庄	粧	之當	ch	ong	
12	9	广	庚	庚	見生	k	a'ng	
12	9	广	庚	賡	見生	k	a'ng	
12	9	广	府	府	非苦	f	oo	
12	9	广	府	俯	非苦	f	oo	
12	9	广	府	捬	非苦	f	oo	
12	9	广	府	腑	非苦	f	oo	
12	9	广	府	腐	扶父	f	oo	
12	9	广	度	度	大路	t	ou	
12	9	广	度	度	大學	t	ok	
12	10	广	度	渡	大路	t	ou	
12	10	广	庫	庫	非父	f	oo	
12	10	广	庫	褲	非父	f	oo	
12	10	广	庶	庶	審去	s'	ü	
12	10	广	庶	遮	之耶	ch	ěa	
12	10	广	庶	蔗	之夜	ch	ěa	
12	10	广	康	康	可當	h	ong	
12	10	广	康	糠	可當	h	ong	
12	10	广	康	慷	啟綁	k'	ong	
12	10	广	庸	庸	由中	y	ung	
12	10	广	庸	傭	由中	y	ung	
12	10	广	庸	墉	由中	y	ung	
12	10	广	庸	慵	由中	y	ung	
12	11	广	廉	廉	耒廉	l	eem	
12	11	广	廉	鐮	耒廉	l	eem	
12	11	广	廉	䥥	耒廉	l	eem	據錯遺備考#6補上
12	11	广	廉	簾	耒廉	l	eem	
12	11	广	廚	廚	長於	ch'	ü	
12	11	广	廛	廛	長天	ch'	een	
12	11	广	廛	纏	長天	ch'	een	
12	11	广	廣	廣	見廣	k	wong	
12	11	广	廣	曠	非壯	f	ong	
12	11	广	廣	壙	非壯	f	ong	
12	11	广	廣	擴	啟國	k'	wok	
12	13	广	廴	廴	由忍	y	a'n	
12	13	广	延	延	由天	y	een	
12	13	广	延	涎	由天	y	een	
12	13	广	延	筵	由天	y	een	
12	13	广	延	蜒	由天	y	een	本作「蜓」，據錯遺備考#7改正
12	13	广	延	誕	丁犯	t	an	
12	13	广	廷	廷	同丁	t'	ing	
12	13	广	廷	庭	同丁	t'	ing	
12	13	广	廷	霆	同丁	t'	ing	
12	13	广	廷	蜓	同丁	t'	ing	
12	13	广	廷	挺	同丙	t'	ing	
12	13	广	廷	梃	同丙	t'	ing	
12	13	广	廷	艇	同丙	t'	ing	
12	14	广	建	建	見見	k	een	
12	14	广	建	健	共見	k	een	
12	14	广	建	鍵	共見	k	een	
12	14	广	迴	迴	喻回	-	ooey	
12	16	廾	廾	廾	見總	k	ung	
12	16	廾	弁	弁	並見	p	een	
12	16	廾	弁	畚	丙本	p	oon	據錯遺備考#7補上
12	16	廾	弄	弄	耒動	l	ung	
12	16	廾	弇	弇	英點	y	eem	
12	16	廾	弇	揜	英點	y	eem	
12	18	廾	弋	弋	由息	y	ik	
12	18	廾	弋	忒	太息	t'	ik	
12	18	廾	弋	鳶	喻全	-	ün	
12	18	廾	式	式	審息	s'	ik	
12	18	廾	式	軾	審息	s'	ik	
12	18	廾	式	拭	審息	s'	ik	
12	18	廾	式	栻	審息	s'	ik	
12	18	廾	式	試	審至	s'	e	
12	18	廾	式	弒	審至	s'	e	
12	20	廾	弓	弓	見中	k	ung	
12	20	廾	弓	躬	見中	k	ung	
12	20	廾	弓	窮	共中	k	ung	
12	20	廾	弓	穹	共中	k	ung	
12	20	廾	弔	弔	丁照	t	ew	
12	20	廾	弔	吊	丁照	t	ew	
12	20	廾	引	引	由忍	y	a'n	
12	20	廾	引	蚓	由忍	y	a'n	
12	20	廾	引	矧	之忍	ch	a'n	
12	20	廾	弗	弗	非不	f	a't	
12	20	廾	弗	彿	非不	f	a't	
12	20	廾	弗	拂	非不	f	a't	
12	20	廾	弗	艴	非不	f	a't	
12	20	廾	弗	紼	非不	f	a't	
12	20	廾	弗	佛	扶不	f	a't	
13	1	廾	弗	咈	扶不	f	a't	
13	1	廾	弗	費	非世	f	y	
13	1	廾	弗	怫	非世	f	y	
13	1	廾	弗	沸	非世	f	y	
13	1	廾	弘	弘	喻橫	-	wang	
13	1	廾	弘	泓	喻橫	-	wang	
13	1	廾	弟	弟	大世	t	y	
13	1	廾	弟	悌	大世	t	y	
13	1	廾	弟	第	大世	t	y	
13	1	廾	弟	苐	大世	t	y	
13	1	廾	弟	睇	太啟	t'	y	
13	1	廾	弟	涕	太世	t'	y	
13	1	廾	弟	剃	太世	t'	y	
13	1	廾	弟	娣	同啟	t'	y	
13	1	廾	弟	梯	太西	t'	y	
13	1	廾	弱	弱	言約	j	eok	
13	1	廾	弱	嫋	言約	j	eok	
13	1	廾	弱	搦	尼息	n	ik	據錯遺備考#7補上
13	1	廾	弱	嫋	尼小	n	ew	據錯遺備考#7補上
13	2	廾	弱	溺	尼息	n	ik	
13	2	廾	強	強	其章	k'	eong	
13	2	廾	強	強	共兩	k	eong	
13	2	廾	強	襁	共兩	k	eong	
13	4	廾	彐	彐	見世	k	y	
13	4	廾	彖	彖	同盾	t'	un	
13	4	廾	彖	篆	士寸	s	ün	
13	4	廾	彖	椽	喻全	-	ün	
13	4	廾	彖	緣	喻全	-	ün	
13	4	廾	彖	蝝	喻全	-	ün	
13	4	廾	彖	喙	烏位	-	wy	
13	4	廾	彔	彔	耒卜	l	uk	
13	4	廾	彔	祿	耒卜	l	uk	
13	4	廾	彔	綠	耒卜	l	uk	
13	4	廾	彔	錄	耒卜	l	uk	
13	4	廾	彔	碌	拉卜	l	uk	
13	4	廾	彔	剝	丙學	p	ok	
13	4	廾	彗	彗	士稅	s	oey	
13	4	廾	彗	彗	喻位	-	wy	
13	5	廾	彗	慧	喻位	-	wy	
13	5	廾	彗	嚖	喻位	-	wy	
13	5	廾	彙	彙	喻位	-	wy	
13	5	廾	彙	彙	耒水	l	oey	
13	5	廾	彝	彝	由希	y	e	
13	7	彡	彡	彡	審監	s'	am	
13	7	彡	彡	衫	審監	s'	am	
13	7	彡	彡	杉	丑鑑	ch'	am	
13	7	彡	彥	彥	言見	j	een	
13	7	彡	彥	諺	言見	j	een	
13	7	彡	彥	顏	岸飡	ng	an	
13	7	彡	㣎	㣎	明卜	m	uk	
13	7	彡	㣎	穆	明卜	m	uk	
13	7	彡	彭	彭	磐彭	p'	ang	
13	9	彳	彳	彳	丑息	ch'	ik	
13	9	彳	後	後	下又	h	ow	
13	9	彳	徙	徙	心乃	s	ea	
13	9	彳	徙	蓰	心詞	s	ze	
13	9	彳	從	從	前中	ts'	ung	
13	9	彳	從	從	前動	ts'	ung	
13	9	彳	從	從	心中	s	ung	
13	9	彳	從	縱	則動	ts	ung	
13	9	彳	從	縱	則中	ts	ung	
13	9	彳	從	蹤	則中	ts	ung	
13	9	彳	從	聳	心總	s	ung	
13	9	彳	從	慫	心總	s	ung	
13	10	彳	御	御	言去	j	ü	
13	10	彳	御	禦	言去	j	ü	
13	10	彳	復	復	扶卜	f	uk	
13	10	彳	復	復	扶又	f	ow	
13	10	彳	復	覆	非卜	f	uk	
13	10	彳	復	覆	扶又	f	ow	
13	10	彳	復	履	耒彼	l	ěy	
13	10	彳	微	微	明非	m	ěy	
13	10	彳	微	薇	明非	m	ěy	
13	10	彳	徵	徵	之丁	ch	ing	
13	10	彳	徵	懲	長丁	ch'	ing	
13	12	心	心	心	心金	s	um	
13	12	心	心	沁	七浸	ts'	um	
13	12	心	心	怎	之審	ch	um	
13	12	心	必	必	丙別	p	eet	
13	12	心	必	謐	明不	m	a't	
13	12	心	必	瑟	審不	s'	a't	
13	12	心	必	閟	丙利	p	ěy	
13	12	心	必	秘	丙利	p	ěy	
13	12	心	必	泌	丙利	p	ěy	
13	12	心	忌	忌	共至	k	e	
13	12	心	忌	跽	共位	k	wy	
13	12	心	忌	忍	由忍	y	a'n	
13	12	心	忌	認	由艮	y	a'n	
13	13	心	志	志	之至	ch	e	
13	13	心	志	誌	之至	ch	e	
13	13	心	志	痣	之至	ch	e	
13	13	心	忝	忝	同點	t'	eem	
13	13	心	忝	添	太廉	t'	eem	
13	13	心	念	念	尼欠	n	eem	
13	13	心	念	騐	言欠	j	eem	
13	13	心	念	捻	尼帖	n	eep	
13	13	心	念	唸	大見	t	een	
13	13	心	念	稔	尼審	n	um	
13	13	心	念	諗	審審	s'	um	
13	13	心	忽	忽	非不	f	a't	
13	13	心	思	思	心詞	s	ze	
13	13	心	思	思	心士	s	ze	
13	14	心	思	腮	審哀	s'	oy	
13	14	心	思	葸	審啟	s'	y	
13	14	心	急	急	見十	k	up	
13	14	心	怱	怱	七中	ts'	ung	
13	14	心	怱	葱	七中	ts'	ung	
13	14	心	恆	恆	下生	h	a'ng	
13	14	心	恩	恩	英申	y	a'n	
13	14	心	恩	蒽	英申	y	a'n	
13	14	心	息	息	心息	s	ik	
13	14	心	息	媳	心息	s	ik	
13	14	心	息	熄	心息	s	ik	
13	15	心	悉	悉	心息	s	ik	
13	15	心	患	患	喻幻	-	wan	
13	15	心	患	贃	杖犯	ch	an	
13	15	心	患	悤	七中	ts'	ung	
13	15	心	患	忩	七中	ts'	ung	
13	15	心	患	聰	七中	ts'	ung	
13	15	心	患	蔥	七中	ts'	ung	
13	15	心	患	總	明總	m	ung	
13	15	心	患	窻	丑章	ch'	eong	
13	15	心	患	窓	丑章	ch'	eong	
13	15	心	德	德	丁則	t	a'k	
13	16	心	惠	惠	喻位	-	wy	
13	16	心	惠	穗	士稅	s	oey	
13	16	心	惡	惡	烏學	-	ok	
13	16	心	惡	惡	烏父	-	oo	
13	16	心	惡	惡	烏烏	-	oo	
13	16	心	惢	惢	心火	s	o[r]	
13	16	心	惢	蕊	由水	y	oey	
13	16	心	意	意	英至	y	e	
13	16	心	意	噫	英希	y	e	
13	16	心	意	億	英息	y	ik	
13	16	心	意	臆	英息	y	ik	
13	16	心	意	憶	英息	y	ik	
13	16	心	愛	愛	烏代	-	oy	
13	16	心	愛	靉	烏宰	-	oy	
13	17	心	感	感	見敢	k	om	
13	17	心	感	憾	下勘	h	om	
13	17	心	感	撼	下勘	h	om	
13	17	心	㥯	㥯	英忍	y	a'n	
13	17	心	㥯	隱	英忍	y	a'n	
13	17	心	㥯	櫽	英忍	y	a'n	
13	17	心	㥯	穩	烏尹	-	wa'n	
13	17	心	慮	慮	耒序	l	üy	
13	17	心	慮	鑢	耒序	l	üy	
13	17	心	慮	濾	耒序	l	üy	
13	17	心	慶	慶	可正	h	ing	
13	18	心	憂	憂	英由	y	ow	
13	18	心	憂	優	英由	y	ow	
13	18	心	憂	耰	英由	y	ow	
13	18	心	憂	擾	言小	j	ew	
13	18	心	憲	憲	可見	h	een	
13	20	戈	戈	戈	見戈	k	wo	
13	20	戈	戈	找	之卯	ch	aou	
13	20	戈	戉	戉	下乙	h	üt	
13	20	戈	戉	越	下乙	h	üt	
13	20	戈	戉	鉞	下乙	h	üt	
13	20	戈	戉	樾	下乙	h	üt	
13	20	戈	戊	戊	明父	m	oo	
13	20	戈	戊	茂	明又	m	ow	
13	20	戈	戍	戍	審去	s'	ü	
13	20	戈	戌	戌	心出	s	ut	
14	1	哉	哉	哉	則哀	ts	oy	
14	1	哉	哉	栽	則哀	ts	oy	
14	1	哉	哉	裁	則哀	ts	oy	
14	1	哉	哉	載	則代	ts	oy	
14	1	哉	哉	載	則宰	ts	oy	
14	1	哉	哉	胾	七士	ts'	ze	
14	1	哉	戎	戎	由中	y	ung	
14	1	哉	戎	絨	由中	y	ung	
14	1	哉	成	成	時丁	s'	ing	
14	1	哉	成	城	時丁	s'	ing	
14	1	哉	成	誠	時丁	s'	ing	
14	1	哉	成	盛	時正	s'	ing	
14	1	哉	成	盛	時丁	s'	ing	
14	1	哉	我	我	岸火	ng	o[r]	
14	1	哉	我	哦	岸何	ng	o[r]	
14	2	哉	我	娥	岸何	ng	o[r]	
14	2	哉	我	峨	岸何	ng	o[r]	
14	2	哉	我	俄	岸何	ng	o[r]	
14	2	哉	我	蛾	岸何	ng	o[r]	
14	2	哉	我	莪	岸何	ng	o[r]	
14	2	哉	我	鵝	岸何	ng	o[r]	
14	2	哉	我	餓	岸個	ng	o[r]	
14	2	哉	戒	戒	見界	k	ea	
14	2	哉	戒	誡	見界	k	ea	
14	2	哉	戒	械	下界	h	ea	
14	2	哉	戔	戔	則天	ts	een	
14	2	哉	戔	箋	則天	ts	een	
14	2	哉	戔	錢	前天	ts'	een	
14	2	哉	戔	淺	七典	ts'	een	
14	2	哉	戔	賤	在見	ts	een	
14	2	哉	戔	踐	前典	ts'	een	
14	2	哉	戔	餞	則見	ts	een	
14	2	哉	戔	濺	則見	ts	een	
14	3	哉	戔	殘	前飡	ts'	an	
14	3	哉	戔	剗	丑晚	ch'	an	
14	3	哉	戔	盞	之晚	ch	an	
14	3	哉	戔	棧	杖犯	ch	an	
14	3	哉	或	或	喻或	-	wak	
14	3	哉	或	惑	喻或	-	wak	
14	3	哉	或	閾	喻𡭴	-	wik	
14	3	哉	或	棫	喻𡭴	-	wik	
14	3	哉	或	域	喻𡭴	-	wik	
14	3	哉	或	馘	見𡭴	k	wik	
14	3	哉	或	彧	英卜	y	uk	
14	3	哉	戚	戚	七息	ts'	ik	
14	3	哉	戚	慼	七息	ts'	ik	
14	3	哉	戚	蹙	七卜	ts'	uk	
14	3	哉	戛	戛	烏八	-	at	
14	4	哉	戠	戠	之息	ch	ik	
14	4	哉	戠	織	之息	ch	ik	
14	4	哉	戠	職	之息	ch	ik	
14	4	哉	戠	識	審息	s'	ik	
14	4	哉	戠	識	之至	ch	e	
14	4	哉	戠	熾	丑至	ch'	e	
14	4	哉	戠	幟	丑至	ch'	e	
14	4	哉	鐵	鐵	太別	t'	eet	
14	4	哉	截	截	在別	ts	eet	
14	4	哉	戴	戴	丁界	t	ea	
14	6	戶	戶	戶	喻父	-	oo	
14	6	戶	戶	戽	非父	f	oo	
14	6	戶	戶	妒	丁路	t	ou	
14	6	戶	戹	戹	烏則	-	a'k	據錯遺備考#8補上
14	6	戶	戾	戾	耒稅	l	oey	
14	6	戶	戾	淚	耒稅	l	oey	
14	6	戶	戾	唳	耒稅	l	oey	
14	6	戶	戾	捩	耒世	l	y	
14	6	戶	扁	扁	丙典	p	een	
14	6	戶	扁	扁	篇天	p'	een	
14	6	戶	扁	篇	篇天	p'	een	
14	6	戶	扁	偏	篇天	p'	een	
14	6	戶	扁	翩	篇天	p'	een	
14	6	戶	扁	編	丙天	p	een	
14	6	戶	扁	蹁	磐天	p'	een	
14	6	戶	扁	徧	篇見	p'	een	
14	6	戶	扁	遍	篇見	p'	een	
14	6	戶	扁	騙	篇見	p'	een	
14	7	戶	扁	褊	篇典	p'	een	
14	7	戶	扁	匾	丙典	p	een	
14	7	戶	扇	扇	審見	s'	een	
14	7	戶	扇	煽	審見	s'	een	
14	7	戶	扇	謆	審見	s'	een	
14	7	戶	扈	扈	喻父	-	oo	
14	7	戶	扈	滬	喻父	-	oo	
14	9	手	手	手	審九	s'	ow	
14	9	手	才	才	前哀	ts'	oy	
14	9	手	才	材	前哀	ts'	oy	
14	9	手	才	財	前哀	ts'	oy	
14	9	手	才	閉	丙世	p	y	
14	9	手	才	在	在代	ts	oy	
14	9	手	才	鼒	則詞	ts	ze	
14	9	手	承	承	時丁	s'	ing	
14	9	手	折	折	之別	ch	eet	
14	9	手	折	哲	之別	ch	eet	
14	9	手	折	晢	之別	ch	eet	
14	9	手	折	浙	之別	ch	eet	
14	9	手	折	誓	時世	s'	y	
14	9	手	折	逝	時世	s'	y	
14	10	手	拜	拜	丙界	p	ea	
14	10	手	拜	湃	丙界	p	ea	
14	12	支	支	支	之希	ch	e	
14	12	支	支	枝	之希	ch	e	
14	12	支	支	肢	之希	ch	e	
14	12	支	支	岐	共希	k	e	
14	12	支	支	歧	共希	k	e	
14	12	支	支	伎	共希	k	e	
14	12	支	支	伎	共至	k	e	
14	12	支	支	技	共至	k	e	
14	12	支	支	忮	共至	k	e	
14	12	支	支	妓	共至	k	e	
14	12	支	支	芰	共至	k	e	
14	12	支	支	屐	共石	k	ëik	
14	12	支	支	翅	丑至	ch'	e	
14	14	攴	攴	攴	篇學	p'	ok	
14	14	攴	攴	枚	明回	m	ooey	
14	14	攴	攴	牧	明卜	m	uk	
14	14	攴	攸	攸	由由	y	ow	
14	14	攴	攸	悠	由由	y	ow	
14	14	攴	攸	脩	心由	s	ow	
14	14	攴	攸	修	心由	s	ow	
14	14	攴	攸	倐	審卜	s'	uk	
14	14	攴	攸	條	同夭	t'	ew	
14	14	攴	攸	滌	大息	t	ik	
14	14	攴	𢼄	𢼄	啟啟	k'	y	
14	14	攴	𢼄	啟	啟啟	k'	y	
14	14	攴	𢼄	肇	時照	s'	ew	
14	15	攴	敄	敄	明父	m	oo	
14	15	攴	敄	務	明父	m	oo	
14	15	攴	敄	霧	明父	m	oo	
14	15	攴	敄	騖	明父	m	oo	
14	15	攴	敄	騖	明父	m	oo	
14	15	攴	敄	婺	明父	m	oo	
14	15	攴	敄	鍪	明由	m	ow	
14	15	攴	敏	敏	明忍	m	a'n	
14	15	攴	敏	繁	扶飡	f	an	
14	15	攴	敕	敕	丑息	ch'	ik	
14	15	攴	敕	嫩	尼寸	n	ün	
14	15	攴	敕	潄	心又	s	ow	
14	15	攴	敖	敖	岸路	ng	ou	
14	15	攴	敖	傲	岸路	ng	ou	
14	15	攴	敖	遨	岸刀	ng	ou	
14	15	攴	敖	鷔	岸刀	ng	ou	
14	16	攴	敖	驁	岸刀	ng	ou	
14	16	攴	敖	嗷	岸刀	ng	ou	
14	16	攴	敖	熬	岸刀	ng	ou	
14	16	攴	敖	贅	之稅	ch	oey	
14	16	攴	敝	敝	並世	p	y	
14	16	攴	敝	幣	並世	p	y	
14	16	攴	敝	斃	並世	p	y	
14	16	攴	敝	弊	並世	p	y	
14	16	攴	敝	蔽	丙世	p	y	
14	16	攴	敝	撇	篇別	p'	eet	
14	16	攴	敝	瞥	篇別	p'	eet	
14	16	攴	敝	鼈	丙別	p	eet	
14	16	攴	敞	敞	丑綁	ch'	ong	
14	16	攴	敢	敢	見敢	k	om	
14	16	攴	敢	橄	見敢	k	om	
14	16	攴	敢	瞰	可鑑	h	am	
14	17	攴	散	散	心犯	s	an	
14	17	攴	散	撒	心八	s	at	
14	17	攴	敦	敦	丁倫	t	un	
14	17	攴	敦	墩	丁倫	t	un	
14	17	攴	敦	噋	丁倫	t	un	
14	17	攴	敦	鐓	大罪	t	ooey	
14	17	攴	澈	澈	丑別	ch'	eet	原字組無「氵」旁，切音同
14	17	攴	澈	徹	丑別	ch'	eet	
14	17	攴	澈	撤	丑別	ch'	eet	
14	17	攴	澈	轍	丑別	ch'	eet	
14	17	攴	敫	敫	由約	y	eok	
14	17	攴	敫	激	見息	k	ik	
14	17	攴	敫	邀	英夭	y	ew	
14	17	攴	敫	竅	可照	h	ew	
14	18	攴	敫	皦	見小	k	ew	
14	18	攴	敫	繳	見小	k	ew	
14	18	攴	敫	徼	見小	k	ew	
14	18	攴	敫	覈	下不	h	a't	
14	18	攴	敫	檄	下不	h	a't	
14	18	攴	敬	敬	見正	k	ing	
14	18	攴	敬	儆	見丙	k	ing	
14	18	攴	敬	警	見丙	k	ing	
14	18	攴	敬	驚	見丁	k	ing	
14	18	攴	敬	擎	共丁	k	ing	
14	18	攴	數	數	審路	s'	ou	
14	18	攴	數	數	審老	s'	ou	
14	18	攴	數	數	心學	s	ok	
14	18	攴	數	藪	心九	s	ow	
14	20	文	文	文	明申	m	a'n	
14	20	文	文	蚊	明申	m	a'n	
14	20	文	文	紋	明申	m	a'n	
14	20	文	文	旻	明申	m	a'n	
14	20	文	文	汶	明忍	m	a'n	
14	20	文	文	紊	耒盡	l	un	
14	20	文	文	吝	耒盡	l	un	
14	20	文	文	斑	丙飡	p	an	
14	20	文	斗	斗	丁九	t	ow	
14	20	文	斗	抖	丁九	t	ow	
14	20	文	斗	斝	見也	k	a[r]	
14	20	文	斗	料	耒照	l	ew	
15	2	斤	斤	斤	見申	k	a'n	
15	2	斤	斤	忻	英申	y	a'n	
15	2	斤	斤	芹	共申	k	a'n	
15	2	斤	斤	近	共艮	k	a'n	
15	2	斤	斤	匠	在上	ts	eong	
15	2	斤	斤	所	審火	s'	o[r]	
15	2	斤	斤	圻	見希	k	e	
15	2	斤	斤	祈	其希	k'	e	
15	2	斤	斤	旂	其希	k'	e	
15	2	斤	斤	沂	由希	y	e	
15	2	斤	斥	斥	丑息	ch'	ik	
15	2	斤	斥	坼	丑白	ch'	ak	
15	2	斤	斥	拆	丑白	ch'	ak	
15	2	斤	斥	訴	心路	s	ou	
15	2	斤	斥	柝	太學	t'	ok	
15	2	斤	斬	斬	之斬	ch	am	
15	2	斤	斬	暫	在鑑	ts	am	
15	3	斤	斬	慙	前監	ts'	am	
15	3	斤	斬	漸	在欠	ts	eem	
15	3	斤	斯	斯	心詞	s	ze	
15	3	斤	斯	廝	心詞	s	ze	
15	3	斤	斯	斯	心西	s	y	
15	3	斤	斯	撕	心西	s	y	
15	3	斤	新	新	心申	s	a'n	
15	3	斤	新	薪	心申	s	a'n	
15	3	斤	斵	斵	丁約	t	eok	
15	3	斤	斵	鬭	丁又	t	ow	
15	5	方	方	方	非當	f	ong	
15	5	方	方	芳	非當	f	ong	
15	5	方	方	鈁	非當	f	ong	
15	5	方	方	妨	非當	f	ong	
15	5	方	方	房	扶當	f	ong	
15	5	方	方	防	扶當	f	ong	
15	5	方	方	放	非壯	f	ong	
15	5	方	方	放	非綁	f	ong	
15	5	方	方	倣	非綁	f	ong	
15	5	方	方	訪	非綁	f	ong	
15	5	方	方	彷	非綁	f	ong	
15	5	方	方	紡	非綁	f	ong	
15	5	方	於	於	烏於	-	ü	
15	5	方	施	施	審希	s'	e	
15	5	方	施	施	由至	y	e	
15	5	方	施	揓	審至	s'	e	
15	6	方	斿	斿	由由	y	ow	
15	6	方	斿	游	由由	y	ow	
15	6	方	斿	遊	由由	y	ow	
15	6	方	旁	旁	磐當	p'	ong	
15	6	方	旁	磅	磐當	p'	ong	
15	6	方	旁	膀	磐當	p'	ong	
15	6	方	旁	傍	磐當	p'	ong	
15	6	方	旁	傍	並壯	p	ong	
15	6	方	旁	榜	丙綁	p	ong	
15	6	方	旁	謗	篇壯	p'	ong	
15	6	方	旁	滂	篇當	p'	ong	
15	6	方	旅	旅	耒取	l	üy	
15	6	方	旅	膂	耒取	l	üy	
