# 資料庫版本: 20171105
編號	集	頁	部首	部外畫數	字
1042	丑	58	口	9	𠴰
1043	丑	58	口	9	𠷎
1044	丑	58	口	9	喦
1045	丑	58	口	9	㗉
1046	丑	58	口	9	喆
1047	丑	58	口	9	啣
1048	丑	58	口	10	嗁
1049	丑	58	口	10	嗅
1050	丑	58	口	10	嗇
1051	丑	58	口	10	嗉
1052	丑	58	口	10	嗎
1053	丑	58	口	10	嗑
1054	丑	58	口	10	嗓
1055	丑	58	口	10	嗔
1056	丑	58	口	10	嗚
1057	丑	58	口	10	嗛
1058	丑	58	口	10	嗜
1059	丑	58	口	10	嗟
1060	丑	59	口	10	嗣
1061	丑	59	口	10	嗤
1062	丑	59	口	10	嗀
1063	丑	59	口	10	嗃
1064	丑	59	口	10	嗄
1065	丑	59	口	10	嗆
1066	丑	59	口	10	嗌
1067	丑	59	口	10	嗋
1068	丑	59	口	10	嗒
1069	丑	59	口	10	嗢
1070	丑	59	口	11	嗸
1071	丑	59	口	11	嗽
1072	丑	59	口	11	嗾
1073	丑	59	口	11	嘅
1074	丑	59	口	11	嘆
1075	丑	59	口	11	嘈
1076	丑	59	口	11	嘉
1077	丑	59	口	11	嘍
1078	丑	59	口	11	嘎
1079	丑	59	口	11	嘏
1080	丑	59	口	11	嘐
1081	丑	59	口	11	嘑
1082	丑	60	口	11	嘒
1083	丑	60	口	11	嘔
1084	丑	60	口	11	嘖
1085	丑	60	口	11	嘗
1086	丑	60	口	11	噓
1087	丑	60	口	11	嘛
1088	丑	60	口	11	嗶
1089	丑	60	口	11	嗹
1090	丑	60	口	11	嗼
1091	丑	60	口	11	嗿
1092	丑	60	口	11	嘂
1093	丑	60	口	11	嘌
1094	丑	60	口	11	嘓
1095	丑	60	口	11	嘕
1096	丑	60	口	11	嘜
1097	丑	60	口	12	嘬
1098	丑	60	口	12	嘯
1099	丑	60	口	12	嘲
1100	丑	60	口	12	嘴
1101	丑	60	口	12	嘵
1102	丑	60	口	12	嘶
1103	丑	60	口	12	嘷
1104	丑	60	口	12	嘹
1105	丑	60	口	12	嘻
1106	丑	61	口	12	嘽
1107	丑	61	口	12	噀
1108	丑	61	口	12	噂
1109	丑	61	口	12	噉
1110	丑	61	口	12	噌
1111	丑	61	口	12	噍
1112	丑	61	口	12	噎
1113	丑	61	口	12	噸
1114	丑	61	口	12	嘮
1115	丑	61	口	12	嘰
1116	丑	61	口	12	嘸
1117	丑	61	口	12	噁
1118	丑	61	口	12	噆
1119	丑	61	口	12	噊
1120	丑	61	口	12	𠽾
1121	丑	61	口	12	嘿
1122	丑	61	口	12	嘱
1123	丑	61	口	12	嘩
1124	丑	61	口	12	噏
1125	丑	61	口	12	噐
1126	丑	61	口	12	○
1127	丑	61	口	13	噣
1128	丑	61	口	13	噤
1129	丑	61	口	13	噦
1130	丑	62	口	13	器
1131	丑	62	口	13	噩
1132	丑	62	口	13	噪
1133	丑	62	口	13	噫
1134	丑	62	口	13	噬
1135	丑	62	口	13	噱
1136	丑	62	口	13	噲
1137	丑	62	口	13	噴
1138	丑	62	口	13	噠
1139	丑	62	口	13	噡
1140	丑	62	口	13	噢
1141	丑	62	口	13	噥
1142	丑	62	口	13	噭
1143	丑	62	口	13	噰
1144	丑	62	口	13	噳
1145	丑	62	口	13	噺
1146	丑	62	口	14	嚀
1147	丑	62	口	14	嚅
1148	丑	62	口	14	嚆
1149	丑	62	口	14	嚇
1150	丑	62	口	14	嚂
1151	丑	62	口	14	嚃
1152	丑	62	口	14	嚄
1153	丑	62	口	14	嚈
1154	丑	62	口	14	嚌
1155	丑	63	口	14	嚎
1156	丑	63	口	14	㘅
1157	丑	63	口	15	嚏
1158	丑	63	口	15	嚚
1159	丑	63	口	15	嚕
1160	丑	63	口	15	嚙
1161	丑	63	口	16	嚥
1162	丑	63	口	16	嚨
1163	丑	63	口	16	嚪
1164	丑	63	口	16	嚬
1165	丑	63	口	16	嚭
1166	丑	63	口	16	嚮
1167	丑	63	口	16	嚧
1168	丑	63	口	16	嚫
1169	丑	63	口	16	𡃧
1170	丑	63	口	17	嚱
1171	丑	63	口	17	嚳
1172	丑	63	口	17	嚴
1173	丑	63	口	17	嚶
1174	丑	63	口	17	嚲
1175	丑	63	口	17	嚷
1176	丑	63	口	18	嚼
1177	丑	63	口	18	囀
1178	丑	63	口	18	囁
1179	丑	63	口	18	囂
1180	丑	64	口	18	嚾
1181	丑	64	口	18	嚻
1182	丑	64	口	19	囅
1183	丑	64	口	19	囈
1184	丑	64	口	19	囉
1185	丑	64	口	19	囊
1186	丑	64	口	19	嚵
1187	丑	64	口	19	囆
1188	丑	64	口	19	囋
1189	丑	64	口	20	囌
1190	丑	64	口	20	囏
1191	丑	64	口	21	囑
1192	丑	64	口	21	囓
1193	丑	64	囗	0	囗
1194	丑	64	囗	2	囚
1195	丑	64	囗	2	四
1196	丑	64	囗	3	回
1197	丑	64	囗	3	囟
1198	丑	64	囗	3	因
1199	丑	64	囗	3	囡
1200	丑	64	囗	3	囝
1201	丑	64	囗	3	囘
1202	丑	65	囗	4	囤
1203	丑	65	囗	4	囱
1204	丑	65	囗	4	囫
1205	丑	65	囗	4	囮
1206	丑	65	囗	4	困
1207	丑	65	囗	4	囧
1208	丑	65	囗	4	园
1209	丑	65	囗	4	囯
1210	丑	65	囗	4	囬
1211	丑	65	囗	5	囷
1212	丑	65	囗	5	囹
1213	丑	65	囗	5	固
1214	丑	65	囗	6	囿
1215	丑	65	囗	7	圃
1216	丑	65	囗	7	圄
1217	丑	65	囗	7	圅
1218	丑	65	囗	7	圂
1219	丑	65	囗	8	圇
1220	丑	65	囗	8	圈
1221	丑	66	囗	8	圉
1222	丑	66	囗	8	國
1223	丑	66	囗	8	圊
1224	丑	66	囗	9	圍
1225	丑	66	囗	9	圌
1226	丑	66	囗	10	園
1227	丑	66	囗	10	圓
1228	丑	66	囗	11	圖
1229	丑	66	囗	11	團
1230	丑	66	囗	11	𡈙
1231	丑	66	囗	13	圜
1232	丑	66	囗	19	圝
1233	丑	66	土	0	土
1234	丑	67	土	1	圠
1235	丑	67	土	3	在
1236	丑	67	土	3	圩
1237	丑	67	土	3	圬
1238	丑	67	土	3	圭
1239	丑	67	土	3	圮
1240	丑	67	土	3	圯
1241	丑	67	土	3	地
1242	丑	67	土	4	圻
1243	丑	67	土	4	址
1244	丑	67	土	4	坂
1245	丑	67	土	4	均
1246	丑	67	土	4	坊
1247	丑	67	土	4	坎
1248	丑	67	土	4	坏
1249	丑	67	土	4	坐
1250	丑	68	土	4	坑
1251	丑	68	土	4	坅
1252	丑	68	土	4	坉
1253	丑	68	土	4	坋
1254	丑	68	土	4	坌
1255	丑	68	土	4	坍
1256	丑	68	土	4	坒
1257	丑	68	土	4	圾
1258	丑	68	土	4	㘪
1259	丑	68	土	4	坟
1260	丑	68	土	5	坡
1261	丑	68	土	5	坤
1262	丑	68	土	5	坦
1263	丑	68	土	5	坪
1264	丑	68	土	5	坫
1265	丑	68	土	5	坰
1266	丑	68	土	5	坳
1267	丑	68	土	5	坷
1268	丑	68	土	5	坻
1269	丑	68	土	5	坼
1270	丑	68	土	5	垂
1271	丑	68	土	5	垃
1272	丑	69	土	5	坩
1273	丑	69	土	5	坺
1274	丑	69	土	5	坿
1275	丑	69	土	5	坱
1276	丑	69	土	5	坯
1277	丑	69	土	5	坶
1278	丑	69	土	5	坵
1279	丑	69	土	5	坭
1280	丑	69	土	5	壳
1281	丑	69	土	6	型
1282	丑	69	土	6	垓
1283	丑	69	土	6	垗
1284	丑	69	土	6	垛
1285	丑	69	土	6	垝
1286	丑	69	土	6	垠
1287	丑	69	土	6	垢
1288	丑	69	土	6	垣
1289	丑	69	土	6	垤
1290	丑	69	土	6	垡
1291	丑	69	土	6	垜
1292	丑	69	土	6	垔
1293	丑	69	土	7	垻
1294	丑	69	土	7	埂
1295	丑	69	土	7	埃
1296	丑	69	土	7	埗
1297	丑	69	土	7	埋
1298	丑	69	土	7	埌
1299	丑	70	土	7	城
1300	丑	70	土	7	埏
1301	丑	70	土	7	埒
1302	丑	70	土	7	垸
1303	丑	70	土	7	垺
1304	丑	70	土	7	垼
1305	丑	70	土	7	垽
1306	丑	70	土	7	埄
1307	丑	70	土	7	埆
1308	丑	70	土	7	埕
1309	丑	70	土	7	埔
1310	丑	70	土	8	域
1311	丑	70	土	8	埠
1312	丑	70	土	8	埤
1313	丑	70	土	8	埴
1314	丑	70	土	8	執
1315	丑	70	土	8	埸
1316	丑	70	土	8	培
1317	丑	70	土	8	基
1318	丑	70	土	8	埽
1319	丑	70	土	8	堀
1320	丑	70	土	8	堂
1321	丑	71	土	8	堅
1322	丑	71	土	8	堆
1323	丑	71	土	8	堇
1324	丑	71	土	8	堊
1325	丑	71	土	8	埝
1326	丑	71	土	8	埧
1327	丑	71	土	8	埭
1328	丑	71	土	8	埰
1329	丑	71	土	8	埶
1330	丑	71	土	8	堄
1331	丑	71	土	8	堋
1332	丑	71	土	8	堌
1333	丑	71	土	8	堍
1334	丑	71	土	8	堃
1335	丑	71	土	8	埜
1336	丑	71	土	9	堙
1337	丑	71	土	9	堞
1338	丑	71	土	9	堡
1339	丑	71	土	9	堤
1340	丑	71	土	9	堪
1341	丑	71	土	9	堯
1342	丑	71	土	9	堰
1343	丑	72	土	9	報
1344	丑	72	土	9	堲
1345	丑	72	土	9	場
1346	丑	72	土	9	堵
1347	丑	72	土	9	堶
1348	丑	72	土	9	堝
1349	丑	72	土	9	堠
1350	丑	72	土	9	堧
1351	丑	72	土	9	堨
1352	丑	72	土	9	堩
1353	丑	72	土	9	𡎖
1354	丑	72	土	9	堦
1355	丑	72	土	9	堘
1356	丑	72	土	10	塊
1357	丑	72	土	10	塋
1358	丑	72	土	10	塌
1359	丑	72	土	10	塍
1360	丑	72	土	10	塏
1361	丑	72	土	10	塑
1362	丑	72	土	10	塒
1363	丑	72	土	10	塔
1364	丑	72	土	10	塗
1365	丑	73	土	10	塘
1366	丑	73	土	10	塚
1367	丑	73	土	10	塞
1368	丑	73	土	10	填
1369	丑	73	土	10	塢
1370	丑	73	土	10	塓
1371	丑	73	土	10	塕
1372	丑	73	土	10	塤
1373	丑	73	土	10	塟
1374	丑	73	土	10	塐
1375	丑	73	土	11	塵
1376	丑	73	土	11	塹
1377	丑	73	土	11	塼
1378	丑	73	土	11	塾
1379	丑	73	土	11	墀
1380	丑	73	土	11	墁
1381	丑	73	土	11	境
1382	丑	73	土	11	墅
1383	丑	73	土	11	墈
1384	丑	74	土	11	墉
1385	丑	74	土	11	墊
1386	丑	74	土	11	塈
1387	丑	74	土	11	墐
1388	丑	74	土	11	墓
1389	丑	74	土	11	㙡
1390	丑	74	土	11	塿
1391	丑	74	土	11	墄
1392	丑	74	土	11	墆
1393	丑	74	土	11	塲
1394	丑	74	土	11	墖
1395	丑	74	土	12	墜
1396	丑	74	土	12	增
1397	丑	74	土	12	墟
1398	丑	74	土	12	墡
1399	丑	74	土	12	墦
1400	丑	74	土	12	墨
1401	丑	74	土	12	墩
1402	丑	74	土	12	墮
1403	丑	74	土	12	墳
1404	丑	74	土	12	墠
1405	丑	75	土	12	墣
1406	丑	75	土	12	墱
1407	丑	75	土	12	墝
1408	丑	75	土	12	墰
1409	丑	75	土	12	墵
1410	丑	75	土	12	墫
1411	丑	75	土	13	墼
1412	丑	75	土	13	墾
1413	丑	75	土	13	壁
1414	丑	75	土	13	壅
1415	丑	75	土	13	壇
1416	丑	75	土	13	壈
1417	丑	75	土	13	墻
1418	丑	75	土	13	𡑞
1419	丑	75	土	14	壎
1420	丑	75	土	14	壑
1421	丑	75	土	14	壓
1422	丑	75	土	14	壔
1423	丑	75	土	14	壕
1424	丑	75	土	14	壒
1425	丑	75	土	14	壖
1426	丑	75	土	14	㕓
1427	丑	75	土	15	壘
1428	丑	75	土	15	壙
1429	丑	75	土	15	㙻
1430	丑	76	土	16	壚
1431	丑	76	土	16	壜
1432	丑	76	土	16	壝
1433	丑	76	土	16	壞
1434	丑	76	土	16	壠
1435	丑	76	土	17	壤
1436	丑	76	土	21	壩
1437	丑	76	士	0	士
1438	丑	76	士	1	壬
1439	丑	76	士	4	壯
1440	丑	76	士	4	声
1441	丑	76	士	9	壹
1442	丑	76	士	9	壺
1443	丑	76	士	9	壻
1444	丑	76	士	10	壼
1445	丑	76	士	11	壽
1446	丑	77	士	12	壿
1447	丑	77	夂	0	夂
1448	丑	77	夂	4	夆
1449	丑	77	夊	0	夊
1450	丑	77	夊	6	复
1451	丑	77	夊	6	㚇
1452	丑	77	夊	7	夏
1453	丑	77	夊	20	夔
1454	丑	77	夕	0	夕
1455	丑	77	夕	2	外
1456	丑	77	夕	3	夙
1457	丑	77	夕	3	多
1458	丑	77	夕	5	夜
1459	丑	77	夕	8	够
1460	丑	77	夕	8	夠
1461	丑	77	夕	8	梦
1462	丑	77	夕	11	夢
1463	丑	78	夕	11	夤
1464	丑	78	夕	11	夥
1465	丑	78	大	0	大
1466	丑	78	大	1	天
1467	丑	78	大	1	太
1468	丑	78	大	1	夫
1469	丑	79	大	1	夬
1470	丑	79	大	1	夭
1471	丑	79	大	2	央
1472	丑	79	大	2	夯
1473	丑	79	大	2	失
1474	丑	79	大	3	夷
1475	丑	79	大	3	夸
1476	丑	79	大	4	夾
1477	丑	79	大	5	奄
1478	丑	79	大	5	奇
1479	丑	79	大	5	奈
1480	丑	79	大	5	奉
1481	丑	80	大	5	奅
1482	丑	80	大	5	奊
1483	丑	80	大	6	奎
1484	丑	80	大	6	奏
1485	丑	80	大	6	奐
1486	丑	80	大	6	契
1487	丑	80	大	6	奔
1488	丑	80	大	6	奕
1489	丑	80	大	6	奓
1490	丑	80	大	7	套
1491	丑	80	大	7	奚
1492	丑	80	大	7	畚
1493	丑	80	大	7	奘
1494	丑	80	大	9	奠
1495	丑	80	大	9	奡
1496	丑	80	大	9	奢
1497	丑	81	大	10	奧
1498	丑	81	大	11	奩
1499	丑	81	大	11	奪
1500	丑	81	大	11	奬
1501	丑	81	大	11	奫
1502	丑	81	大	12	奭
1503	丑	81	大	12	𡚁
1504	丑	81	大	13	奮
1505	丑	81	大	15	奰
1506	丑	81	女	0	女
1507	丑	81	女	2	奴
1508	丑	81	女	2	奶
1509	丑	81	女	3	奸
1510	丑	82	女	3	好
1511	丑	82	女	3	妁
1512	丑	82	女	3	如
1513	丑	82	女	3	妃
1514	丑	82	女	3	妄
1515	丑	82	女	3	奼
1516	丑	82	女	4	妊
1517	丑	82	女	4	妒
1518	丑	82	女	4	妓
1519	丑	82	女	4	妖
1520	丑	82	女	4	妗
1521	丑	82	女	4	妙
1522	丑	82	女	4	妝
1523	丑	82	女	4	妣
1524	丑	82	女	4	妤
1525	丑	82	女	4	妥
1526	丑	82	女	4	妨
1527	丑	82	女	4	妉
1528	丑	82	女	4	妎
1529	丑	82	女	4	妐
1530	丑	83	女	4	妘
1531	丑	83	女	4	妍
1532	丑	83	女	5	妯
1533	丑	83	女	5	妲
1534	丑	83	女	5	妹
1535	丑	83	女	5	妻
1536	丑	83	女	5	妾
1537	丑	83	女	5	姆
1538	丑	83	女	5	姊
1539	丑	83	女	5	始
1540	丑	83	女	5	姍
1541	丑	83	女	5	姐
1542	丑	83	女	5	姑
1543	丑	83	女	5	姒
1544	丑	83	女	5	姓
1545	丑	83	女	5	委
1546	丑	83	女	5	妮
1547	丑	83	女	5	妺
1548	丑	83	女	5	姁
1549	丑	83	女	5	姎
1550	丑	83	女	5	妳
1551	丑	83	女	5	妬
1552	丑	84	女	5	姉
1553	丑	84	女	6	姙
1554	丑	84	女	6	姚
1555	丑	84	女	6	姜
1556	丑	84	女	6	姝
1557	丑	84	女	6	姣
1558	丑	84	女	6	姥
1559	丑	84	女	6	姦
1560	丑	84	女	6	姨
1561	丑	84	女	6	姪
1562	丑	84	女	6	姬
1563	丑	84	女	6	姱
1564	丑	84	女	6	姸
1565	丑	84	女	6	姹
1566	丑	84	女	6	姻
1567	丑	84	女	6	姿
1568	丑	84	女	6	娀
1569	丑	84	女	6	威
1570	丑	84	女	6	娃
1571	丑	84	女	6	姞
1572	丑	84	女	6	姤
1573	丑	84	女	6	姮
1574	丑	84	女	6	姺
1575	丑	84	女	6	姽
1576	丑	84	女	6	娄
1577	丑	84	女	7	娉
1578	丑	84	女	7	娌
1579	丑	85	女	7	娑
1580	丑	85	女	7	娒
1581	丑	85	女	7	娓
1582	丑	85	女	7	娘
1583	丑	85	女	7	娛
1584	丑	85	女	7	娜
1585	丑	85	女	7	娟
1586	丑	85	女	7	娠
1587	丑	85	女	7	娣
1588	丑	85	女	7	娥
1589	丑	85	女	7	娩
1590	丑	85	女	7	娖
1591	丑	85	女	7	娙
1592	丑	85	女	7	娭
1593	丑	85	女	7	㛛
1594	丑	85	女	8	娶
1595	丑	85	女	8	婁
1596	丑	85	女	8	婆
1597	丑	85	女	8	婉
1598	丑	85	女	8	婚
1599	丑	85	女	8	婢
1600	丑	85	女	8	婦
1601	丑	85	女	8	婪
1602	丑	85	女	8	婭
1603	丑	86	女	8	娵
1604	丑	86	女	8	姘
1605	丑	86	女	8	娸
1606	丑	86	女	8	娿
1607	丑	86	女	8	婊
1608	丑	86	女	8	婕
1609	丑	86	女	8	婞
1610	丑	86	女	8	婟
1611	丑	86	女	8	婬
1612	丑	86	女	8	婐
1613	丑	86	女	8	婣
1614	丑	86	女	9	婷
1615	丑	86	女	9	婺
1616	丑	86	女	9	媮
1617	丑	86	女	9	媒
1618	丑	86	女	9	媚
1619	丑	86	女	9	媛
1620	丑	86	女	9	媟
1621	丑	86	女	9	媢
1622	丑	86	女	9	媧
1623	丑	86	女	9	婼
1624	丑	86	女	9	媊
1625	丑	86	女	9	媌
1626	丑	86	女	9	媕
1627	丑	86	女	9	媖
1628	丑	86	女	9	媞
1629	丑	86	女	9	媠
1630	丑	87	女	9	媍
1631	丑	87	女	9	○
1632	丑	87	女	9	婿
1633	丑	87	女	9	媆
1634	丑	87	女	10	媲
1635	丑	87	女	10	媳
1636	丑	87	女	10	媵
1637	丑	87	女	10	媸
1638	丑	87	女	10	媼
1639	丑	87	女	10	媽
1640	丑	87	女	10	媾
1641	丑	87	女	10	嫁
1642	丑	87	女	10	嫂
1643	丑	87	女	10	嫄
1644	丑	87	女	10	嫉
1645	丑	87	女	10	嫋
1646	丑	87	女	10	嫌
1647	丑	87	女	10	媰
1648	丑	87	女	10	媺
1649	丑	87	女	10	媿
1650	丑	87	女	10	嫇
1651	丑	87	女	10	嫈
1652	丑	87	女	10	嫏
1653	丑	87	女	11	嫖
1654	丑	87	女	11	嫗
1655	丑	87	女	11	嫘
1656	丑	88	女	11	嫚
1657	丑	88	女	11	嫜
1658	丑	88	女	11	嫠
1659	丑	88	女	11	嫡
1660	丑	88	女	11	嫣
1661	丑	88	女	11	嫩
1662	丑	88	女	11	嫫
1663	丑	88	女	11	嫦
1664	丑	88	女	11	嫪
1665	丑	88	女	12	嫮
1666	丑	88	女	12	嫺
1667	丑	88	女	12	嫽
1668	丑	88	女	12	嬀
1669	丑	88	女	12	嬈
1670	丑	88	女	12	嬉
1671	丑	88	女	12	嬋
1672	丑	88	女	12	嬌
1673	丑	88	女	12	嫵
1674	丑	88	女	12	嫿
1675	丑	88	女	12	嬃
1676	丑	88	女	12	嫻
1677	丑	88	女	13	嬖
1678	丑	88	女	13	嬗
1679	丑	88	女	13	嬙
1680	丑	88	女	13	嬛
1681	丑	88	女	13	𡢘
1682	丑	89	女	14	嬪
1683	丑	89	女	14	嬭
1684	丑	89	女	14	嬰
1685	丑	89	女	14	嬲
1686	丑	89	女	14	嬴
1687	丑	89	女	14	嬤
1688	丑	89	女	14	嬥
1689	丑	89	女	15	嬸
1690	丑	89	女	15	嬻
1691	丑	89	女	16	嬾
1692	丑	89	女	17	孀
1693	丑	89	女	17	孃
1694	丑	89	女	17	孅
1695	丑	89	女	19	孋
1696	丑	89	女	19	孌
1697	寅	91	子	0	子
1698	寅	91	子	0	孑
1699	寅	91	子	0	孒
1700	寅	91	子	1	孔
1701	寅	91	子	2	孕
1702	寅	91	子	3	字
1703	寅	91	子	3	存
1704	寅	91	子	3	孖
1705	寅	91	子	4	孚
1706	寅	91	子	4	孛
1707	寅	91	子	4	孜
1708	寅	92	子	4	孝
1709	寅	92	子	4	斈
1710	寅	92	子	5	孟
1711	寅	92	子	5	季
1712	寅	92	子	5	孤
1713	寅	92	子	5	孥
1714	寅	92	子	6	孩
1715	寅	92	子	7	孫
1716	寅	92	子	7	㝃
1717	寅	92	子	8	孰
1718	寅	92	子	9	孱
1719	寅	92	子	10	孳
1720	寅	92	子	11	孵
1721	寅	92	子	11	㝅
1722	寅	92	子	13	學
1723	寅	92	子	14	孺
1724	寅	93	子	14	孻
1725	寅	93	子	16	孼
1726	寅	93	子	17	孽
1727	寅	93	子	19	孿
1728	寅	93	宀	0	宀
1729	寅	93	宀	2	宁
1730	寅	93	宀	2	宂
1731	寅	93	宀	2	宄
1732	寅	93	宀	2	它
1733	寅	93	宀	3	宅
1734	寅	93	宀	3	宇
1735	寅	93	宀	3	守
1736	寅	93	宀	3	安
1737	寅	93	宀	4	宋
1738	寅	93	宀	4	完
1739	寅	94	宀	4	宏
1740	寅	94	宀	4	宎
1741	寅	94	宀	5	宓
1742	寅	94	宀	5	宕
1743	寅	94	宀	5	宗
1744	寅	94	宀	5	官
1745	寅	94	宀	5	宙
1746	寅	94	宀	5	定
1747	寅	94	宀	5	宛
1748	寅	94	宀	5	宜
1749	寅	94	宀	5	宝
1750	寅	94	宀	6	客
1751	寅	94	宀	6	宣
1752	寅	94	宀	6	室
1753	寅	94	宀	6	宥
1754	寅	95	宀	6	宦
1755	寅	95	宀	6	㝔
1756	寅	95	宀	6	宧
1757	寅	95	宀	7	宮
1758	寅	95	宀	7	宰
1759	寅	95	宀	7	害
1760	寅	95	宀	7	宴
1761	寅	95	宀	7	宵
1762	寅	95	宀	7	家
1763	寅	95	宀	7	容
1764	寅	95	宀	7	宸
1765	寅	95	宀	7	宬
1766	寅	95	宀	7	宾
1767	寅	95	宀	7	寉
1768	寅	95	宀	8	宿
1769	寅	95	宀	8	寀
1770	寅	95	宀	8	寁
1771	寅	96	宀	8	寂
1772	寅	96	宀	8	寄
1773	寅	96	宀	8	寅
1774	寅	96	宀	8	密
1775	寅	96	宀	8	寇
1776	寅	96	宀	8	寕
1777	寅	96	宀	8	寃
1778	寅	96	宀	9	富
1779	寅	96	宀	9	寐
1780	寅	96	宀	9	寒
1781	寅	96	宀	9	寓
1782	寅	96	宀	9	寔
1783	寅	96	宀	9	寋
1784	寅	96	宀	9	寎
1785	寅	96	宀	9	寍
1786	寅	96	宀	9	甯
1787	寅	96	宀	10	寖
1788	寅	96	宀	10	寘
1789	寅	96	宀	10	寗
1790	寅	96	宀	11	寞
1791	寅	97	宀	11	察
1792	寅	97	宀	11	寠
1793	寅	97	宀	11	寡
1794	寅	97	宀	11	寢
1795	寅	97	宀	11	寤
1796	寅	97	宀	11	寥
1797	寅	97	宀	11	實
1798	寅	97	宀	11	寧
1799	寅	97	宀	11	寨
1800	寅	97	宀	11	寣
1801	寅	97	宀	12	審
1802	寅	97	宀	12	寫
1803	寅	97	宀	12	寬
1804	寅	97	宀	12	寮
1805	寅	97	宀	12	寪
1806	寅	98	宀	13	寰
1807	寅	98	宀	14	寱
1808	寅	98	宀	16	寵
1809	寅	98	宀	16	寳
1810	寅	98	宀	17	寶
1811	寅	98	宀	18	㝱
1812	寅	98	寸	0	寸
1813	寅	98	寸	2	对
1814	寅	98	寸	3	寺
1815	寅	98	寸	6	封
1816	寅	98	寸	7	射
1817	寅	98	寸	7	尅
1818	寅	98	寸	8	將
1819	寅	99	寸	8	專
1820	寅	99	寸	8	尉
1821	寅	99	寸	9	尊
1822	寅	99	寸	9	尋
1823	寅	99	寸	9	尌
1824	寅	99	寸	11	對
1825	寅	99	寸	11	夀
1826	寅	99	寸	13	導
1827	寅	99	小	0	小
1828	寅	99	小	1	少
1829	寅	100	小	2	尔
1830	寅	100	小	2	○
1831	寅	100	小	2	尒
1832	寅	100	小	3	尖
1833	寅	100	小	5	尚
1834	寅	100	小	10	尠
1835	寅	100	尢	0	尢
1836	寅	100	尢	1	尤
1837	寅	100	尢	4	尨
1838	寅	100	尢	4	尬
1839	寅	100	尢	4	尩
1840	寅	100	尢	9	就
1841	寅	100	尢	9	尰
1842	寅	100	尢	10	尲
1843	寅	100	尢	14	尷
1844	寅	100	尸	0	尸
1845	寅	101	尸	1	尹
1846	寅	101	尸	1	尺
1847	寅	101	尸	2	尻
1848	寅	101	尸	2	尼
1849	寅	101	尸	3	尽
1850	寅	101	尸	4	尾
1851	寅	101	尸	4	尿
1852	寅	101	尸	4	局
1853	寅	101	尸	4	屁
1854	寅	101	尸	5	居
1855	寅	101	尸	5	屆
1856	寅	101	尸	5	屈
1857	寅	101	尸	5	屄
1858	寅	101	尸	5	届
1859	寅	101	尸	5	㞐
1860	寅	101	尸	5	○
1861	寅	101	尸	6	屋
1862	寅	102	尸	6	屍
1863	寅	102	尸	6	屎
1864	寅	102	尸	6	屌
1865	寅	102	尸	7	屐
1866	寅	102	尸	7	屑
1867	寅	102	尸	7	展
1868	寅	102	尸	8	屙
1869	寅	102	尸	8	屛
1870	寅	102	尸	8	屜
1871	寅	102	尸	8	屝
1872	寅	102	尸	9	屠
1873	寅	102	尸	9	属
1874	寅	102	尸	11	屢
1875	寅	102	尸	11	屣
1876	寅	102	尸	12	層
1877	寅	102	尸	12	履
1878	寅	102	尸	13	屧
1879	寅	102	尸	14	屨
1880	寅	102	尸	15	屩
1881	寅	102	尸	15	屪
1882	寅	103	尸	18	屬
1883	寅	103	尸	21	屭
1884	寅	103	屮	0	屮
1885	寅	103	屮	1	屯
1886	寅	103	山	0	山
1887	寅	103	山	2	亗
1888	寅	103	山	3	屹
1889	寅	103	山	3	屺
1890	寅	103	山	3	屼
1891	寅	103	山	4	岌
1892	寅	103	山	4	岐
1893	寅	103	山	4	岑
1894	寅	103	山	4	岔
1895	寅	103	山	4	岕
1896	寅	103	山	5	岡
1897	寅	103	山	5	岩
1898	寅	104	山	5	岫
1899	寅	104	山	5	岱
1900	寅	104	山	5	岳
1901	寅	104	山	5	岵
1902	寅	104	山	5	岷
1903	寅	104	山	5	岸
1904	寅	104	山	5	岢
1905	寅	104	山	5	岣
1906	寅	104	山	5	岬
1907	寅	104	山	5	岨
1908	寅	104	山	6	峋
1909	寅	104	山	6	峒
1910	寅	104	山	6	峙
1911	寅	104	山	6	岍
1912	寅	104	山	6	峝
1913	寅	104	山	7	峩
1914	寅	104	山	7	峪
1915	寅	104	山	7	峭
1916	寅	104	山	7	峯
1917	寅	104	山	7	峱
1918	寅	104	山	7	島
1919	寅	104	山	7	峴
1920	寅	104	山	7	峻
1921	寅	104	山	7	峽
1922	寅	104	山	7	峰
1923	寅	104	山	7	峨
1924	寅	104	山	8	崆
1925	寅	105	山	8	崇
1926	寅	105	山	8	崎
1927	寅	105	山	8	崑
1928	寅	105	山	8	崔
1929	寅	105	山	8	崖
1930	寅	105	山	8	崗
1931	寅	105	山	8	崙
1932	寅	105	山	8	崚
1933	寅	105	山	8	崛
1934	寅	105	山	8	崢
1935	寅	105	山	8	崤
1936	寅	105	山	8	崧
1937	寅	105	山	8	崩
1938	寅	105	山	8	崌
1939	寅	105	山	8	崍
1940	寅	105	山	8	崒
1941	寅	105	山	8	崞
1942	寅	105	山	8	崦
1943	寅	105	山	8	崐
1944	寅	105	山	8	崘
1945	寅	105	山	8	㟗
1946	寅	105	山	9	嵇
1947	寅	105	山	9	嵋
1948	寅	105	山	9	嵌
1949	寅	105	山	9	嵎
1950	寅	105	山	9	嵐
1951	寅	105	山	9	喦
1952	寅	105	山	9	崽
