# 資料庫版本: 2020-08-22
序號	字頭	字頭種類	異體字	頁碼	補遺頁碼	粵拼聲母	粵拼韻母	粵拼聲調	九聲聲調	粵拼讀音	音序	讀音分類	釋義	另見原文	校訂註
10238.1	距			170		k	eoi	5	5	keoi5	L54				
10239.1	跕			170		t	ip	3	8	tip3	G49		跕屣		
10239.2	跕			170		d	ip	6	9	dip6	F67		下墮		
10240.1	跐			170		c	i	2	2	ci2	Q60		踏		
10240.2	跐			170		c	aai	2	2	caai2	Q6			通踩	
10241.1	䟫			170		c	aang	1	1	caang1	Q21			牚(本)	
10242.1	跙			170		z	eoi	1	1	zeoi1	P114				
10243.1	跌			170		d	it	3	8	dit3	F69				
10244.1	跗			170		f	u	1	1	fu1	E38				
10245.1	跅			170		t	ok	3	8	tok3	G72				
10246.1	跈			170		n	in	2	2	nin2	H46				
10247.1	跔			170		k	eoi	1	1	keoi1	L52		腿脚抽筋		
10247.2	跔			170		k	oe	4	4	koe4	L47	D	凍麻		
10248.1	跚			170		s	aan	1	1	saan1	R14				
10249.1	跑			170		p	aau	2	2	paau2	C7				
10250.1	跛			170		b	o	2	2	bo2	B63	L	跛足		
10250.2	跛			170		b	ai	1	1	bai1	B23		跛足		
10250.3	跛			170		b	ei	3	3	bei3	B37		單腿站		
10251.1	跎			170		t	o	4	4	to4	G63				
10252.1	跏			170		g	aa	1	1	gaa1	J1				
10253.1	跆			170		t	oi	4	4	toi4	G66				
10254.1	跬			170		kw	ai	2	2	kwai2	M10				
10255.1	跱			170		s	i	6	6	si6	R68			同峙	
10256.1	跫			171		k	ung	4	4	kung4	L59				
10257.1	跴			171		c	aai	2	2	caai2	Q6			同踩	
10258.1	跨			171		kw	aa	1	1	kwaa1	M1				
10259.1	跠			171		j	i	4	4	ji4	S36				
10260.1	跮			171		c	i	3	3	ci3	Q61				
10261.1	跩			171		j	ai	6	6	jai6	S6				
10262.1	𨀤			171		l	eoi	1	1	leoi1	I98				
10263.1	趼			171		g	in	2	2	gin2	J63				正文字模作「研」，據部首及音序表改
10263.2	趼			171		g	aan	2	2	gaan2	J15	V			
10264.1	跦			171		z	yu	1	1	zyu1	P130				
10265.1	跣			171		s	in	2	2	sin2	R80				
10266.1	跧			171		c	yun	4	4	cyun4	Q129				
10267.1	跲			171		g	aap	3	8	gaap3	J19				
10268.1	跺			171		d	o	2	2	do2	F82				
10269.1	跥			171		d	o	2	2	do2	F82			同跺	
10270.1	跪			171		gw	ai	6	6	gwai6	K15				
10271.1	路			171		l	ou	6	6	lou6	I77				
10272.1	跳			171		t	iu	3	3	tiu3	G36				
10273.1	跤			171		g	aau	1	1	gaau1	J8				
10274.1	跡			171		z	ik	1	7	zik1	P88			同迹	
10275.1	跟			171		g	an	1	1	gan1	J35				
10276.1	䟴			171		ng	an	3	3	ngan3	N48				
10277.1	跿			171		t	ou	4	4	tou4	G59				
10278.1	踎			171		m	au	1	1	mau1	D27				
10279.1	踅			171		z	ai	6	6	zai6	P31		一足行		
10279.2	踅			171		c	i	3	3	ci3	Q61	A	一足行		
10279.3	踅			171		c	yut	3	8	cyut3	Q130		轉入		
10280.1	踁			171		h	ing	5	5	hing5	O79			同脛	
10280.2	踁			171		g	ing	3	3	ging3	J72	A		同脛	
10281.1	踉			171		l	oeng	4	4	loeng4	I94		跳踉		
10281.2	踉			171		l	ong	4	4	long4	I86		踉蹌		
10282.1	跼			171		g	uk	6	9	guk6	J114				
10283.1	跽			171		g	ei	6	6	gei6	J49				
10284.1	踆			171		c	yun	1	1	cyun1	Q126		踢		
10284.2	踆			171		s	eon	1	1	seon1	R122		通逡		
10285.1	踛			171		l	uk	6	9	luk6	I112				
10286.1	踑			171		k	ei	1	1	kei1	L23				
10287.1	踖			171		z	ik	1	7	zik1	P88				
10288.1	踦			171		g	ei	2	2	gei2	J47		脚脛		
10288.2	踦			171		j	i	2	2	ji2	S34		抵住		
10288.3	踦			171		g	ei	1	1	gei1	J46		單、隻		
10289.1	踐			171		c	in	5	5	cin5	Q75				
10289.2	踐			171		z	in	6	6	zin6	P79	A			
10290.1	踧			171		c	uk	1	7	cuk1	Q121		踧踖		
10290.2	踧			171		d	ik	6	9	dik6	F76		踧踧		
10291.1	跰			171		p	in	4	4	pin4	C43				
10292.1	踔			171		c	oek	3	8	coek3	Q107				
10293.1	䠊			171		f	ei	6	6	fei6	E28			同剕	
10294.1	䠀			171		t	ong	2	2	tong2	G69				
10295.1	踝			171		w	aa	5	5	waa5	T4				
10296.1	踢			171		t	ek	3	8	tek3	G34				
10297.1	踒			171		w	o	1	1	wo1	T40				
10298.1	踟			171		c	i	4	4	ci4	Q62				
10299.1	踩			171		c	aai	2	2	caai2	Q6				
10300.1	踭			171		z	aang	1	1	zaang1	P19				
10301.1	踘			171		g	uk	1	7	guk1	J113				
10302.1	𨂂			171		z	ik	3	8	zik3	P89			古蹠字	
10303.1	踮			171		d	im	3	3	dim3	F61				
10304.1	踤			171		z	eot	1	7	zeot1	P122		觸，撞		
10304.2	踤			171		s	eoi	6	6	seoi6	R121		通萃		
10305.1	踣			171		b	aak	6	9	baak6	B22				
10306.1	踥			171		c	ip	3	8	cip3	Q76				
10307.1	踡			171		k	yun	4	4	kyun4	L61				
10308.1	踪			171		z	ung	1	1	zung1	P123				
10309.1	踠			171		j	yun	2	2	jyun2	A55				
10310.1	踞			171		g	eoi	3	3	geoi3	J100				
10311.1	踏			171		d	aap	6	9	daap6	F16				
10312.1	踳			171		c	yun	2	2	cyun2	Q127				
10313.1	踸			171		c	am	2	2	cam2	Q37				
10314.1	𨂾			171		n	aam	3	3	naam3	H11				
10315.1	蹀			171		d	ip	6	9	dip6	F67				
10316.1	蹅			171		c	aa	1	1	caa1	Q1				
10317.1	踶			171		d	ai	6	6	dai6	F22		踢		
10317.2	踶			171		t	ai	4	4	tai4	G18			同蹄	
10318.1	踼			171		t	ong	4	4	tong4	G71				
10318.2	踼			171		d	ong	6	6	dong6	F89	A			
10319.1	踹			171		c	yun	2	2	cyun2	Q127		足跟		
10319.2	踹			171		c	aai	2	2	caai2	Q6		踩		
10319.3	踹			171		j	aai	2	2	jaai2	S4	V	踩		
10320.1	踵			171		z	ung	2	2	zung2	P124				
10320.2	踵			171		d	ung	2	2	dung2	F100	A			
10321.1	踽			171		g	eoi	2	2	geoi2	J99				
10322.1	踰			171		j	yu	4	4	jyu4	A51			同逾	
10323.1	踱			171		d	ok	6	9	dok6	F90				
10324.1	蹄			171		t	ai	4	4	tai4	G18				
10325.1	踫			171		p	ung	3	3	pung3	C77			同碰	
10326.1	蹁			171		p	in	4	4	pin4	C43				
10327.1	踴			172		j	ung	2	2	jung2	S84				
10328.1	蹂			172		j	au	4	4	jau4	S10				
10329.1	蹎			172		d	in	1	1	din1	F63				
10330.1	蹋			172		t	aap	3	8	taap3	G13				
10331.1	蹏			172		t	ai	4	4	tai4	G18			同蹄	
10332.1	𨃟			172		p	un	4	4	pun4	C72				
10333.1	蹈			172		d	ou	6	6	dou6	F80				
10334.1	蹐			172		z	ik	3	8	zik3	P89				
10335.1	蹊			172		h	ai	4	4	hai4	O32				
10336.1	蹌			172		c	oeng	1	1	coeng1	Q103				
10337.1	蹓			172		l	au	4	4	lau4	I29		逗蹓	同遛	
10337.2	蹓			172		l	au	6	6	lau6	I31		遛蹓	同遛	
10338.1	蹉			172		c	o	1	1	co1	Q89				
10339.1	𨃩			172		s	in	3	3	sin3	R81				
10340.1	蹇			172		g	in	2	2	gin2	J63		跛足		
10340.2	蹇			172		h	in	1	1	hin1	O71		通褰		
10341.1	蹍			172		z	in	2	2	zin2	P77				
10342.1	𨃨			172		z	in	2	2	zin2	P77			同蹍	
10343.1	蹟			172		z	ik	1	7	zik1	P88				
10344.1	蹣			172		m	un	4	4	mun4	D84				
10344.2	蹣			172		p	un	4	4	pun4	C72	A			
10345.1	蹛			172		d	aai	3	3	daai3	F5		環繞		
10345.2	蹛			172		z	ai	6	6	zai6	P31		通滯		
10346.1	蹔			172		z	aam	6	6	zaam6	P15			同暫	
10347.1	蹧			172		z	ou	1	1	zou1	P91		同糟		
10348.1	蹙			172		c	uk	1	7	cuk1	Q121				
10349.1	蹞			172		kw	ai	2	2	kwai2	M10			同跬	
10350.1	蹚			172		t	ong	2	2	tong2	G69				
10351.1	蹕			172		b	at	1	7	bat1	B32				
10352.1	蹦			172		b	ang	1	1	bang1	B31				
10353.1	蹝			172		s	aai	2	2	saai2	R5				
10354.1	蹤			172		z	ung	1	1	zung1	P123			同踪	
10355.1	蹠			172		z	ik	3	8	zik3	P89				
10356.1	蹢			172		z	aak	6	9	zaak6	P27		蹢躅		
10356.2	蹢			172		d	ik	1	7	dik1	F75		獸蹄		
10357.1	蹜			172		s	uk	1	7	suk1	R134				
10358.1	蹡			172		c	oeng	1	1	coeng1	Q103			同蹌	
10359.1	躀			172		gw	aan	3	3	gwaan3	K8				
10360.1	蹺			172		h	iu	1	1	hiu1	O65				
10361.1	蹮			172		s	in	1	1	sin1	R79			同躚	
10362.1	𨆼			172		c	yu	4	4	cyu4	Q124				
10363.1	蹽			172		l	iu	4	4	liu4	I55				
10364.1	蹶			172		k	yut	3	8	kyut3	L62				
10365.1	蹷			172		k	yut	3	8	kyut3	L62				
10366.1	蹼			172		b	uk	6	9	buk6	B85				
10367.1	䠥			172		b	it	6	9	bit6	B52			同蹩	
10368.1	蹩			172		b	it	6	9	bit6	B52				
10369.1	蹻			172		g	oek	3	8	goek3	J97		草鞋		
10369.2	蹻			172		g	iu	2	2	giu2	J55		蹻蹻		
10369.3	蹻			172		h	iu	1	1	hiu1	O65			同蹺	
10370.1	蹯			172		f	aan	4	4	faan4	E8				
10371.1	蹵			172		c	uk	1	7	cuk1	Q121			同蹴	
10372.1	蹴			172		c	uk	1	7	cuk1	Q121				
10373.1	蹾			172		d	an	3	3	dan3	F33				
10374.1	蹸			172		l	eon	6	6	leon6	I105			同躪	
10375.1	蹲			172		d	eon	1	1	deon1	F96				
10375.2	蹲			172		c	yun	4	4	cyun4	Q129	G			
10376.1	蹭			172		s	ang	3	3	sang3	R43				
10377.1	蹬			172		d	ang	1	1	dang1	F35		蹬門		
10377.2	蹬			172		d	ang	6	6	dang6	F38		蹭蹬		
10378.1	蹳			172		b	ut	6	9	but6	B81				
10379.1	躂			172		t	aat	3	8	taat3	G14				
10380.1	躇			172		c	yu	4	4	cyu4	Q124				
10381.1	躉			172		d	an	2	2	dan2	F32				
10382.1	躆			172		g	eoi	3	3	geoi3	J100				
10383.1	躁			172		c	ou	3	3	cou3	Q86				
10384.1	躅			172		z	uk	6	9	zuk6	P129				
10385.1	躈			172		k	iu	3	3	kiu3	L29				
10386.1	躄			172		b	ik	1	7	bik1	B57			同躃	
10387.1	躃			172		b	ik	1	7	bik1	B57				
10388.1	躊			172		c	au	4	4	cau4	Q35				
10389.1	𨆪			172		h	ing	1	1	hing1	O77				
10390.1	躋			172		z	ai	1	1	zai1	P28				
10391.1	躍			172		j	oek	6	9	joek6	S77		跳躍		
10391.2	躍			172		t	ik	1	7	tik1	G55		同趯		
10392.1	躓			172		z	i	3	3	zi3	P66				
10393.1	躕			172		c	yu	4	4	cyu4	Q124			同𨆼	
10394.1	躔			172		c	in	4	4	cin4	Q74				
10395.1	躑			172		z	aak	6	9	zaak6	P27				
10396.1	躒			172		l	ik	1	7	lik1	I71		走動		
10396.2	躒			172		l	ok	3	8	lok3	I89		卓躒		
10397.1	躐			173		l	ip	6	9	lip6	I64				
10398.1	躚			173		s	in	1	1	sin1	R79				
10399.1	躗			173		w	ai	6	6	wai6	T25				
10400.1	躠			173		s	it	3	8	sit3	R86				
10401.1	𨇨			173		s	it	3	8	sit3	R86			同躠	
10402.1	躝			173		l	aan	1	1	laan1	I12				
10403.1	𨇤			173		s	in	1	1	sin1	R79				
10404.1	躞			173		s	ip	3	8	sip3	R85				
10404.2	躞			173		s	it	3	8	sit3	R86	A			
10405.1	躡			173		n	ip	6	9	nip6	H50				
10406.1	躤			173		z	ik	6	9	zik6	P90				
10407.1	躣			173		k	eoi	4	4	keoi4	L53				
10408.1	躢			173		t	aap	3	8	taap3	G13			同蹋	
10409.1	躥			173		c	yun	1	1	cyun1	Q126				
10410.1	躧			173		s	aai	2	2	saai2	R5				
10411.1	躦			173		z	yun	1	1	zyun1	P134				
10412.1	躪			173		l	eon	6	6	leon6	I105				
10413.1	躩			173		f	ok	3	8	fok3	E37				
10414.1	身			173		s	an	1	1	san1	R38		身體		
10414.2	身			173		g	yun	1	1	gyun1	J115		身毒		
10415.1	躬			173		g	ung	1	1	gung1	J109				
10416.1	躭			173		d	aam	1	1	daam1	F7			同耽	
10417.1	䠶			173		s	e	6	6	se6	R56		䠶箭	同射	
10417.2	䠶			173		j	e	6	6	je6	S31		僕䠶	同射	
10417.3	䠶			173		j	ik	6	9	jik6	S68		無䠶	同射	
10418.1	躲			173		d	o	2	2	do2	F82				
10419.1	躱			173		d	o	2	2	do2	F82			同躲	
10420.1	躳			173		g	ung	1	1	gung1	J109			同躬	
10421.1	躺			173		t	ong	2	2	tong2	G69				
10422.1	躶			173		l	o	2	2	lo2	I79			同裸	
10423.1	躽			173		j	in	2	2	jin2	S52				
10424.1	軀			173		k	eoi	1	1	keoi1	L52				
10425.1	軃			173		d	o	2	2	do2	F82				正文注音與音節序號不同，今依注音。
10426.1	車			173		c	e	1	1	ce1	Q52				
10426.2	車			173		g	eoi	1	1	geoi1	J98	L			
10427.1	軋			173		z	aat	3	8	zaat3	P24				
10428.1	軌			173		gw	ai	2	2	gwai2	K13				
10429.1	軍			173		gw	an	1	1	gwan1	K16				
10430.1	軒			173		h	in	1	1	hin1	O71				
10431.1	軑			173		d	aai	6	6	daai6	F6				
10432.1	軏			173		j	yut	6	9	jyut6	A61				
10433.1	軎			173		w	ai	6	6	wai6	T25				
10434.1	軔			173		j	an	6	6	jan6	S24				
10435.1	軔			173		j	an	6	6	jan6	S24			同軔	
10436.1	䡇			173		j	yut	6	9	jyut6	A61			同軏	
10437.1	軛			173			aak	1	7	aak1	A15				
10437.2	軛			173		ng	aak	1	7	ngaak1	N28	A			
10438.1	軘			173		t	yun	4	4	tyun4	G87				
10439.1	軜			173		n	aap	6	9	naap6	H17				
10440.1	䡊			173		f	aan	2	2	faan2	E6				
10441.1	軝			174		k	ei	4	4	kei4	L25				字模本作「軧」，按部外畫數、讀音、音序表改作「軝」
10442.1	軟			174		j	yun	5	5	jyun5	A58				
10443.1	軻			174			o	1	1	o1	A33				
10444.1	軷			174		b	at	6	9	bat6	B33				
10445.1	軯			174		p	aang	1	1	paang1	C12				
10446.1	軸			174		z	uk	6	9	zuk6	P129				
10447.1	軹			174		z	i	2	2	zi2	P65				
10448.1	軮			174			ong	3	3	ong3	A42				
10449.1	軼			174		j	at	6	9	jat6	S28				
10449.2	軼			174		d	it	6	9	dit6	F70	A			
10450.1	軵			174		j	ung	5	5	jung5	S86				
10450.2	軵			174		f	u	2	2	fu2	E39	A			
10451.1	軫			174		z	an	2	2	zan2	P41				
10452.1	軨			174		l	ing	4	4	ling4	I68				
10453.1	軱			174		g	u	1	1	gu1	J102				
10454.1	軧			174		d	ai	2	2	dai2	F20				
10455.1	軥			174		k	eoi	4	4	keoi4	L53				
10456.1	軶			174			aak	1	7	aak1	A15			軛(本)	
10456.2	軶			174		ng	aak	1	7	ngaak1	N28	A		軛(本)	
10457.1	軺			174		j	iu	4	4	jiu4	S42				
10458.1	軬			174		f	aan	6	6	faan6	E9				
10459.1	載			174		z	oi	3	3	zoi3	P100		裝載		
10459.2	載			174		z	oi	2	2	zoi2	P99		年		
10460.1	軾			174		s	ik	1	7	sik1	R93				
10461.1	輁			174		g	ung	2	2	gung2	J110				
10462.1	輂			174		g	uk	6	9	guk6	J114				
10463.1	輀			174		j	i	4	4	ji4	S36				
10464.1	輊			174		z	i	3	3	zi3	P66				
10465.1	輈			174		z	au	1	1	zau1	P32				
10466.1	輇			174		c	yun	4	4	cyun4	Q129				
10467.1	輅			174		l	ou	6	6	lou6	I77				
10468.1	較			174		g	aau	3	3	gaau3	J10				
10469.1	輒			174		z	ip	3	8	zip3	P80				
10470.1	輔			174		f	u	6	6	fu6	E43				
10471.1	輕			174		h	ing	1	1	hing1	O77				
10471.2	輕			174		h	eng	1	1	heng1	O63	V			
10472.1	䡘			174		t	in	4	4	tin4	G47				
10473.1	輓			174		w	aan	5	5	waan5	T12				
10474.1	輐			174		w	un	6	6	wun6	T66				
10475.1	輦			174		l	in	5	5	lin5	I62				
10476.1	輙			174		z	ip	3	8	zip3	P80			同輒	
10477.1	輘			174		l	ing	4	4	ling4	I68				
10478.1	輛			174		l	oeng	6	6	loeng6	I96				
10479.1	輢			174		j	i	2	2	ji2	S34				
10480.1	輚			174		z	aan	6	6	zaan6	P18				
10481.1	輫			174		p	aai	4	4	paai4	C5				
10481.2	輫			174		p	ui	4	4	pui4	C67	A			
10482.1	輩			174		b	ui	3	3	bui3	B73				
10483.1	輠			174		gw	o	2	2	gwo2	K27				
10484.1	輥			174		gw	an	2	2	gwan2	K17				
10485.1	輞			174		m	ong	5	5	mong5	D76				
10486.1	輗			174		ng	ai	4	4	ngai4	N33				
10487.1	輪			174		l	eon	4	4	leon4	I103				
10488.1	輣			174		p	aang	4	4	paang4	C13				
10489.1	輖			174		z	au	1	1	zau1	P32				
10490.1	輡			174		h	am	2	2	ham2	O42				
10491.1	軿			174		p	ing	4	4	ping4	C48				
10492.1	輬			174		l	oeng	4	4	loeng4	I94				
10493.1	輝			174		f	ai	1	1	fai1	E11				
10494.1	輨			174		g	un	2	2	gun2	J107				
10495.1	輟			174		z	yut	3	8	zyut3	P138				
10496.1	輜			174		z	i	1	1	zi1	P64				
10497.1	輳			174		c	au	3	3	cau3	Q34				
10498.1	輻			174		f	uk	1	7	fuk1	E55				
10499.1	輭			174		j	yun	5	5	jyun5	A58			同軟	
10500.1	輯			174		c	ap	1	7	cap1	Q48				
10501.1	輵			174		g	ot	3	8	got3	J91			同轕	
10502.1	輲			174		s	yun	4	4	syun4	R145				
10503.1	輹			174		f	uk	1	7	fuk1	E55				
10504.1	輴			174		c	eon	1	1	ceon1	Q112				
10505.1	輸			174		s	yu	1	1	syu1	R136				
10506.1	輷			174		gw	ang	1	1	gwang1	K20				
10507.1	輶			174		j	au	4	4	jau4	S10				
10508.1	輮			174		j	au	4	4	jau4	S10				
10509.1	轃			174		z	eon	1	1	zeon1	P118				
10510.1	轂			174		g	uk	1	7	guk1	J113				
10511.1	轅			174		j	yun	4	4	jyun4	A57				
10512.1	轀			174		w	an	1	1	wan1	T26				
10513.1	輿			174		j	yu	4	4	jyu4	A51				
10514.1	轄			174		h	at	6	9	hat6	O58				
10515.1	輾			175		z	in	2	2	zin2	P77		輾轉		
10515.2	輾			175		n	in	5	5	nin5	H48		通碾		
10516.1	䡦			175		s	ong	2	2	song2	R105				
10517.1	轊			175		w	ai	6	6	wai6	T25				
10518.1	轉			175		z	yun	2	2	zyun2	P135		轉換		
10518.2	轉			175		z	yun	3	3	zyun3	P136		轉圈兒		
10519.1	轆			175		l	uk	1	7	luk1	I111				
10520.1	轇			175		g	aau	1	1	gaau1	J8				
10521.1	轈			175		c	aau	4	4	caau4	Q11				
10522.1	轑			175		l	ou	5	5	lou5	I76				
10523.1	轐			175		b	uk	6	9	buk6	B85				
10524.1	轎			175		g	iu	6	6	giu6	J57				
10525.1	轓			175		f	aan	1	1	faan1	E5				
10526.1	䡴			175		c	ung	1	1	cung1	Q116				
10527.1	轍			175		c	it	3	8	cit3	Q77				
10528.1	轔			175		l	eon	4	4	leon4	I103		車聲		
10528.2	轔			175		l	eon	6	6	leon6	I105			同轥	
10529.1	轏			175		z	aan	6	6	zaan6	P18				
10530.1	轚			175		g	ik	1	7	gik1	J74				
10531.1	轖			175		s	ik	1	7	sik1	R93				
10532.1	轗			175		h	am	2	2	ham2	O42				
10533.1	轕			175		g	ot	3	8	got3	J91				
10534.1	轘			175		w	aan	6	6	waan6	T13				
10535.1	轙			175		ng	ai	5	5	ngai5	N34				
10536.1	轒			175		f	an	4	4	fan4	E20				
10537.1	轟			175		gw	ang	1	1	gwang1	K20				
10538.1	轞			175		l	aam	6	6	laam6	I11				
10539.1	轜			175		j	i	4	4	ji4	S36			同輀	
10540.1	轛			175		d	eoi	3	3	deoi3	F94				
10541.1	轝			175		j	yu	4	4	jyu4	A51			同輿	
10542.1	𨏈			175		j	an	2	2	jan2	S20				
10543.1	轠			175		l	eoi	4	4	leoi4	I99				
10544.1	䡻			175		m	in	4	4	min4	D58				
10545.1	轢			175		l	ik	1	7	lik1	I71				
10546.1	轡			175		b	ei	3	3	bei3	B37				
10547.1	䡹			175		z	i	3	3	zi3	P66			同輊	
10548.1	轣			175		l	ik	6	9	lik6	I72				
10549.1	轤			175		l	ou	4	4	lou4	I75				
10550.1	𨏢			175		ng	ai	5	5	ngai5	N34				
10551.1	轥			175		l	eon	6	6	leon6	I105				
10552.1	辛			175		s	an	1	1	san1	R38				
10553.1	辜			175		g	u	1	1	gu1	J102				
10554.1	辠			175		z	eoi	6	6	zeoi6	P117			同罪	
10555.1	辟			175		p	ik	1	7	pik1	C49				
10556.1	辢			175		l	aat	6	9	laat6	I22			同辣	
10557.1	辣			175		l	aat	6	9	laat6	I22				
10558.1	辤			175		c	i	4	4	ci4	Q62			同辭	
10559.1	辥			175		s	it	3	8	sit3	R86			同薛	
10560.1	辨			175		b	in	6	6	bin6	B49				
10561.1	辦			175		b	aan	6	6	baan6	B15				
10562.1	瓣			175		f	aan	6	6	faan6	E9				
10562.2	瓣			175		b	aan	6	6	baan6	B15	G			
10563.1	辭			175		c	i	4	4	ci4	Q62				
10564.1	辮			175		b	in	1	1	bin1	B46				
10565.1	辯			175		b	in	6	6	bin6	B49				
10566.1	辰			175		s	an	4	4	san4	R39				
10567.1	辱			176		j	uk	6	9	juk6	S89				
10568.1	農			176		n	ung	4	4	nung4	H73				
10569.1	辳			176		n	ung	4	4	nung4	H73			同農	
10570.1	辵			176		c	oek	3	8	coek3	Q107				
10571.1	迂			176		j	yu	1	1	jyu1	A48				
10572.1	达			176		d	ai	3	3	dai3	F21		滑		
10573.1	迅			176		s	eon	3	3	seon3	R124				
10574.1	迄			176		ng	at	6	9	ngat6	N56				
10575.1	迆			176		j	i	5	5	ji5	S37		斜行、延伸	同迤	
10575.2	迆			176		j	i	4	4	ji4	S36		逶迆	同迤	
10576.1	迋			176		w	ong	6	6	wong6	T50		前往		
10576.2	迋			176		kw	aang	3	3	kwaang3	M7		誑騙		
10577.1	迍			176		z	eon	1	1	zeon1	P118		迍邅		
10577.2	迍			176		t	yun	4	4	tyun4	G87		迍迍		
10578.1	迓			176		ng	aa	6	6	ngaa6	N6				
10579.1	迕			176			ng	6	6	ng6	N88				
10580.1	近			176		g	an	6	6	gan6	J38				
10580.2	近			176		k	an	5	5	kan5	L18	V			
10581.1	返			176		f	aan	2	2	faan2	E6				
10582.1	迎			176		j	ing	4	4	jing4	S64				
10583.1	迒			176		h	ong	4	4	hong4	O103				
10584.1	迣			176		l	it	6	9	lit6	I66		同迾		
10584.2	迣			176		l	ai	6	6	lai6	I27		飛越		
10585.1	述			176		s	eot	6	9	seot6	R129				
10586.1	迪			176		d	ik	6	9	dik6	F76				
10587.1	迥			176		gw	ing	2	2	gwing2	K24				
10588.1	迭			176		d	it	6	9	dit6	F70				
10589.1	迮			176		z	aak	3	8	zaak3	P26				
10590.1	迤			176		j	i	5	5	ji5	S37		斜行、延伸		
10590.2	迤			176		j	i	4	4	ji4	S36		逶迤		
10591.1	迫			176		b	aak	1	7	baak1	B20		逼迫		
10591.2	迫			176		b	ik	1	7	bik1	B57		迫擊炮		
10592.1	迩			176		j	i	5	5	ji5	S37			同邇	
10593.1	迢			176		t	iu	4	4	tiu4	G37				
10594.1	迦			176		g	aa	1	1	gaa1	J1				
10594.2	迦			176		h	aai	6	6	haai6	O8			同邂	
10595.1	迨			176		d	oi	6	6	doi6	F85				
10596.1	迺			176		n	aai	5	5	naai5	H6				
10597.1	迾			176		l	it	6	9	lit6	I66		列隊出入		
10597.2	迾			176		l	aat	6	9	laat6	I22	D	列		
10598.1	迴			176		w	ui	4	4	wui4	T59				
10599.1	适			176		k	ut	3	8	kut3	L58				
10600.1	追			176		z	eoi	1	1	zeoi1	P114				
10601.1	逈			176		gw	ing	2	2	gwing2	K24			同迥	
10602.1	逅			176		h	au	6	6	hau6	O40				
10603.1	迿			176		s	eon	6	6	seon6	R127				
10604.1	逄			176		p	ong	4	4	pong4	C61				
10605.1	迻			176		j	i	4	4	ji4	S36				
10606.1	逃			176		t	ou	4	4	tou4	G59				
10607.1	迹			176		z	ik	1	7	zik1	P88				
10608.1	送			176		s	ung	3	3	sung3	R132				
10609.1	迷			176		m	ai	4	4	mai4	D24				
10610.1	逆			176		j	ik	6	9	jik6	S68		叛逆		
10610.2	逆			176		ng	aak	6	9	ngaak6	N29	A	逆水		
10611.1	退			176		t	eoi	3	3	teoi3	G76				
10612.1	連			176		l	in	4	4	lin4	I61				
10613.1	逋			176		b	ou	1	1	bou1	B58				
10614.1	速			176		c	uk	1	7	cuk1	Q121				
10615.1	逗			176		d	au	6	6	dau6	F26				
10616.1	逎			176		c	au	4	4	cau4	Q35				
10617.1	逐			176		z	uk	6	9	zuk6	P129				
10618.1	逝			176		s	ai	6	6	sai6	R27				
10619.1	逑			176		k	au	4	4	kau4	L11				
10620.1	逕			176		g	ing	3	3	ging3	J72				
10620.2	逕			176		g	aang	3	3	gaang3	J18	A			
10621.1	逌			176		j	au	4	4	jau4	S10				
10622.1	逍			176		s	iu	1	1	siu1	R69				
10623.1	𨓦			176		l	ei	5	5	lei5	I43				
10624.1	逞			176		c	ing	2	2	cing2	Q79				
10625.1	逥			176		w	ui	4	4	wui4	T59			同迴	
10626.1	造			176		z	ou	6	6	zou6	P94		製造		
10626.2	造			176		c	ou	3	3	cou3	Q86	G	造就		
10626.3	造			176		c	ou	5	5	cou5	Q88		新造		
10627.1	透			176		t	au	3	3	tau3	G22				
10628.1	途			176		t	ou	4	4	tou4	G59				
10629.1	逛			177		gw	aang	6	6	gwaang6	K9				
10630.1	逖			177		t	ik	1	7	tik1	G55				
10631.1	逢			177		f	ung	4	4	fung4	E53				
10632.1	這			177		z	e	3	3	ze3	P54				
10632.2	這			177		z	e	5	5	ze5	P55	A			
10633.1	递			177		d	ai	6	6	dai6	F22			同遞	
10634.1	通			177		t	ung	1	1	tung1	G82				
10635.1	逡			177		s	eon	1	1	seon1	R122				
10636.1	逵			177		kw	ai	4	4	kwai4	M12				
10637.1	逴			177		c	oek	3	8	coek3	Q107				
10638.1	逷			177		t	ik	1	7	tik1	G55				正文字模作「逿」，據筆畫數、音序表改
10639.1	逶			177		w	ai	1	1	wai1	T20				
10640.1	進			177		z	eon	3	3	zeon3	P120				
10641.1	週			177		z	au	1	1	zau1	P32				
10642.1	逸			177		j	at	6	9	jat6	S28				
10643.1	逭			177		w	un	6	6	wun6	T66				
10644.1	䢜			177		gw	ai	1	1	gwai1	K12			同歸	
10645.1	逮			177		d	ai	6	6	dai6	F22				
10646.1	逫			177		z	yut	3	8	zyut3	P138				
10647.1	逯			177		l	uk	6	9	luk6	I112				
10648.1	逩			177		b	an	1	1	ban1	B27			同奔	
10649.1	達			177		d	aat	6	9	daat6	F18		達到		
10649.2	達			177		t	aat	3	8	taat3	G14		挑達		
10650.1	逼			177		b	ik	1	7	bik1	B57				
10651.1	遉			177		z	ing	1	1	zing1	P84			同偵	
10652.1	逿			177		d	ong	6	6	dong6	F89		跌倒		
10652.2	逿			177		t	ong	4	4	tong4	G71		突也		
10653.1	遇			177		j	yu	6	6	jyu6	A53				
10654.1	遏			177			aat	3	8	aat3	A14				
