# 資料庫版本: 2020-08-22
序號	字頭	字頭種類	異體字	頁碼	補遺頁碼	粵拼聲母	粵拼韻母	粵拼聲調	九聲聲調	粵拼讀音	音序	讀音分類	釋義	另見原文	校訂註
2393.2	屓			43			ai	3	3	ai3	A18	A			
2393.3	屓			43		ng	ai	3	3	ngai3	N32	A			
2394.1	屐			43		k	ek	6	9	kek6	L28				
2395.1	屝			43		f	ei	2	2	fei2	E26				
2396.1	屜			43		t	ai	3	3	tai3	G17				
2397.1	屏			43		p	ing	4	4	ping4	C48		屏風		
2397.2	屏			43		b	ing	2	2	bing2	B54		屏息		
2398.1	屙			43			o	1	1	o1	A33				
2398.2	屙			43		ng	o	1	1	ngo1	N63	A			
2399.1	屠			43		t	ou	4	4	tou4	G59				
2400.1	屟			43		s	it	3	8	sit3	R86			同屧	
2401.1	𡲬			43		gw	at	6	9	gwat6	K22				
2402.1	屢			43		l	eoi	5	5	leoi5	I100				
2403.1	屣			43		s	aai	2	2	saai2	R5				
2404.1	㞞			43		c	ung	4	4	cung4	Q119				
2405.1	㞠			43		l	iu	4	4	liu4	I55				
2406.1	履			43		l	ei	5	5	lei5	I43				
2406.2	履			43		l	eoi	5	5	leoi5	I100	A			
2407.1	層			43		c	ang	4	4	cang4	Q47				
2408.1	屧			43		s	it	3	8	sit3	R86				
2409.1	屨			43		g	eoi	3	3	geoi3	J100				
2410.1	屩			43		g	oek	3	8	goek3	J97				
2411.1	屬			43		s	uk	6	9	suk6	R135		隸屬		
2411.2	屬			43		z	uk	1	7	zuk1	P127		屬文；通囑		
2412.1	屭			43		h	ei	3	3	hei3	O62			同屓	
2412.2	屭			43			ai	3	3	ai3	A18	A		同屓	
2412.3	屭			43		ng	ai	3	3	ngai3	N32	A		同屓	
2413.1	屮			43		c	it	3	8	cit3	Q77				
2414.1	㞢			43		z	i	1	1	zi1	P64			古之字	
2415.1	屯			43		t	yun	4	4	tyun4	G87		屯田		
2415.2	屯			43		z	eon	1	1	zeon1	P118		屯邅		
2416.1	山			43		s	aan	1	1	saan1	R14				
2417.1	屴			43		l	ik	6	9	lik6	I72				
2417.2	屴			43		l	ak	6	9	lak6	I40	A			
2418.1	㞧			43		h	ing	3	3	hing3	O78				
2419.1	屼			44		ng	at	6	9	ngat6	N56				
2420.1	屹			44		ng	at	6	9	ngat6	N56				
2421.1	屺			44		h	ei	2	2	hei2	O61				
2422.1	岏			44		j	yun	4	4	jyun4	A57				
2423.1	岐			44		k	ei	4	4	kei4	L25				
2424.1	岈			44		ng	aa	4	4	ngaa4	N4		嵖岈山		
2424.2	岈			44		h	aa	1	1	haa1	O1		㟏岈		
2425.1	岙			44			ou	3	3	ou3	A32			通嶴	
2425.2	岙			44		ng	ou	3	3	ngou3	N60	A		通嶴	
2426.1	岅			44		f	aan	2	2	faan2	E6			通阪	
2427.1	岑			44		s	am	4	4	sam4	R36				
2428.1	岒			44		k	im	4	4	kim4	L32				
2429.1	岔			44		c	aa	3	3	caa3	Q3				
2430.1	岌			44		k	ap	1	7	kap1	L20				
2430.2	岌			44		ng	ap	6	9	ngap6	N54				
2431.1	岜			44		b	aa	1	1	baa1	B1				
2432.1	岊			44		z	it	3	8	zit3	P82				
2433.1	岠			44		g	eoi	6	6	geoi6	J101				
2434.1	岢			44		h	o	2	2	ho2	O86				
2435.1	岸			44		ng	on	6	6	ngon6	N74				
2436.1	㟁			44		ng	on	6	6	ngon6	N74			通岸	
2437.1	岵			44		w	u	6	6	wu6	T57				
2438.1	岩			44		ng	aam	4	4	ngaam4	N18				
2439.1	岨			44		z	eoi	1	1	zeoi1	P114			通砠	
2439.2	岨			44		z	eoi	2	2	zeoi2	P115			通齟	
2440.1	岬			44		g	aap	3	8	gaap3	J19				
2441.1	岫			44		z	au	6	6	zau6	P35				
2442.1	岡			44		g	ong	1	1	gong1	J88				
2443.1	岳			44		ng	ok	6	9	ngok6	N80				
2444.1	岱			44		d	oi	6	6	doi6	F85				
2445.1	岭			44		l	ing	4	4	ling4	I68				
2446.1	岣			44		g	au	2	2	gau2	J28				
2447.1	峁			44		m	aau	5	5	maau5	D10				
2448.1	峂			44		t	ung	4	4	tung4	G85				
2449.1	岷			44		m	an	4	4	man4	D33				
2450.1	岪			44		f	at	6	9	fat6	E24				
2451.1	岧			44		t	iu	4	4	tiu4	G37				
2452.1	岥			44		p	o	1	1	po1	C55		岥陀	通陂	
2453.1	岍			44		h	in	1	1	hin1	O71				
2454.1	峙			44		s	i	6	6	si6	R68				
2455.1	峘			44		w	un	4	4	wun4	T64				
2456.1	峛			44		l	ei	5	5	lei5	I43				
2457.1	峝			44		d	ung	6	6	dung6	F102		山峝	同峒	
2457.2	峝			44		t	ung	4	4	tung4	G85		崆峝山	同峒	
2458.1	峒			44		d	ung	6	6	dung6	F102		山峒		
2458.2	峒			44		t	ung	4	4	tung4	G85		崆峒山		
2459.1	峊			44		f	au	6	6	fau6	E16				
2460.1	峉			44		ng	aak	6	9	ngaak6	N29				
2461.1	峋			44		s	eon	1	1	seon1	R122				
2462.1	峇			44		b	aa	1	1	baa1	B1				
2463.1	峧			44		g	aau	1	1	gaau1	J8				
2464.1	峎			44		g	an	3	3	gan3	J37				
2465.1	崁			44		h	am	3	3	ham3	O43				
2466.1	峬			44		b	ou	1	1	bou1	B58				
2467.1	峿			44		j	yu	5	5	jyu5	A52				
2468.1	峽			44		h	ap	6	9	hap6	O56				
2468.2	峽			44		h	aap	6	9	haap6	O28	A			
2469.1	峫			44		j	e	4	4	je4	S29				
2470.1	峭			44		c	iu	3	3	ciu3	Q66				
2471.1	峴			44		j	in	6	6	jin6	S56				
2472.1	峩			44		ng	o	4	4	ngo4	N64			通峨	
2473.1	峨			44		ng	o	4	4	ngo4	N64				
2474.1	島			44		d	ou	2	2	dou2	F78				
2475.1	峪			44		j	uk	6	9	juk6	S89				
2475.2	峪			44		j	yu	6	6	jyu6	A53	A			
2476.1	㟏			44		h	am	4	4	ham4	O44				
2477.1	峱			44		n	aau	4	4	naau4	H8				
2478.1	峯			44		f	ung	1	1	fung1	E50			通峰	
2479.1	峰			44		f	ung	1	1	fung1	E50				
2480.1	崀			44		l	ong	5	5	long5	I87				
2481.1	峻			44		z	eon	3	3	zeon3	P120				
2482.1	崝			44		z	ang	1	1	zang1	P44				
2483.1	崋			44		w	aa	4	4	waa4	T3				
2483.2	崋			44		w	aa	6	6	waa6	T5	A			
2484.1	崚			44		l	ing	4	4	ling4	I68				
2485.1	𡹇			44		l	am	6	6	lam6	I36				
2486.1	崧			44		s	ung	1	1	sung1	R130				
2487.1	崬			44		d	ung	1	1	dung1	F99				
2488.1	崠			44		d	ung	3	3	dung3	F101				
2489.1	崖			44		ng	aai	4	4	ngaai4	N9				
2490.1	崕			44		ng	aai	4	4	ngaai4	N9			通崖	
2491.1	崎			44		k	ei	1	1	kei1	L23		崎嶇		
2491.2	崎			44		k	ei	4	4	kei4	L25		長崎		
2492.1	崦			45		j	im	1	1	jim1	S45				
2493.1	崍			45		l	oi	4	4	loi4	I82				
2494.1	崑			45		kw	an	1	1	kwan1	M14				
2495.1	崐			45		kw	an	1	1	kwan1	M14			通崑	
2496.1	崮			45		g	u	3	3	gu3	J104				
2497.1	崗			45		g	ong	1	1	gong1	J88				
2498.1	崔			45		c	eoi	1	1	ceoi1	Q108				
2499.1	崟			45		j	am	4	4	jam4	S16				
2500.1	崙			45		l	eon	4	4	leon4	I103				
2501.1	崘			45		l	eon	4	4	leon4	I103			通崙	
2502.1	崤			45		ng	aau	4	4	ngaau4	N14				
2503.1	崢			45		z	aang	1	1	zaang1	P19				
2504.1	崩			45		b	ang	1	1	bang1	B31				
2505.1	崞			45		gw	ok	3	8	gwok3	K32				
2506.1	崒			45		z	eot	1	7	zeot1	P122				
2507.1	崪			45		z	eot	1	7	zeot1	P122				
2508.1	崇			45		s	ung	4	4	sung4	R133				
2509.1	崆			45		h	ung	1	1	hung1	O116				
2510.1	崌			45		g	eoi	1	1	geoi1	J98				
2511.1	崛			45		gw	at	6	9	gwat6	K22				
2512.1	㟤			45		l	uk	6	9	luk6	I112				
2513.1	崡			45		h	aam	4	4	haam4	O17				
2514.1	嵁			45		h	am	1	1	ham1	O41				
2515.1	嵌			45		h	aam	1	1	haam1	O14				
2515.2	嵌			45		h	am	6	6	ham6	O46	V			
2516.1	嵖			45		c	aa	4	4	caa4	Q4				
2517.1	嵗			45		s	eoi	3	3	seoi3	R118			通歲	
2518.1	崴			45		w	ai	1	1	wai1	T20				
2519.1	崱			45		z	ak	1	7	zak1	P51				
2520.1	嵎			45		j	yu	4	4	jyu4	A51				
2521.1	嵑			45		h	ot	3	8	hot3	O106				
2521.2	嵑			45		k	it	3	8	kit3	L35			通碣	
2522.1	㟪			45		w	ai	3	3	wai3	T22				
2523.1	嵔			45		w	ai	3	3	wai3	T22			通㟪	
2524.1	崽			45		z	oi	2	2	zoi2	P99				
2525.1	崿			45		ng	ok	6	9	ngok6	N80				
2526.1	嵓			45		ng	aam	4	4	ngaam4	N18			通巖	
2527.1	嵇			45		k	ai	1	1	kai1	L6				
2528.1	嵂			45		l	eot	6	9	leot6	I106				
2529.1	嵏			45		z	ung	1	1	zung1	P123				
2530.1	嵕			45		z	ung	1	1	zung1	P123				
2531.1	嵐			45		l	aam	4	4	laam4	I9				
2532.1	崺			45		j	i	5	5	ji5	S37				
2533.1	崷			45		c	au	4	4	cau4	Q35				
2534.1	㟮			45		d	at	6	9	dat6	F42				
2535.1	嵋			45		m	ei	4	4	mei4	D45				
2536.1	嵫			45		z	i	1	1	zi1	P64				
2537.1	輋			45		c	e	4	4	ce4	Q54				
2538.1	㟬			45		s	au	2	2	sau2	R29				
2539.1	嵬			45		ng	ai	4	4	ngai4	N33				
2540.1	嵴			45		z	ek	3	8	zek3	P62				
2541.1	嵩			45		s	ung	1	1	sung1	R130				
2542.1	嵯			45		c	o	1	1	co1	Q89				
2543.1	嵱			45		j	ung	4	4	jung4	S85				
2544.1	嵊			45		s	ing	6	6	sing6	R92				
2545.1	㟼			45		ng	ou	6	6	ngou6	N62				
2546.1	嶅			45		ng	ou	4	4	ngou4	N61				
2547.1	嶄			45		z	aam	2	2	zaam2	P13				
2547.2	嶄			45		z	aam	3	3	zaam3	P14	A			
2548.1	嶃			45		z	aam	2	2	zaam2	P13			通嶄	
2548.2	嶃			45		z	aam	3	3	zaam3	P14	A		通嶄	
2549.1	嶇			45		k	eoi	1	1	keoi1	L52				
2550.1	嶁			45		l	au	5	5	lau5	I30				
2551.1	㠀			45		d	ou	2	2	dou2	F78			通島	
2552.1	嵸			45		z	ung	1	1	zung1	P123		巃嵸		
2553.1	嵷			45		s	ung	2	2	sung2	R131		嵱嵷		
2554.1	嶂			45		z	oeng	3	3	zoeng3	P110				
2555.1	嶍			45		z	aap	6	9	zaap6	P23				
2556.1	嵾			45		c	am	1	1	cam1	Q36				
2557.1	㠁			45		c	am	1	1	cam1	Q36			通嵾	
2558.1	嶢			45		j	iu	4	4	jiu4	S42				
2559.1	嶛			45		l	iu	4	4	liu4	I55				
2560.1	嶜			45		z	am	1	1	zam1	P36				
2561.1	嶠			45		k	iu	4	4	kiu4	L30		山尖而高		
2561.2	嶠			45		g	iu	6	6	giu6	J57		山道		
2562.1	嶕			45		c	iu	4	4	ciu4	Q67				
2563.1	嶴			45			ou	3	3	ou3	A32				
2563.2	嶴			45		ng	ou	3	3	ngou3	N60	A			
2564.1	嶔			45		j	am	1	1	jam1	S13				
2565.1	嶓			45		b	o	1	1	bo1	B62				
2566.1	嶗			45		l	ou	4	4	lou4	I75				
2567.1	嶙			45		l	eon	4	4	leon4	I103				
2568.1	嶒			45		c	ang	4	4	cang4	Q47				
2569.1	嵹			45		k	oeng	4	4	koeng4	L48				
2570.1	嶞			45		d	o	6	6	do6	F84				
2571.1	嶝			46		d	ang	3	3	dang3	F37				
2572.1	嶱			46		g	ot	3	8	got3	J91				
2573.1	嶪			46		j	ip	6	9	jip6	S58				
2574.1	嶧			46		j	ik	6	9	jik6	S68				
2575.1	嶨			46		h	ok	6	9	hok6	O108				
2576.1	嶭			46		j	it	6	9	jit6	S60				
2577.1	嶮			46		h	im	2	2	him2	O69				
2578.1	嶰			46		h	aai	5	5	haai5	O7				
2579.1	⿳山大基	C		46		c	e	4	4	ce4	Q54				
2580.1	豳			46		b	an	1	1	ban1	B27				
2581.1	嶼			46		z	eoi	6	6	zeoi6	P117				
2582.1	嶺			46		l	ing	5	5	ling5	I69				
2582.2	嶺			46		l	eng	5	5	leng5	I50	V			
2583.1	嶷			46		j	ik	6	9	jik6	S68		岐嶷		
2583.2	嶷			46		j	i	4	4	ji4	S36		九嶷山		
2584.1	嶽			46		ng	ok	6	9	ngok6	N80				
2585.1	嶸			46		w	ing	4	4	wing4	T36				
2585.2	嶸			46	290	j	ing	4	4	jing4	S64				
2586.1	巂			46		s	eoi	5	5	seoi5	R120		越巂		
2586.2	巂			46		kw	ai	1	1	kwai1	M9			通規	
2587.1	巀			46		z	it	6	9	zit6	P83				
2588.1	巃			46		l	ung	4	4	lung4	I108				
2589.1	巇			46		h	ei	1	1	hei1	O60				
2590.1	巋			46		kw	ai	1	1	kwai1	M9				
2591.1	巉			46		c	aam	4	4	caam4	Q15				
2592.1	巏			46		k	yun	4	4	kyun4	L61				
2593.1	巎			46		n	aau	4	4	naau4	H8				
2594.1	巍			46		ng	ai	4	4	ngai4	N33				
2595.1	巔			46		d	in	1	1	din1	F63				
2596.1	巒			46		l	yun	4	4	lyun4	I114				
2597.1	㠧			46		m	ei	5	5	mei5	D46				
2598.1	巘			46		j	in	5	5	jin5	S55				
2599.1	巖			46		ng	aam	4	4	ngaam4	N18				
2600.1	巗			46		ng	aam	4	4	ngaam4	N18			同巖	
2601.1	巛			46		c	yun	1	1	cyun1	Q126			古川字	
2601.2	巛			46		kw	an	1	1	kwan1	M14			坤(本)	
2602.1	𡿨			46		h	yun	2	2	hyun2	O124				
2603.1	巜			46		k	ui	2	2	kui2	L56				
2604.1	川			46		c	yun	1	1	cyun1	Q126				
2605.1	州			46		z	au	1	1	zau1	P32				
2606.1	災			46		z	oi	1	1	zoi1	P98				
2607.1	巡			46		c	eon	4	4	ceon4	Q114				
2608.1	巢			46		c	aau	4	4	caau4	Q11				
2609.1	工			46		g	ung	1	1	gung1	J109				
2610.1	左			46		z	o	2	2	zo2	P95				
2611.1	巧			46		h	aau	2	2	haau2	O10				
2612.1	巨			46		g	eoi	6	6	geoi6	J101				
2613.1	巫			46		m	ou	4	4	mou4	D68				
2614.1	差			46		c	aa	1	1	caa1	Q1		差別		
2614.2	差			46		c	aai	1	1	caai1	Q5		差遣		
2614.3	差			46		c	i	1	1	ci1	Q59		參差		
2615.1	巰			46		k	au	4	4	kau4	L11				
2616.1	己			46		g	ei	2	2	gei2	J47				
2617.1	已			46		j	i	5	5	ji5	S37				
2618.1	巳			46		z	i	6	6	zi6	P67				
2619.1	巴			47		b	aa	1	1	baa1	B1				
2620.1	㠯			47		j	i	5	5	ji5	S37			古以字	
2621.1	巵			47		z	i	1	1	zi1	P64				
2622.1	巷			47		h	ong	6	6	hong6	O105				
2623.1	⿱丞巳	C		47		g	an	2	2	gan2	J36				
2624.1	巹			47		g	an	2	2	gan2	J36				
2625.1	巽			47		s	eon	3	3	seon3	R124				
2626.1	巾			47		g	an	1	1	gan1	J35				
2627.1	币			47		z	aap	3	8	zaap3	P22			同匝	
2628.1	巿			47		f	at	1	7	fat1	E23				
2629.1	布			47		b	ou	3	3	bou3	B60				
2630.1	市			47		s	i	5	5	si5	R67				
2631.1	㠶			47		f	aan	4	4	faan4	E8			同帆	
2632.1	帆			47		f	aan	4	4	faan4	E8				
2633.1	希			47		h	ei	1	1	hei1	O60				
2634.1	帋			47		z	i	2	2	zi2	P65			同紙	
2635.1	帗			47		f	at	1	7	fat1	E23				
2636.1	帖			47		t	ip	3	8	tip3	G49				
2637.1	帙			47		d	it	6	9	dit6	F70				
2638.1	帛			47		b	aak	6	9	baak6	B22				
2639.1	帕			47		p	aak	3	8	paak3	C17		巾		
2639.2	帕			47		m	ak	6	9	mak6	D43		帕頭		
2640.1	帘			47		l	im	4	4	lim4	I58				
2641.1	帑			47		t	ong	2	2	tong2	G69		國庫		
2641.2	帑			47		n	ou	4	4	nou4	H56		通孥		
2642.1	帚			47		z	au	2	2	zau2	P33				
2643.1	帔			47		p	ei	3	3	pei3	C31				
2644.1	帞			47		m	ak	6	9	mak6	D43				
2645.1	帥			47		s	eoi	3	3	seoi3	R118		元帥		
2645.2	帥			47		s	eot	1	7	seot1	R128		同率		
2646.1	帢			47		h	ap	1	7	hap1	O55				
2647.1	帝			47		d	ai	3	3	dai3	F21				
2648.1	帟			47		j	ik	6	9	jik6	S68				
2649.1	帣			47		g	yun	3	3	gyun3	J117				
2650.1	帤			47		j	yu	4	4	jyu4	A51				
2651.1	帩			47		c	iu	3	3	ciu3	Q66				
2652.1	𢃇			47		l	ei	5	5	lei5	I43				
2653.1	師			47		s	i	1	1	si1	R63				
2654.1	席			47		z	ik	6	9	zik6	P90				
2655.1	帨			47		s	eoi	3	3	seoi3	R118				
2656.1	⿰巾完	C		47		w	un	2	2	wun2	T63				
2657.1	帬			47		kw	an	4	4	kwan4	M17			同裙	
2658.1	帶			47		d	aai	3	3	daai3	F5				
2659.1	帴			47		z	in	2	2	zin2	P77		狹		
2659.2	帴			47		z	in	1	1	zin1	P76		通韉		
2660.1	帳			47		z	oeng	3	3	zoeng3	P110				
2661.1	常			47		s	oeng	4	4	soeng4	R112				
2662.1	㡌			47		m	ou	6	6	mou6	D70			同帽	
2663.1	帷			47		w	ai	4	4	wai4	T23				
2664.1	帲			47		p	ing	4	4	ping4	C48				
2665.1	幇			47		b	ong	1	1	bong1	B65			同幫	
2666.1	幅			47		f	uk	1	7	fuk1	E55				
2667.1	幀			47		z	ing	3	3	zing3	P86				
2668.1	帽			47		m	ou	6	6	mou6	D70				
2669.1	㡓			47		gw	an	1	1	gwan1	K16				
2670.1	幄			47			ak	1	7	ak1	A27				
2670.2	幄			47		ng	ak	1	7	ngak1	N57	A			
2671.1	幃			47		w	ai	4	4	wai4	T23				
2672.1	㡛			47		f	ong	1	1	fong1	E33				
2672.2	㡛			47		m	ong	4	4	mong4	D75	A			
2673.1	幌			48		f	ong	2	2	fong2	E34				
2674.1	幋			48		p	un	4	4	pun4	C72				
2675.1	幏			48		g	aa	3	3	gaa3	J3				
2676.1	𢄐			48		m	ung	4	4	mung4	D90			同幪	
2677.1	幎			48		m	ik	6	9	mik6	D66				
2678.1	幘			48		z	ik	1	7	zik1	P88				
2679.1	幚			48		b	ong	1	1	bong1	B65			同幫	
2680.1	幈			48		p	ing	4	4	ping4	C48				
2681.1	幕			48		m	ok	6	9	mok6	D79				
2682.1	幙			48		m	ok	6	9	mok6	D79			同幕	
2683.1	幔			48		m	aan	6	6	maan6	D15				
2684.1	幗			48		gw	ok	3	8	gwok3	K32				
2685.1	幛			48		z	oeng	3	3	zoeng3	P110				
2686.1	幓			48		s	aam	1	1	saam1	R11				
2687.1	幞			48		b	uk	6	9	buk6	B85				
2688.1	幣			48		b	ai	6	6	bai6	B25				
2689.1	幜			48		g	ing	2	2	ging2	J71				
2690.1	幝			48		c	in	2	2	cin2	Q73				
2691.1	幠			48		f	u	1	1	fu1	E38				
2692.1	幡			48		f	aan	1	1	faan1	E5				
2693.1	幢			48		c	ong	4	4	cong4	Q101		一種旗幟		
2693.2	幢			48		z	ong	6	6	zong6	P105		車簾；一幢樓房		
2693.3	幢			48		t	ong	4	4	tong4	G71		海幢寺		
2694.1	幟			48		c	i	3	3	ci3	Q61				
2695.1	㡠			48		z	ing	3	3	zing3	P86			同幀	
2696.1	㡡			48		c	yu	4	4	cyu4	Q124			同幮	
2697.1	幩			48		f	an	4	4	fan4	E20				
2698.1	幧			48		c	iu	1	1	ciu1	Q64				
2699.1	幨			48		z	im	1	1	zim1	P72				
2700.1	幦			48		m	ik	6	9	mik6	D66				
2701.1	幫			48		b	ong	1	1	bong1	B65				
2702.1	幪			48		m	ung	4	4	mung4	D90				
2703.1	幬			48		c	au	4	4	cau4	Q35		車帷		
2703.2	幬			48		d	ou	6	6	dou6	F80		覆蓋		
2703.3	幬			48		t	ou	4	4	tou4	G59	A	覆蓋		
2704.1	幭			48		m	it	6	9	mit6	D62				
2705.1	幮			48		c	yu	4	4	cyu4	Q124				
2706.1	幰			48		h	in	2	2	hin2	O72				
2707.1	㡧			48		z	ing	3	3	zing3	P86				
2708.1	干			48		g	on	1	1	gon1	J85				
2709.1	平			48		p	ing	4	4	ping4	C48		平坦		
2709.2	平			48		p	eng	4	4	peng4	C34		價廉		
2710.1	年			48		n	in	4	4	nin4	H47				
2711.1	幵			48		h	in	1	1	hin1	O71				
2712.1	幷			48		b	ing	6	6	bing6	B56		同並		
2712.2	幷			48		b	ing	1	1	bing1	B53		幷州		
2713.1	幸			48		h	ang	6	6	hang6	O54				
2714.1	幹			48		g	on	3	3	gon3	J87				
2715.1	幺			48		j	iu	1	1	jiu1	S39				
2716.1	幻			48		w	aan	6	6	waan6	T13				
2717.1	乣			48		k	au	4	4	kau4	L11				
2718.1	幼			48		j	au	3	3	jau3	S9				
2719.1	幽			48		j	au	1	1	jau1	S7				
2720.1	幾			48		g	ei	2	2	gei2	J47		幾何		
2720.2	幾			48		g	ei	1	1	gei1	J46		幾乎		
2721.1	㡭			49		g	ai	3	3	gai3	J25			古繼字	
2722.1	广			49		j	im	5	5	jim5	S49		崖广		
2722.2	广			49			am	1	1	am1	A22			同庵	
2722.3	广			49		ng	am	1	1	ngam1	N42	A		同庵	
2723.1	庂			49		z	ak	1	7	zak1	P51				
2724.1	庀			49		p	ei	2	2	pei2	C30				
2725.1	床			49		c	ong	4	4	cong4	Q101				
2726.1	庋			49		gw	ai	2	2	gwai2	K13				
2726.2	庋			49		g	ei	2	2	gei2	J47	A			
2727.1	庇			49		b	ei	3	3	bei3	B37				
2728.1	庌			49		ng	aa	5	5	ngaa5	N5				
2729.1	序			49		z	eoi	6	6	zeoi6	P117				
2730.1	店			49		d	im	3	3	dim3	F61				
2731.1	庛			49		c	i	3	3	ci3	Q61				
2732.1	庙			49		m	iu	6	6	miu6	D57			同廟	
2733.1	府			49		f	u	2	2	fu2	E39				
2734.1	底			49		d	ai	2	2	dai2	F20				
2735.1	庖			49		p	aau	4	4	paau4	C9				
2736.1	庚			49		g	ang	1	1	gang1	J39				
2737.1	庤			49		z	i	6	6	zi6	P67				
2738.1	度			49		d	ou	6	6	dou6	F80		程度		
2738.2	度			49		d	ok	6	9	dok6	F90		量度		
2739.1	庢			49		z	at	6	9	zat6	P50				
2740.1	庥			49		j	au	1	1	jau1	S7				
2741.1	𢈈			49		h	ap	6	9	hap6	O56			同㕉	
2742.1	庣			49		t	iu	1	1	tiu1	G35				
2743.1	庠			49		c	oeng	4	4	coeng4	Q106				
2744.1	庫			49		f	u	3	3	fu3	E40				
2745.1	庯			49		b	ou	1	1	bou1	B58				
2746.1	庮			49		j	au	5	5	jau5	S11				
2746.2	庮			49		j	au	4	4	jau4	S10	A			
2747.1	庬			49		p	ong	4	4	pong4	C61			同厖	
2747.2	庬			49		m	ong	4	4	mong4	D75			同厖	
2748.1	庪			49		gw	ai	2	2	gwai2	K13			同庋	
2748.2	庪			49		g	ei	2	2	gei2	J47	A		同庋	
2749.1	庭			49		t	ing	4	4	ting4	G53				
2750.1	座			49		z	o	6	6	zo6	P97				
2751.1	㢃			49		l	ong	4	4	long4	I86				
2752.1	庻			49		s	yu	3	3	syu3	R138			同庶	
2753.1	庶			49		s	yu	3	3	syu3	R138				
2754.1	庹			49		t	ok	3	8	tok3	G72				
2755.1	庵			49			am	1	1	am1	A22				
2755.2	庵			49		ng	am	1	1	ngam1	N42	A			
2756.1	庳			49		p	ei	5	5	pei5	C33				
2757.1	庸			49		j	ung	4	4	jung4	S85				
2758.1	康			49		h	ong	1	1	hong1	O100				
2759.1	庿			49		m	iu	6	6	miu6	D57			古廟字	
2760.1	廂			49		s	oeng	1	1	soeng1	R109				
2761.1	廁			49		c	i	3	3	ci3	Q61			同厠	
2762.1	庽			49		j	yu	6	6	jyu6	A53			同寓	
2763.1	庾			49		j	yu	4	4	jyu4	A51				
2763.2	庾			49		j	yu	5	5	jyu5	A52	G			
2764.1	廀			49		s	au	1	1	sau1	R28			古廋字	
2765.1	廈			49		h	aa	6	6	haa6	O4				
2766.1	廋			49		s	au	1	1	sau1	R28				
2767.1	廆			49		gw	ai	1	1	gwai1	K12		山名		
2767.2	廆			49		w	ai	2	2	wai2	T21		人名		
2768.1	廇			49		l	au	6	6	lau6	I31				
2769.1	廉			49		l	im	4	4	lim4	I58				
2770.1	廊			49		l	ong	4	4	long4	I86				
2771.1	廌			49		z	i	6	6	zi6	P67				
2771.2	廌			49		z	aai	6	6	zaai6	P7	A			
2772.1	廒			49		ng	ou	4	4	ngou4	N61				
2773.1	廑			49		k	an	4	4	kan4	L17		勤勞		
2773.2	廑			49		g	an	2	2	gan2	J36		才；只		
2774.1	廎			49		k	ing	2	2	king2	L37				
2775.1	廔			49		l	au	4	4	lau4	I29			同樓	
2776.1	廐			49		g	au	3	3	gau3	J29				
2777.1	廏			49		g	au	3	3	gau3	J29			同廐	
2778.1	廓			50		gw	ok	3	8	gwok3	K32				
2778.2	廓			50		kw	ok	3	8	kwok3	M18	A			
2779.1	㢓			50		z	oeng	3	3	zoeng3	P110			同障	
2780.1	廖			50		l	iu	6	6	liu6	I57				
2781.1	廕			50		j	am	3	3	jam3	S15			同蔭	
2782.1	廚			50		c	yu	4	4	cyu4	Q124				
2782.2	廚			50		c	eoi	4	4	ceoi4	Q111	A			
2783.1	廝			50		s	i	1	1	si1	R63			同厮	
2784.1	廣			50		gw	ong	2	2	gwong2	K30				
2785.1	廟			50		m	iu	6	6	miu6	D57				
2786.1	廠			50		c	ong	2	2	cong2	Q99				
2787.1	廛			50		c	in	4	4	cin4	Q74				
2788.1	廙			50		j	i	6	6	ji6	S38				
2789.1	廡			50		m	ou	5	5	mou5	D69				
2790.1	廞			50		j	am	1	1	jam1	S13				
2791.1	㢘			50		l	im	4	4	lim4	I58			同廉	
2792.1	廢			50		f	ai	3	3	fai3	E12				
2793.1	廧			50		c	oeng	4	4	coeng4	Q106				
2794.1	廥			50		k	ui	2	2	kui2	L56				
2795.1	廨			50		h	aai	6	6	haai6	O8				
2795.2	廨			50		g	aai	3	3	gaai3	J7	A			
2796.1	廩			50		l	am	5	5	lam5	I35				
2797.1	𢋸			50		k	ei	3	3	kei3	L24			同冀	
2798.1	廬			50		l	ou	4	4	lou4	I75				
2799.1	廱			50		j	ung	1	1	jung1	S83				
2800.1	廳			50		t	eng	1	1	teng1	G32				
2801.1	廴			50		j	an	5	5	jan5	S23				
2802.1	廷			50		t	ing	4	4	ting4	G53				
2803.1	延			50		j	in	4	4	jin4	S54				
2804.1	廸			50		d	ik	6	9	dik6	F76			同迪	
2805.1	㢠			50		gw	ing	2	2	gwing2	K24			同迥	
2806.1	𢌞			50		w	ui	4	4	wui4	T59			同廻	
2807.1	廹			50		b	aak	1	7	baak1	B20		逼廹	同迫	
2807.2	廹			50		b	ik	1	7	bik1	B57		廹擊炮	同迫	
2808.1	廼			50		n	aai	5	5	naai5	H6		廼是	同乃	
2809.1	廻			50		w	ui	4	4	wui4	T59				
2810.1	建			50		g	in	3	3	gin3	J64				
2811.1	廾			50		g	ung	2	2	gung2	J110				原字條「廾(音gung2)」與「廾(卄本字)」字形略異
2811.2	廾			50		j	aa	6	6	jaa6	S3			卄(本)	
2811.3	廾			50		j	e	6	6	je6	S31	A		卄(本)	
2812.1	廿			50		n	im	6	6	nim6	H44		二十		
