頁	字碼	漢字	廣州話	備註	數碼化附註
188	3624	蠣	[lai6]		
188	3625	蠢	[ceon2]		
188	3626	蠡	[lai5]		
188	3627	蠟	[laap9]		
188	3628	蠱	[gu2]		
188	3629	蠶	[caam4]		
188	3630	蠹	[dou3]		
188	3631	蠻	[maan4]		
188	3632	血	[hyut8]		
189	3633	行	"1)[hang4]:步行
2)[hang6]:品行，道行
3)[hong4]:單行"		
189	3634	衍	[jin2]	"(又)[jin5]
(俗)[*hin2]"	
189	3635	術	[seot9]		
189	3636	街	[gaai1]		
189	3637	衙	[ngaa4]		
189	3638	衛	[wai6]		
189	3639	衝	[cung1]		
189	3640	衡	[hang4]	(古)通橫	
189	3641	衢	[keoi4]		
189	3642	衣	"1)[ji1]:衣服
2)[ji3]:衣錦還鄉"		
189	3643	初	[co1]		
189	3644	表	"1)[biu2]:表面
2)[biu1]:手表"		
189	3645	衫	[saam1]		
189	3646	衰	[seoi1]	"(古)同縗[ceoi1] 等衰"	
189	3647	衷	"[zung1] 或 [cung1]"		
190	3648	袁	[jyun4]		
190	3649	袂	[mai6]		
190	3650	袈	[gaa1]		
190	3651	袒	[taan2]		
190	3652	袖	[zau6]		
190	3653	袞	[gwan2]		
190	3654	被	"1)[pei5]:棉被
2)[bei6]:被動"	(古)同披[pei1]	
190	3655	袍	[pou4]		
190	3656	袋	[doi6]		
190	3657	裁	[coi4]		
190	3658	裂	[lit9]		
190	3659	袱	[fuk9]		
190	3660	裟	[saa1]		
190	3661	裙	[kwan4]		
190	3662	補	[bou2]		
190	3663	裘	[kau4]		
190	3664	裔	[jeoi6]		
190	3665	裝	[zong1]		
190	3666	裏	"1)[leoi5]:裏外
2)[lei5]:衣裏"		
190	3667	裊	[niu5]		
190	3668	裕	[jyu6]		
190	3669	褂	[gwaa3]		
190	3670	褚	[cyu5]	(又)[cyu2]	《異讀》字形誤作「楮」。
191	3671	裳	[soeng4]		
191	3672	裴	[pui4]		
191	3673	裹	[gwo2]		
191	3674	裸	[lo2]		
191	3675	製	[zai3]		
191	3676	裨	"1)[bei1]:裨益
2)[pei4]:裨將"		
191	3677	褐	[hot8]		
191	3678	複	[fuk7]		
191	3679	褓	[bou2]		
191	3680	褲	[fu3]		
191	3681	褪	"1)[tan3]:把袖子褪下來
2)[teoi3]:褪色"		
191	3682	褥	[juk9]		
191	3683	褫	[ci2]		
191	3684	褻	[sit8]		
191	3685	褶	[zip8]或[zaap9]		
191	3686	襄	[soeng1]		
191	3687	褸	[lau5]	(又)[leoi5]	
191	3688	褒	[bou1]		
191	3689	襟	[kam1]		
191	3690	襠	[dong1]		
191	3691	襖	[ou3]	(又)[ou2]	
191	3692	襤	[laam4]		
192	3693	襪	[mat9]		
192	3694	襯	[can3]		
192	3695	襲	[zaap9]		
192	3696	西	[sai1]		
192	3697	要	"1)[jiu3]:重要
2)[jiu1]:要求"		
192	3698	覃	"1)[taam4]:覃第
2)[cam4]:姓覃"		#1《異讀》誤作tam4，今據《讀音表》。
192	3699	覆	[fuk7]		
192	3700	見	"1)[gin3]:看見
2)[jin6]:同現"		
192	3701	規	[kwai1]		
192	3702	覓	[mik9]		
192	3703	親	"1)[can1]:雙親
2)[can3]:親家"		
192	3704	覦	[jyu4]		
192	3705	覬	[gei3]		
192	3706	覲	[gan6]	(又)[gan2]	
192	3707	覺	"1)[gok8]:感覺
2)[gaau3]:睡覺"		
192	3708	覽	[laam5]		
192	3709	觀	"1)[gun1]:參觀
2)[gun3]:寺觀"		
193	3710	角	[gok8]		
193	3711	解	"1)[gaai2]:瓦解
2)[gaai3]:解款
3)[haai6]:姓解"		
193	3712	觴	[soeng1]		
193	3713	觸	[zuk7]	(又)[cuk7]	
193	3714	言	[jin4]		
193	3715	計	"1)[gai3]:計算
3)[gei3]:夥計"		
193	3716	訂	[ding3]		
193	3717	訃	[fu6]		
193	3718	記	[gei3]		
193	3719	訐	[kit8]		
193	3720	討	[tou2]		
193	3721	訌	[hung4]		
193	3722	訕	[saan3]		
193	3723	訊	[seon3]		
193	3724	託	[tok8]		
193	3725	訓	[fan3]		
193	3726	訖	[ngat9]	(又)[gat7]	
194	3727	訪	[fong2]		
194	3728	訝	[ngaa6]		
194	3729	訣	[kyut8]		
194	3730	訥	[neot9]	(又)[nat9],[naap9]	
194	3731	許	[heoi2]		
194	3732	設	[cit8]		
194	3733	訟	[zung6]		
194	3734	訛	[ngo4]		
194	3735	註	[zyu3]		
194	3736	詠	[wing6]		
194	3737	評	[ping4]		
194	3738	詞	[ci4]		
194	3739	詁	[gu2]		
194	3740	詔	[ziu3]		
194	3741	詛	[zo3]	(又)[zo2]	
194	3742	詐	[zaa3]		
194	3743	詆	[dai2]		
194	3744	訴	[sou3]		
194	3745	診	[can2]		
194	3746	詫	[caa3]		
194	3747	該	[goi1]		
194	3748	詳	[coeng4]		
194	3749	試	[si3]		
194	3750	詩	[si1]		
194	3751	詰	[kit8]		
195	3752	誇	[kwaa1]		
195	3753	詼	[fui1]		
195	3754	詣	[ngai6]		
195	3755	誠	[sing4]		
195	3756	話	[waa6]		
195	3757	誅	[zyu1]		
195	3758	詭	[gwai2]		
195	3759	詢	[seon1]		
195	3760	詮	[cyun4]		
195	3761	詬	[gau3]		
195	3762	詹	[zim1]		
195	3763	說	"1)[syut8]:說話
2)[seoi3]:游說"	(古)同悅	
195	3764	誦	[zung6]		
195	3765	誌	[zi3]		
195	3766	語	"1)[jyu5]:語言
2)[jyu6]:不以語人"		
195	3767	誣	[mou4]		
195	3768	認	[jing6]		
195	3769	誡	[gaai3]		
195	3770	誓	[sai6]		
195	3771	誤	[ng6]		
195	3772	誥	[gou3]		
195	3773	誨	[fui3]		
195	3774	誘	[jau5]		
196	3775	誑	[kong4]	(又)[kwong4]	
196	3776	誼	[ji4]	(又)[ji6]	
196	3777	諒	[loeng6]		
196	3778	談	[taam4]		
196	3779	諄	[zeon1]		
196	3780	請	[cing2]		
196	3781	諸	[zyu1]		
196	3782	課	[fo3]		
196	3783	誕	[daan3]		
196	3784	諉	[wai2]		
196	3785	諂	[cim2]		
196	3786	調	"1)[tiu4]:調和
2)[diu6]:腔調"		
196	3787	誰	[seoi4]		
196	3788	論	[leon6]	論語又讀[leon4]	
196	3789	諍	[zang3]		
196	3790	諦	[dai3]		
196	3791	諺	[jin6]		
196	3792	諮	[zi1]		
196	3793	諱	[wai5]		
196	3794	謀	[mau4]		
196	3795	諜	[dip9]		
196	3796	諫	[gaan3]		
196	3797	諧	[haai4]		
196	3798	諾	[nok9]		
197	3799	謁	[jit8]		
197	3800	謂	[wai6]		
197	3801	諷	[fung3]		
197	3802	諭	[jyu6]		
197	3803	謎	[mai4]		
197	3804	謗	[pong3]		
197	3805	謙	[him1]		
197	3806	講	[gong2]		
197	3807	謊	[fong1]		
197	3808	謠	[jiu4]		
197	3809	謝	[ze6]		
197	3810	謄	[tang4]		
197	3811	謨	[mou4]		
197	3812	謹	[gan2]		
197	3813	謬	[mau6]		
197	3814	譜	[pou2]		
197	3815	識	[sik7]	(古)[zi3]博聞強識	
197	3816	譁	[waa1]		
197	3817	證	[zing3]		
197	3818	譚	[taam4]		
197	3819	譎	[kyut8]		
197	3820	譏	[gei1]		
197	3821	議	[ji5]		
197	3822	譬	[pei3]		
197	3823	警	[ging2]		
198	3824	譯	[jik9]		
198	3825	護	[wu6]		
198	3826	譴	[hin2]		
198	3827	譽	[jyu6]		
198	3828	讀	[duk9]		
198	3829	變	[bin3]		
198	3830	讓	[joeng6]		
198	3831	讒	[caam4]		
198	3832	讖	[cam3]		
198	3833	讚	[zaan3]		
198	3834	谷	[guk7]	"1)(古地名)[juk9] 吐谷渾
2)(古地名)[luk9] 谷蠡"	
198	3835	豁	[kut8]		
198	3836	谿	[kai1]	同豀[hai4]	
198	3837	豆	[dau6]		
198	3838	豈	[hei2]		
198	3839	豉	[si6]		
198	3840	豌	[wun2]	(又)[wun1]	
198	3841	豎	[syu6]		
198	3842	豐	[fung1]		
199	3843	艷	[jim6]		
199	3844	豕	[ci2]		
199	3845	豚	[tyun4]		
199	3846	象	[zoeng6]		
199	3847	豢	[waan6]		
199	3848	豪	[hou4]		
199	3849	豬	[zyu1]		
199	3850	豫	[jyu6]		
199	3851	豺	[caai4]		
199	3852	豹	[paau3]		
199	3853	貂	[diu1]		
199	3854	貉	[hok9]	(古)同貊[mak9]	
199	3855	貌	[maau6]		
199	3856	貓	[maau1]		
199	3857	貝	[bui3]		
199	3858	貞	[zing1]		
199	3859	負	[fu6]		
200	3860	財	[coi4]		
200	3861	貢	[gung3]		
200	3862	販	[faan3]		
200	3863	責	[zaak8]	同債	
200	3864	貫	[gun3]		
200	3865	貨	[fo3]		
200	3866	貪	[taam1]		
200	3867	貧	[pan4]		
200	3868	貯	[cyu5]	(又)[cyu2]	
200	3869	貳	[ji6]		
200	3870	賁	"1)[bei3]:賁臨
2)[ban1]:虎賁"	"[fan4] 宏大"	
200	3871	費	[fai3]	(地名)[bei3]費縣	
200	3872	賀	[ho6]		
200	3873	貼	[tip8]		
200	3874	貴	[gwai3]		
200	3875	買	[maai5]		
200	3876	貽	[ji4]		
200	3877	貶	[bin2]		
200	3878	貿	[mau6]		
200	3879	貸	[taai3]		
200	3880	賅	[goi1]		
200	3881	資	[zi1]		
200	3882	賊	[caak9]		
200	3883	賈	"1)[gaa2]:姓賈
2)[gu2]:商賈"	(古)通價	
201	3884	貲	[zi1]		
201	3885	賄	[kui2]	(又)[fui2]	
201	3886	賃	[jam6]		
201	3887	賂	[lou6]		
201	3888	賓	[ban1]		
201	3889	賑	[zan3]		
201	3890	賒	[se1]		
201	3891	賠	[pui4]		
201	3892	賦	[fu3]		
201	3893	賤	[zin6]		
201	3894	賬	[zoeng3]		
201	3895	賭	[dou2]		
201	3896	賢	[jin4]		
201	3897	賣	[maai6]		
201	3898	賞	[soeng2]		
201	3899	賜	[ci3]		
201	3900	質	"1)[zat7]:物質
2)[zi3]:人質"		
201	3901	賴	[laai6]		
201	3902	賺	[zaan6]		
201	3903	賽	[coi3]		
201	3904	購	[kau3]	(又)[gau3]	
201	3905	贅	[zeoi3]		
201	3906	贈	[zang6]		
202	3907	贋	[ngaan6]		
202	3908	贊	[zaan3]		
202	3909	贏	[jing4]	(語)[jeng4]	
202	3910	贍	[sin6]	(又)[sim6]	
202	3911	贓	[zong1]		
202	3912	贖	[suk9]		
202	3913	贛	[gam3]	通貢	
202	3914	赤	[cek8]	(又)[cik8]	
202	3915	赧	[naan5]		
202	3916	赦	[se3]		
202	3917	赫	[haak7]		
202	3918	赭	[ze2]		
202	3919	走	[zau2]		
202	3920	赴	[fu6]		
202	3921	赳	[gau2]	(又)[dau2]	
202	3922	起	[hei2]		
202	3923	越	[jyut9]		
202	3924	超	[ciu1]		
202	3925	趁	[can3]		
202	3926	趙	[ziu6]		《異讀》誤作送氣，今據《讀音表》。
202	3927	趕	[gon2]		
202	3928	趣	[ceoi3]	(古)同促	
203	3929	趟	[tong3]		
203	3930	趨	[ceoi1]	(古)同促	
203	3931	足	[zuk7]	(古)[zeoi3]足恭	
203	3932	趴	[paa1]		
203	3933	趾	[zi2]		
203	3934	跎	[to4]		
203	3935	距	[keoi5]		
203	3936	跋	[bat9]		
203	3937	跚	[saan1]		
203	3938	跑	[paau2]		
203	3939	跌	[dit8]		
203	3940	跛	[bo2]	(語)[bai1]	
203	3941	跆	[*toi4]		
203	3942	跡	[zik7]		
203	3943	跟	[gan1]		
203	3944	跨	[kwaa1]	(又)[kwaa3]	
203	3945	路	[lou6]		
203	3946	跳	[tiu3]		
203	3947	跺	[do2]		
203	3948	跪	[gwai6]		
203	3949	跼	[guk9]		
203	3950	踫	[*pung3]同碰		
204	3951	踐	[cin5]	(又)[zin6]	
204	3952	踝	[waa5]		
204	3953	踢	[tek8]		
204	3954	踏	[daap9]		
204	3955	踩	[caai2]	(又)[coi2]	
204	3956	踟	[ci4]		
204	3957	蹄	[tai4]		
204	3958	踱	[dok9]		
204	3959	踴	[jung2]		
204	3960	蹂	[jau4]		
204	3961	踹	[caai2]		
204	3962	踵	[zung2]	(又)[dung2]	
204	3963	蹉	[co1]		
204	3964	蹋	[taap9]		
204	3965	蹈	[dou6]		
204	3966	蹊	"1)[hai4]:蹊徑
2)[kai1]:蹊蹺"		
204	3967	蹣	[mun4]	(又)pun4	
204	3968	蹦	[bang1]	(又)[baang6]	
204	3969	蹙	[cuk7]		
204	3970	蹤	[zung1]		
204	3971	蹲	"1)[deon1]:蹲坐
2)[cyun4]:蹲了腿"		
204	3972	蹬	[dang6]		
204	3973	蹺	[kiu2]		
205	3974	躇	[cyu4]		
205	3975	蹼	[buk9]	(又)[pok8]	
205	3976	蹶	[kyut8]		
205	3977	躂	[taat8]		
205	3978	躁	[cou3]		
205	3979	躅	[zuk9]		
205	3980	躉	[dan2]		
205	3981	躊	[cau4]		
205	3982	躍	[joek8]	(又)[joek9]	
205	3983	躑	[zaak9]		
205	3984	躡	[nip9]		
205	3985	躪	[leon6]		
205	3986	身	[san1]	(古地名)[gyun1]身毒	
205	3987	躬	[gung1]		
205	3988	躲	[do2]		
205	3989	躺	[tong2]		
205	3990	軀	[keoi1]		
205	3991	車	"1)[ce1]:火車
2)[geoi1]:象棋棋子一種"		
205	3992	軋	[zaat8]		
210	3993	軍	[gwan1]		
210	3994	軌	[gwai2]		
210	3995	軒	[hin1]		
210	3996	軔	[jan6]		
210	3997	軛	[aak7]		
210	3998	軟	[jyun5]		
210	3999	軻	[o1]		
210	4000	軸	[zuk9]		
210	4001	軼	[jat9]		
210	4002	較	[gaau3]		
206	4003	載	"1)[zoi3]:載貨
2)[zoi2]:一年半載"		
206	4004	軾	[sik7]		
206	4005	輊	[zi3]		
206	4006	輔	[fu6]		
206	4007	輒	[zip8]		
206	4008	輕	[hing1]		
206	4009	輓	[waan5]		
206	4010	輝	[fai1]		
206	4011	輛	[loeng6]		
206	4012	輟	[zyut8]		
206	4013	輦	[lin5]		
206	4014	輩	[bui3]		
207	4015	輪	[leon4]		
207	4016	輜	[zi1]		
207	4017	輻	[fuk7]		
207	4018	輯	[cap7]		
207	4019	輸	[syu1]		
207	4020	轄	[hat9]		
207	4021	輾	[zin2]		
207	4022	轂	[guk7]		
207	4023	轅	[jyun4]		
207	4024	輿	[jyu4]		
207	4025	轍	[cit8]		
207	4026	轉	"1)[zyun2]:轉送
2)[zyun3]:轉得快"		
207	4027	轔	[leon4]		
207	4028	轎	[giu2]	(語)[kiu2]	
207	4029	轟	[gwang1]		
207	4030	轡	[bei3]		
207	4031	辛	[san1]		
207	4032	辜	[gu1]		
207	4033	辟	[pik7]	復辟又讀[bik7]	
207	4034	辣	[laat9]		
207	4035	辦	[baan6]		
207	4036	辨	[bin6]		
208	4037	辭	[ci4]		
208	4038	辯	[bin6]		
208	4039	辰	[san4]		
208	4040	辱	[juk9]		
208	4041	農	[nung4]		
208	4042	迂	[jyu1]		
208	4043	迅	[seon3]		
208	4044	迄	[ngat9]		《異讀》作中入調，據分類標題之建議讀音及《讀音表》改正。
208	4045	巡	[ceon4]		
208	4046	迎	[jing4]		
208	4047	返	[faan2]		
208	4048	近	[gan6]	(語)[kan5]	
208	4049	述	[seot9]		
208	4050	迦	[gaa1]		
208	4051	迢	[siu4]		
208	4052	迪	[dik9]		
208	4053	迥	[gwing2]		
208	4054	迫	"1)[baak7]:壓迫
2)[bik7]:迫擊炮"		
208	4055	迤	"1)[ji5]:迤邐
2)[ji4]:逶迤"		
208	4056	迭	[dit9]		
209	4057	迸	[bing3]		
209	4058	送	[sung3]		
209	4059	逆	[jik9]		
209	4060	迷	[mai4]		
209	4061	退	[teoi3]		
209	4062	迺	[naai5]		
209	4063	迴	[wui4]		
209	4064	逃	[tou4]		
209	4065	追	[zeoi1]		
209	4066	逅	[hau6]		
209	4067	這	[ze3]	(又)[ze5]	
209	4068	通	[tung1]		
209	4069	逗	[dau6]		
209	4070	連	[lin4]		
209	4071	速	[cuk7]		
209	4072	逝	[sai6]		
209	4073	逐	[zuk9]		
209	4074	逕	[ging3]		
209	4075	逍	[siu1]		
209	4076	逞	[cing2]		
209	4077	造	"1)[zou6]:造船
2)[cou3]:造詣"		
209	4078	透	[tau3]		
209	4079	逢	[fung4]		
210	4080	逖	[dik9]		
210	4081	逛	[kwaang3]	(又)[gwaang6]	
210	4082	途	[tou4]		
210	4083	逮	[dai6]	(又)[doi6]	
210	4084	逵	[kwai4]		
210	4085	週	[zau1]		
210	4086	逸	[jat9]		
210	4087	進	[zeon3]		
210	4088	運	[wan6]		
210	4089	遊	[jau4]		
210	4090	道	[dou6]		
210	4091	遂	[seoi6]		
210	4092	遍	[pin3]	(又)[bin3]	
210	4093	達	[daat9]		
210	4094	逼	[bik7]		
210	4095	違	[wai4]		
210	4096	遐	[haa4]		
210	4097	遇	[jyu6]		
210	4098	遏	[aat8]		
210	4099	過	[gwo3]		
210	4100	遑	[wong4]		
210	4101	逾	[jyu6]	(又)[jyu4]	
210	4102	遁	[deon6]		
211	4103	遠	[jyun5]	敬而遠之又讀[jyun6]	
211	4104	遘	[gau3]		
211	4105	遜	[seon3]		
211	4106	遣	[hin2]		
211	4107	遙	[jiu4]		
211	4108	遞	[dai6]		
211	4109	適	[sik7]	(古)通嫡	
211	4110	遮	[ze1]		
211	4111	遨	[ngou4]	(又)[ngou6]	
211	4112	遭	[zou1]		
211	4113	遷	[cin1]		
211	4114	遵	[zeon1]		
211	4115	遴	[leon4]	(古)通吝	
211	4116	選	[syun2]		
211	4117	遲	[ci4]		
211	4118	遼	[liu4]		
211	4119	遺	[wai4]	(古)[wai6]遺贈	
211	4120	避	[bei6]		
211	4121	遽	[geoi6]		
211	4122	還	[waan4]	通旋	
211	4123	邁	[maai6]		
211	4124	邂	[haai5]	(又)[haai6]	
211	4125	邀	[jiu1]		
212	4126	邇	[ji5]		
212	4127	邊	[bin1]		
212	4128	邐	[lei5]		
212	4129	邏	[lo4]	巡邏又讀[lo6]	
212	4130	邑	[jap7]		
212	4131	邢	[jing4]		
212	4132	邪	[ce4]	(古)同耶	
212	4133	那	"1)[naa5]:那裡
2)[naa1]:姓那"		
212	4134	邦	[bong1]		
212	4135	邵	[siu6]		
212	4136	邸	[dai2]		
212	4137	邱	[jau1]		
212	4138	郊	[gaau1]		
212	4139	郎	[long4]		
212	4140	郁	[juk7]		
212	4141	郡	[gwan6]		
212	4142	邕	[jung1]		
212	4143	部	[bou6]		
212	4144	郭	[gwok8]		
212	4145	都	[dou1]		
212	4146	鄂	[ngok9]		
213	4147	郵	[jau4]		
213	4148	鄉	[hoeng1]		
213	4149	鄒	[zau1]		
213	4150	鄙	[pei2]		
213	4151	鄰	[leon4]		
213	4152	鄭	[zeng6]		
213	4153	鄧	[dang6]		
213	4154	鄱	[po4]	(又)[bo3]	
213	4155	酋	[jau4]		
213	4156	酊	"1)[ding1]:碘酊
2)[ding2]:酩酊"		
213	4157	酒	[zau2]		
213	4158	配	[pui3]		
213	4159	酌	[zoek8]		
213	4160	酗	[jyu3]		
213	4161	酣	[ham4]		
213	4162	酥	[sou1]		
213	4163	酬	[cau4]		
213	4164	酪	"1)[lok8]:乳酪
2)[lou6]:杏仁酪"		
213	4165	酩	[ming5]	(又)[ming4]	
213	4166	酵	[haau1]		
213	4167	酸	[syun1]		
213	4168	酷	[huk9]		
214	4169	醇	[seon4]		
214	4170	醉	[zeoi3]		
214	4171	醋	[cou3]		
214	4172	醃	[jim1]	(語)[jip8]	
214	4173	醒	[sing2]		
214	4174	醣	[tong4]		
214	4175	醞	[wan5]	(又)[wan3]	
214	4176	醜	[cau2]		
214	4177	醫	[ji1]		
214	4178	醬	[zoeng3]		
214	4179	醺	[fan1]		
214	4180	釀	[joeng6]		
214	4181	釁	[jan6]	(又)[jan3]	
214	4182	采	[coi2]	(古)[coi3]菜邑	
214	4183	釉	[jau6]		
214	4184	釋	[sik7]		
214	4185	里	[lei5]		
214	4186	重	"1)[zung6]:重要
2)[cung4]:重複
3)[cung5]:輕重"		
214	4187	野	[je5]		
215	4188	量	"1)[loeng4]:量米
2)[loeng6]:膽量"		
215	4189	釐	"1)[lei4]:釐定
2)[hei1]:恭賀新釐"		
215	4190	金	[gam1]		
215	4191	釘	[deng1]	(又)[ding1]	
215	4192	針	[zam1]		
215	4193	釗	[ciu1]		
215	4194	釜	[fu2]		
215	4195	釵	[caai1]		
215	4196	釦	[kau3]		
215	4197	釣	[diu3]		
215	4198	釧	[cyun1]	(又)[cyun3]	
215	4199	鈕	[nau2]		
215	4200	鈣	[koi3]		
215	4201	鈍	[deon6]		
215	4202	鈔	[caau1]		
215	4203	鈉	[naap9]		
215	4204	鈞	[gwan1]		
215	4205	鈐	[kim4]		
215	4206	鈷	[gu2]		
215	4207	鉗	[kim4]		
215	4208	鈸	[bat9]		
216	4209	鉀	[gaap8]		
216	4210	鈾	[jau4]		
216	4211	鉛	[jyun4]		
216	4212	鉋	[paau4]		
216	4213	鉤	[ngau1]		
216	4214	鉑	[bok9]		
216	4215	鈴	[ling4]		
216	4216	銀	[ngan4]		
216	4217	銅	[tung4]		
216	4218	銘	[ming4]	(又)[ming5]	
216	4219	銖	[zyu1]	(又)[syu4]	
216	4220	銓	[cyun4]		
216	4221	銜	[haam4]		
216	4222	鋅	[san1]		
216	4223	銻	[tai1]		
216	4224	鋭	[jeoi6]		
216	4225	鋪	"1)[pou1]:鋪張
2)[pou3]:店鋪"		
216	4226	銬	[kaau3]		
216	4227	銷	[siu1]		
216	4228	鋤	[co4]		
216	4229	鋁	[leoi5]		
216	4230	銼	[co3]		
216	4231	鋒	[fung1]		
217	4232	錠	[ding6]	(又)[ding3]	
217	4233	錶	[biu1]		
217	4234	鋸	[geoi3]	(語)[goe3]	
217	4235	錳	[maang5]		
217	4236	錯	"1)[co3]:錯誤
2)[cok8]:交錯"		
217	4237	錢	[cin4]	(古)[zin2]田器	
217	4238	鋼	[gong3]		
217	4239	錫	[sek8]	(又)[sik8]	
217	4240	錄	[luk9]		
217	4241	錚	[zang1]		
217	4242	錐	[zeoi1]		
217	4243	錦	[gam2]		
217	4244	鍍	[dou6]		
217	4245	鎂	[mei5]		
217	4246	錨	[naau4]	(又)[maau4]	
217	4247	鍵	[gin6]		
217	4248	鍊	[lin6]	(語)[lin2]金鍊，亦作金鏈	
217	4249	鍥	[kit8]		
217	4250	鍋	[wo1]		
217	4251	錘	"1)[ceoi4]:鐵錘
2)[seoi4]:稱錘"		
217	4252	鍾	[zung1]		
217	4253	鍬	[ciu1]		
217	4254	鍛	[dyun3]	(又)[dyun6]	
218	4255	鎔	[jung4]		
218	4256	鎊	[bong6]		
218	4257	鎮	[zan3]		
218	4258	鎖	[so2]		
218	4259	鎢	[wu1]		
218	4260	鎳	[nip7]	(又)[nip9]	
218	4261	鏡	[geng3]		
218	4262	鏑	[dik7]		
218	4263	鏟	[caan2]		
218	4264	鏃	[zuk9]		
218	4265	鏖	[ngou4]	(又)[ou1]	
218	4266	鏈	[lin6]	(語)[lin2]	
218	4267	鏢	[biu1]		
218	4268	鏗	[hang1]		
218	4269	鏜	[tong1]	同搪[tong4]	
218	4270	鏘	[coeng1]		
218	4271	鐘	[zung1]		
218	4272	鐃	[naau4]		
218	4273	鏽	[sau3]		
218	4274	鐮	[lim4]		
218	4275	鐳	[leoi4]		
218	4276	鐵	[tit8]		
218	4277	鐺	"1)[dong1]:象聲詞
2)[caang1]:平底淺鍋"		
219	4278	鐸	[dok9]		
219	4279	鐲	[zuk7]		
219	4280	鑄	[zyu3]		
219	4281	鑒	[gaam3]		
219	4282	鑣	[biu1]		
219	4283	鑠	[soek8]		
219	4284	鑲	[soeng1]		
219	4285	鑰	[joek9]		
219	4286	鑾	[lyun4]		
219	4287	鑼	[lo4]		
219	4288	鑽	[zyun3]		
219	4289	鑿	[zok9]		
219	4290	長	"1)[coeng4]:長短＜長物又讀[zoeng6]＞
2)[zoeng2]:長幼"		
219	4291	門	[mun4]		
219	4292	閂	[saan1]		
219	4293	閃	[sim2]		
219	4294	閉	[bai3]		
219	4295	閔	[man5]		
220	4296	閏	[jeon6]		
220	4297	開	[hoi1]		
220	4298	閑	[haan4]		
220	4299	間	"1)[gaan1]:中間
2)[gaan3]:間隙，時間"		
220	4300	閒	[haan4]	(古)通間	
220	4301	閘	[zaap9]		
220	4302	閡	[hat9]		
220	4303	閨	[gwai1]		
220	4304	閩	[man5]	(又)[man4]	
220	4305	閣	[gok8]		
220	4306	閥	[fat9]		
220	4307	閤	[hap9]	通閣	
220	4308	閱	[jyut9]		
220	4309	閭	[leoi4]		
220	4310	閻	[jim4]		
220	4311	闊	[fut8]		
220	4312	闋	[kyut8]		
220	4313	闌	[laan4]		
220	4314	闈	[wai4]		
220	4315	闆	[baan2]		
220	4316	闔	[hap9]		
220	4317	闖	[cong2]	闖蕩江湖又讀[cong3]	
220	4318	闐	[tin4]		
221	4319	關	[gwaan1]		
221	4320	闡	[zin2]	(又)[sin6],[cin2]	
221	4321	闢	[pik7]		
221	4322	阡	[cin1]		
221	4323	防	[fong4]		
221	4324	阮	[jyun2]	(又)[jyun5]	
221	4325	阱	[zing6]	(又)[zeng2]	
221	4326	阪	[baan2]		
221	4327	阜	[fau6]		
221	4328	陀	[to4]		
221	4329	阿	"1)[aa3]:阿姨
2)[o1]:阿諛奉承"		
221	4330	阻	[zo2]		
221	4331	附	[fu6]		
221	4332	限	[haan6]		
221	4333	陋	[lau6]		
221	4334	陌	[mak9]		
221	4335	降	"1)[gong3]:降雨
2)[hong4]:投降"		
221	4336	院	[jyun2]	(又)[jyun6]	
221	4337	陣	[zan6]		
221	4338	陡	[dau2]		
221	4339	陝	[sim2]		
222	4340	陛	[bai6]		
222	4341	除	[ceoi4]		
222	4342	陪	[pui4]		
222	4343	陵	[ling4]		
222	4344	陳	[can4]	(古)同陣	
222	4345	陸	[luk9]		
222	4346	陰	[jam1]		
222	4347	陶	[tou4]	(古人名)[jiu4]皋陶	
222	4348	陷	[haam6]		
222	4349	隊	[deoi6]		
222	4350	隋	[ceoi4]		
222	4351	階	[gaai1]		
222	4352	陽	[joeng4]		
222	4353	隅	[jyu4]		
222	4354	隆	[lung4]		
222	4355	隍	[wong4]		
222	4356	陲	[seoi4]		
222	4357	隘	[aai3]		
222	4358	隔	[gaak8]		
222	4359	隕	[wan5]		
222	4360	隙	[gwik7]		
222	4361	障	[zoeng3]		
222	4362	際	[zai3]		
223	4363	隧	[seoi6]		
223	4364	隨	[ceoi4]		
223	4365	險	[him2]		
223	4366	隱	[jan2]		
223	4367	隴	[lung5]		
223	4368	隸	[dai6]	隸書又音[lai6]	
223	4369	隻	[zek8]		
223	4370	雀	[zoek8]		
223	4371	雇	[gu3]		
223	4372	雁	[ngaan6]		
223	4373	雅	[ngaa5]		
223	4374	雄	[hung4]		
223	4375	集	[zaap9]		
223	4376	雍	[jung1]		
223	4377	雋	[zeon3]	雋永又讀[syun5]	
223	4378	雉	[zi6]		
223	4379	雌	[ci1]		
223	4380	雕	[diu1]	雕刻又讀[tiu1]	
223	4381	雖	[seoi1]		
223	4382	離	[lei4]	(古)[lei6]不可須臾離也	
223	4383	雜	[zaap9]		
224	4384	雙	[soeng1]		
224	4385	雛	[co1]	(又)[co4]	
224	4386	雞	[gai1]		
224	4387	難	"1)[naan4]:難事
2)[naan6]:難民"	(古)同儺[no4]	
224	4388	雨	[jyu5]	(古)[jyu6]夏雨雪	
224	4389	雪	[syut8]		
224	4390	雯	[man4]		
224	4391	雲	[wan4]		
224	4392	雷	[leoi4]		
224	4393	電	[din6]		
224	4394	雹	[bok9]		
224	4395	零	[ling4]		
224	4396	需	[seoi1]		
224	4397	震	[zan3]		
224	4398	霄	[siu1]		
224	4399	霆	[ting4]		
