頁	字碼	漢字	廣州話	備註	數碼化附註
224	4400	霉	[mui4]		
224	4401	霎	[saap8]		
224	4402	霑	[zim1]		
224	4403	霖	[lam4]		
224	4404	霍	[fok8]		
224	4405	霓	[ngai4]		
225	4406	霏	[fei1]		
225	4407	霜	[soeng1]		
225	4408	霞	[haa4]		
225	4409	霪	[jam4]		
225	4410	霧	[mou6]		
225	4411	霸	[baa3]		
225	4412	霹	[pik7]		
225	4413	露	[lou6]		
225	4414	霽	[zai3]		
225	4415	霾	[mai4]	(又)[maai4]	
225	4416	靄	[oi2]		
225	4417	靂	[lik7]	(又)[lik9]	
225	4418	靈	[ling4]		
225	4419	青	[cing1]		
225	4420	靖	[zing6]		
225	4421	靛	[din6]		
225	4422	靜	[zing6]		
225	4423	非	[fei1]		
225	4424	靠	[kaau3]		
225	4425	靡	[mei5]		
226	4426	面	[min6]		
226	4427	靦	"1)[din2]:靦顏
2)[min5]:靦腆"		
226	4428	靨	[jip8]		
226	4429	革	[gaak8]	(古)[gik7]病革	
226	4430	靶	[baa2]		
226	4431	靴	[hoe1]		
226	4432	靼	[daat8]		
226	4433	鞅	[joeng2]		
226	4434	鞍	[on1]		
226	4435	鞋	[haai4]		
226	4436	鞏	[gung2]		
226	4437	鞘	"1)[ciu3]:刀鞘
2)[saau1]:鞭鞘"		
226	4438	鞠	[guk7]		
226	4439	鞣	[jau4]		
226	4440	鞦	[cau1]		
226	4441	鞭	[bin1]		
226	4442	韃	[taat8]		
226	4443	韁	[goeng1]		
227	4444	韆	[cin1]		
227	4445	韋	[wai5]	(又)[wai4]	
227	4446	韓	[hon4]		
227	4447	韜	[tou1]		
227	4448	韭	[gau2]		
227	4449	音	[jam1]		
227	4450	章	[zoeng1]		
227	4451	竟	[ging2]		
227	4452	韶	[siu4]		
227	4453	韻	[wan6]		
227	4454	響	[hoeng2]		
227	4455	頁	[jip9]		
227	4456	頂	[ding2]		
227	4457	頃	[king2]		
227	4458	項	[hong6]		
227	4459	順	[seon6]		
227	4460	須	[seoi1]	(古)通鬚	
228	4461	預	[jyu6]		
228	4462	頑	[waan4]		
228	4463	頓	[deon6]	(古人名)[duk9]冒頓	
228	4464	頒	[baan1]		
228	4465	頌	[zung6]		
228	4466	頗	[po2]	[po1]偏頗,(古人名)廉頗	
228	4467	領	[ling5]		
228	4468	頡	[kit8]		
228	4469	頰	[gaap8]		
228	4470	頸	[geng2]		
228	4471	頻	[pan4]		
228	4472	頭	[tau4]		
228	4473	頤	[ji4]		
228	4474	頷	[ham5]		
228	4475	頹	[teoi4]		
228	4476	顆	[fo2]		
228	4477	額	[ngaak9]		
228	4478	顏	[ngaan4]		
228	4479	題	[tai4]		
228	4480	顎	[ngok9]		
228	4481	類	[leoi6]		
228	4482	願	[jyun6]		
228	4483	顛	[din1]		
228	4484	顧	[gu3]		
228	4485	顫	[zin3]		
229	4486	顯	[hin2]		
229	4487	顰	[pan4]		
229	4488	顱	[lou4]		
229	4489	風	[fung1]	(古)又同諷[fung3]	
229	4490	颯	[saap8]		
229	4491	颱	[toi4]		
229	4492	颳	[gwaat8]		
229	4493	颶	[geoi6]		
229	4494	颺	[joeng4]		
229	4495	颼	[sau1]		
229	4496	飄	[piu1]		
229	4497	飛	[fei1]		
229	4498	食	[sik9]	"1)(古)[zi6]拿東西給人吃
2)(古人名)[ji6]食其"	
229	4499	飢	[gei1]		
229	4500	飧	[syun1]		
229	4501	飪	[jam6]	(又)[jan5]	
229	4502	飯	[faan6]		
230	4503	飩	[tan1]		
230	4504	飲	"1)[jam2]:飲水
2)[jam3]:飲馬，飲牛"		
230	4505	飭	[cik7]		
230	4506	飼	[zi6]		
230	4507	飴	[ji4]		
230	4508	飽	[baau2]		
230	4509	飾	[sik7]		
230	4510	餃	[gaau2]		
230	4511	餅	[beng2]		
230	4512	餌	[nei6]		
230	4513	餉	[hoeng2]		
230	4514	養	[joeng5]	(古)[joeng6]奉養	
230	4515	餐	[caan1]		
230	4516	餓	[ngo6]		
230	4517	餒	[neoi5]	"(又)[noi5]
(俗)[leoi5]"	
230	4518	餘	[jyu4]		
230	4519	館	[gun2]		
230	4520	餞	[zin3]		
230	4521	餛	[wan4]		
230	4522	餡	[haam2]	(又)[haam6]	
230	4523	餵	[wai3]		
230	4524	餿	[sau1]	(語)[suk7]	
230	4525	餾	[lau6]		
231	4526	餽	[gwai6]		
231	4527	饅	[maan6]	(又)[maan4]	
231	4528	饒	[jiu4]		
231	4529	饑	[gei1]		
231	4530	饜	[jim3]		
231	4531	饞	[caam4]		
231	4532	首	[sau2]		
231	4533	香	[hoeng1]		
231	4534	馥	[fuk7]		
231	4535	馨	[hing1]		
231	4536	馬	[maa5]		
231	4537	馮	[fung4]	(古)通憑	
231	4538	馭	[jyu6]		
231	4539	馳	[ci4]		
231	4540	馱	[to4]		
231	4541	馴	[seon4]		
231	4542	駁	[bok8]		
231	4543	駝	[to4]		
231	4544	駐	[zyu3]		
232	4545	駕	[gaa3]		
232	4546	駟	[si3]		
232	4547	駛	[sai2]		
232	4548	駑	[nou4]		
232	4549	駒	[keoi1]		
232	4550	駙	[fu6]		
232	4551	駭	[haai5]		
232	4552	駢	[pin4]	(又)[ping4]	
232	4553	駱	[lok8]		
232	4554	騁	[cing2]		
232	4555	駿	[zeon3]		
232	4556	騎	"1)[ke4]:騎馬
2)[kei4]:車騎"		
232	4557	騙	[pin3]		
232	4558	騖	[mou6]		
232	4559	騫	[hin1]		
232	4560	騷	[sou1]		
232	4561	驣	[tang4]		
232	4562	驅	[keoi1]		
232	4563	驃	"1)[piu3]:驃勇
2)[biu1]:黃驃馬"		
232	4564	驀	[mak9]		
232	4565	騾	[leoi4]	(又)[lo4]	
232	4566	驕	[giu1]		
232	4567	驚	[ging1]		
232	4568	驛	[jik9]		
233	4569	驗	[jim6]		
233	4570	驟	[zaau6]		
233	4571	驢	[lou4]	(又)[leoi4]	
233	4572	驥	[kei3]		
233	4573	驪	[lei4]		
233	4574	骨	[gwat7]		
233	4575	骯	[ong1]		
233	4576	骰	[sik7]	(又)[tau4]	
233	4577	骷	[fu1]		
233	4578	骸	[haai4]	(又)[hoi4]	
233	4579	骼	[gaak8]		
233	4580	髏	[lau4]		
233	4581	髒	[zong1]		
233	4582	髓	[seoi5]		
233	4583	體	[tai2]		
233	4584	高	[gou1]		
233	4585	髦	[mou4]	(又)[mou1]	
233	4586	髮	[faat8]		
234	4587	髯	[jim4]		
234	4588	髻	[gai3]		
234	4589	髭	[zi1]		
234	4590	鬃	[zung1]		
234	4591	鬆	[sung1]		
234	4592	鬍	[wu4]		
234	4593	鬚	[sou1]		
234	4594	鬢	[ban3]		
234	4595	鬥	[dau3]		
234	4596	鬧	[naau6]		
234	4597	鬨	"1)[hung3]:鬨騙
2)[hung1]:鬨堂大笑"		
234	4598	鬱	[wat7]		
234	4599	鬼	[gwai2]		
234	4600	魁	[fui1]		
234	4601	魂	[wan4]		
234	4602	魅	[mei6]		
234	4603	魄	[paak8]		
234	4604	魏	[ngai6]		
234	4605	魔	[mo1]		
235	4606	魘	[jim2]		
235	4607	魚	[jyu4]		
235	4608	魷	[jau4]		
235	4609	魯	[lou5]		
235	4610	鮑	"1)[baau1]:鮑魚，姓鮑
2)[baau6]:鮑魚之肆，姓鮑"		
235	4611	鮮	"1)[sin1]:鮮果
2)[sin2]:鮮見"		
235	4612	鮫	[gaau1]		
235	4613	鯊	[saa1]		
235	4614	鯽	[zik7]		
235	4615	鯉	[lei5]		
235	4616	鯨	[king4]		
235	4617	鰓	[soi1]		
235	4618	鰍	[cau1]		
235	4619	鰭	[kei4]		
235	4620	鰥	[gwaan1]		
235	4621	鰱	[lin4]		
235	4622	鰾	[piu5]		
235	4623	鰻	[maan4]		
235	4624	鱔	[sin5]		
235	4625	鱗	[leon4]		
235	4626	鱖	[gwai3]	(又)[kyut8]	
236	4627	鱷	[ngok9]		
236	4628	鱸	[lou4]		
236	4629	鳥	[niu5]		
236	4630	鳩	[kau1]		
236	4631	鳶	[jyun1]		
236	4632	鳴	[ming4]		
236	4633	鳳	[fung6]		
236	4634	鴆	[zam6]		
236	4635	鴉	[aa1]		
236	4636	鴕	[to4]		
236	4637	鴣	[gu1]		
236	4638	鴦	[joeng1]		
236	4639	鴨	[aap8]		
236	4640	鴛	[jyun1]		
236	4641	鴻	[hung4]		
236	4642	鴿	[gap8]		
236	4643	鵑	[gyun1]		
236	4644	鵝	[ngo4]		
236	4645	鵠	"1)[guk7]:鵠的
2)[huk9]:鴻鵠"		
236	4646	鶉	[ceon1]	(又)[seon4]	
236	4647	鵡	[mou5]		
236	4648	鵲	[zoek8]	(又)[coek8]	
236	4649	鵪	[am1]		
237	4650	鵬	[paang4]		
237	4651	鶯	[ang1]		
237	4652	鶴	[hok9]		
237	4653	鷂	[jiu2]		
237	4654	鷓	[ze3]		
237	4655	鷗	[au1]		
237	4656	鷥	[si1]		
237	4657	鷹	[jing1]		
237	4658	鷺	[lou6]		
237	4659	鸚	[jing1]		
237	4660	鸞	[lyun4]		
237	4661	鹹	[haam4]		
237	4662	鹽	[jim4]		
237	4663	鹼	[gaan2]		
237	4664	鹿	[luk9]		
237	4665	麋	[mei4]		
237	4666	麒	[kei4]		
237	4667	麗	[lai6]		
237	4668	麓	[luk7]		
237	4669	麝	[se6]		
237	4670	麟	[leon4]		
238	4671	麥	[mak9]		
238	4672	麩	[fu1]		
238	4673	麪	[min6]		
238	4674	麴	[guk7]	(又)同麯[kuk7]	
238	4675	麻	[maa4]		
238	4676	麼	[mo1]		
238	4677	麾	[fai1]		
238	4678	黃	[wong4]		
238	4679	黍	[syu2]		
238	4680	黎	[lai4]		
238	4681	黏	[nim1]	(又)[nim4]	
238	4682	黑	[hak7]		
238	4683	墨	[mak9]		
238	4684	默	[mak9]		
238	4685	黔	[kim4]		
239	4686	點	[dim2]		
239	4687	黜	[zyut8]	(又)[zeot7]	
239	4688	黝	[jau2]		
239	4689	黛	[doi6]		
239	4690	黠	[kit8]		
239	4691	黨	[dong2]		
239	4692	黯	[am2]		
239	4693	黴	[mui4]	(又)[mei4]	
239	4694	黷	[duk9]		
239	4695	鼈	[bit8]		
239	4696	鼇	[ngou4]		
239	4697	鼎	[ding2]		
239	4698	鼓	[gu2]		
239	4699	鼕	[dung1]		
239	4700	鼙	[pei4]		
239	4701	鼠	[syu2]		
239	4702	鼬	[jau6]		
239	4703	鼴	[jin2]		
240	4704	鼻	[bei6]		
240	4705	鼾	[hon4]		
240	4706	齊	"1)[cai4]:整齊
2)[zi1]:齊衰"	(古)通齋	
240	4707	齋	[zaai1]		
240	4708	齒	[ci2]		
240	4709	齟	[zeoi2]		
240	4710	齣	[ceot7]		
240	4711	齡	[ling4]		
240	4712	齦	[ngan4]	同啃[hang2]	
240	4713	齬	[jyu5]		
240	4714	齪	[cuk7]		
240	4715	齷	[ak7]		
240	4716	齲	[geoi2]		
240	4717	龍	[lung4]		
240	4718	龔	[gung1]		
241	4719	龜	[gwai1]	"1)(古)[gwan1]不龜手之藥
2)(古國名)[kau1]"	
241	4720	佈	[bou3]		
241	4721	冪	[mik9]		
241	4722	吊	[diu3]		
241	4723	咧	[lit9]		
241	4724	咩	[me1]		
241	4725	啥	[saa2]		
241	4726	嘆	[taan3]		
241	4727	墩	[deon1]		
241	4728	娶	[ceoi2]	(又)[ceoi3]	
241	4729	嬰	[jing1]		
241	4730	崗	[gong1]		
241	4731	嵌	[*ham3]	(又)[ham6]	
241	4732	帕	[paak8]		
241	4733	慳	[haan1]		
241	4734	懼	[geoi6]		
241	4735	咸	[haam4]		
241	4736	昇	[sing1]		
241	4737	杆	[gon1]		
242	4738	枱	[toi4]		
242	4739	榦	[gon3]		
242	4740	樑	[loeng4]		
242	4741	洩	[sit8]		
242	4742	濕	[sap7]		
242	4743	煨	[wui1]		
242	4744	琦	[kei4]		
242	4745	着	"1)[zoek8]:衣着
2)[zoek9]:看着，着涼"		
242	4746	瞎	[hat9]		
242	4747	稀	[hei1]		
242	4748	籃	[laam4]		
242	4749	絢	[hyun3]		
242	4750	緊	[gan2]		
242	4751	繞	[jiu2]	(又)[jiu5]	
242	4752	繳	[giu2]		
242	4753	纔	[coi4]		
242	4754	肇	[siu6]		
242	4755	茲	"1)[zi1]:念茲在茲
2)[ci4]:龜茲"		
242	4756	荃	[cyun4]		
242	4757	視	[si6]		
242	4758	蹟	[zik7]		
243	4759	鎚	[ceoi4]		
243	4760	鑑	[gaam3]		
243	4761	韌	[jan6]		
