# 資料庫版本: 2018-10-31
編號	頁	欄	字	紀錄	紀錄標記 (空白:主條目;C:勘誤欄;A:約解讀音)	廣話切	統一反切上字	統一反切下字	反切標記	粵拼聲母	粵拼韻母	粵拼聲調	九聲聲調	粵拼	現代粵音:標記	約解	經校訂修正	校訂註
264	9	1	僵	1/1		岡槍	岡	槍		g	oeng	1	1	goeng1		不活動也		
265	9	1	價	1/1		岡掛	岡	掛		g	aa	3	3	gaa3		物～，時～		
266	9	1	僻	1/1		旁激	旁	激		p	ik	1	7	pik1		偏～，荒～，詭～，非平正通達也		
267	9	1	儀	1/1		也時	也	時		j	i	4	4	ji4		容也。禮～，威～		
268	9	1	億	1/1		也昔	也	昔		j	ik	1	7	jik1		十萬為億		
269	9	1	儆	1/1		岡炯	岡	炯		g	ing	2	2	ging2		戒也		
270	9	1	儈	1/2		狂悔	狂	悔		kw	ui	3	3	kwui3		牙～，買賣之經手人也。或作上上聲		
270	9	1	儈	2/2	A					k	ui	2	2	kui2	also			
271	9	1	儉	1/1		岡念	岡	念		g	im	6	6	gim6		慳～，有節制也。貧～，寒～，不豐也		
272	9	1	儌	1/1		康嬌	康	嬌		h	iu	1	1	hiu1		～倖，妄冀意外之獲也		
273	9	1	儐	1/2		邦根	邦	根		b	an	1	1	ban1		相也，前導以贊禮也。又上去聲		
273	9	1	儐	2/2	A					b	an	3	3	ban3	also			
274	9	1	儒	1/1		也殊	也	殊		j	yu	4	4	jyu4		學者之稱也		
275	9	1	儔	1/1		創求	創	求		c	au	4	4	cau4		眾也，同輩也		
276	9	1	儕	1/1		倉迷	倉	迷		c	ai	4	4	cai4		同等也		
277	9	1	儘	1/1		臧笋	臧	笋		z	eon	2	2	zeon2		～數，～著，充量之詞也		
278	9	1	償	1/1		爽祥	爽	祥		s	oeng	4	4	soeng4		還債也，酬報也		
279	9	1	儡	1/1		郎拒	郎	拒		l	eoi	5	5	leoi5		傀～，見上		
280	9	1	優	1/1		也鳩	也	鳩		j	au	1	1	jau1		有餘也，勝也，戲劇之人也		
281	9	1	儲	1/1		創殊	創	殊		c	yu	4	4	cyu4		蓄積也		
282	9	1	儷	1/1		郎跪	郎	跪		l	ai	6	6	lai6		並也，偶也		
283	9	1	儼	1/1		也歛	也	斂		j	im	5	5	jim5		～若，敬也。～然，十足像樣也		
284	9	2	兀	1/1		昂吉	昂	吉		ng	at	1	7	ngat1		～立，特立也。～～，不動也。又～地		
285	9	2	允	1/1		汪憤	汪	憤		w	an	5	5	wan5		肯也	Y	反切原作「江憤」。「江」非反切上字而與「汪」字形相近，故易作「汪憤」
286	9	2	元	1/1		也權	也	權		j	yun	4	4	jyun4		始也，首也，大也。～～：百姓也		
287	9	2	兄	1/1		康經	康	經		h	ing	1	1	hing1		男子先產者為～。長姊亦稱女～		
288	9	2	充	1/1		創恭	創	恭		c	ung	1	1	cung1		滿也，實也，塞也，當也		
289	9	2	兆	1/1		爽妙	爽	妙		s	iu	6	6	siu6		吉～，～頭。又百萬為～		
290	9	2	兇	1/1		康恭	康	恭		h	ung	1	1	hung1		～徒，～犯：惡也		
291	9	2	先	1/1		桑堅	桑	堅		s	in	1	1	sin1		對後而言也		
292	9	2	先	1/1		桑見	桑	見		s	in	3	3	sin3		～之也，活用		
293	9	2	光	1/1		昆岡	昆	岡		gw	ong	1	1	gwong1		～明也。候～，～臨：榮也。又滑也，盡也		
294	9	2	克	1/1		康握	康	握		h	aak	1	7	haak1		能也，勝也		
295	9	2	兌	1/1		當句	當	句		d	eoi	3	3	deoi3		～換。卦名		
296	9	2	免	1/1		亡璉	亡	璉		m	in	5	5	min5		去也，脫也		
297	9	2	兒	1/1		也時	也	時		j	i	4	4	ji4		孩子也		
298	9	2	兔	1/1		湯告	湯	告		t	ou	3	3	tou3		獸名		
299	9	2	兕	1/1		倉市	倉	市		c	i	5	5	ci5		獸名		
300	9	2	兗	1/1		也剪	也	剪		j	in	2	2	jin2		古九州之一，山東直隷交界即其地		
301	9	2	兜	1/1		當鳩	當	鳩		d	au	1	1	dau1		～鍪：首甲也。風～：涼篷。～肚：肚遮也		
302	9	2	兢	1/2		岡青	岡	青	E	g	eng	1	1	geng1		～～：戒慎也		
302	9	2	兢	2/2	C	岡猩	岡	猩		g	ing	1	1	ging1				
303	9	2	入	1/1		也合	也	合		j	ap	6	9	jap6		～內也，納也，得也。如～款，～息，收～		
304	9	2	內	1/1		囊在	囊	在		n	oi	6	6	noi6		裏也。～子，～人：妻也。～親：妻之姻党		
305	9	2	內	1/1		囊立	囊	立		n	aap	6	9	naap6		同納		
306	9	3	全	1/1		倉權	倉	權		c	yun	4	4	cyun4		完～，齊～		
307	9	3	兩	1/2		郎蔃	郎	蔃		l	oeng	5	5	loeng5		匹耦也，猶言一對。又百～讀上去聲		
307	9	3	兩	2/2	A					l	oeng	3	3	loeng3	also			
308	9	3	兩	1/1		郎想	郎	想		l	oeng	2	2	loeng2		衡法，十錢為一～也		
309	9	3	俞	1/1		也殊	也	殊		j	yu	4	4	jyu4		應聲也。男曰唯，女曰～，言其聲宜長		
310	9	3	八	1/1		邦刮	邦	刮		b	aat	3	8	baat3		數名		
311	9	3	公	1/1		岡宗	岡	宗		g	ung	1	1	gung1		無私也，事出于眾也，與眾共之也		
312	9	3	六	1/1		郎局	郎	局		l	uk	6	9	luk6		數名		
313	9	3	兮	1/1		康齊	康	齊		h	ai	4	4	hai4		語助詞		
314	9	3	共	1/1		岡鳳	岡	鳳		g	ung	6	6	gung6		同也，合也，公也		
315	9	3	共	1/1		岡宗	岡	宗		g	ung	1	1	gung1		通恭		
316	9	3	共	1/1		岡孔	岡	孔		g	ung	2	2	gung2		向也		
317	9	3	兵	1/2		邦驚	邦	驚	E	b	eng	1	1	beng1		～器也，～士也		
317	9	3	兵	2/2	C	邦猩	邦	猩		b	ing	1	1	bing1				
318	9	3	其	1/2		慷肥	慷	肥		k	ei	4	4	kei4		指物之詞，猶言佢也。又彼～，讀基		
318	9	3	其	2/2	A					g	ei	1	1	gei1	proper_noun			
319	9	3	具	1/1		岡瑞	岡	瑞		g	eoi	6	6	geoi6		俻也，器用也		
320	9	3	典	1/1		當剪	當	剪		d	in	2	2	din2		法也，常也，主其事也。～當，押物於人		
321	9	3	兼	1/1		岡尖	岡	尖		g	im	1	1	gim1		并也，分者合之也		
322	9	3	冀	1/2		港臂	港	臂	E	k	ei	3	3	kei3		古九州之一，又欲望也		
322	9	3	冀	2/2	C	慷臂	慷	臂		k	ei	3	3	kei3				
323	9	3	冉	1/1		也斂	也	斂		j	im	5	5	jim5		姓也		
324	9	3	冊	1/1		創格	創	格		c	aak	3	8	caak3		書～，猶言書一本也		
325	9	3	再	1/1		臧概	臧	概		z	oi	3	3	zoi3		又也，重也，仍也		
326	9	4	冑	1/1		莊埠	莊	埠		z	au	6	6	zau6		戰時所戴之冠也		
327	9	4	冒	1/1		亡做	亡	做		m	ou	6	6	mou6		～險，～雨，不畏避也。～昧：不明也		
328	9	4	冕	1/1		亡璉	亡	璉		m	in	5	5	min5		冠～：朝祭之冠也		
329	9	4	冠	1/1		光歡	光	歡		gw	un	1	1	gwun1		加於首上之服，猶今之帽也		
330	9	4	冠	1/1		光判	光	判		gw	un	3	3	gwun3		～禮，～者：猶言成人。～軍：猶言第一		
331	9	4	冢	1/1		創拱	創	拱		c	ung	2	2	cung2		高墳也。～子：長子。～宰：古百官之長		
332	9	4	冤	1/1		也捐	也	捐		j	yun	1	1	jyun1		枉屈也		
333	9	4	冥	1/1		亡瓊	亡	瓊		m	ing	4	4	ming4		幽也。～頑：昧也。蒼～：天也。冥～：深思		
334	9	4	冬	1/1		當恭	當	恭		d	ung	1	1	dung1		三～，孟～，仲～，季～：十月、十一月、十二月也		
335	9	4	冰	1/1		邦經	邦	經		b	ing	1	1	bing1		水遇寒而凝也		
336	9	4	冲	1/1		創恭	創	恭		c	ung	1	1	cung1		和也，深也。～人，幼～：稚子也		
337	9	4	冶	1/1		也社	也	社		j	e	5	5	je5		鎔鐵也，裝飾也		
338	9	4	冷	1/1		郎猛	郎	猛		l	aang	5	5	laang5		寒也。～宮，～署：清閒也		
339	9	4	冽	1/1		郎傑	郎	傑		l	it	6	9	lit6		寒氣也		
340	9	4	准	1/1		莊笋	莊	笋		z	eon	2	2	zeon2		～期，對～：定也。照～，批～：許可也		
341	9	4	凊	1/1		臧競	臧	競		z	ing	6	6	zing6		夏天取涼也		
342	9	4	凋	1/1		當嬌	當	嬌		d	iu	1	1	diu1		～零，～敝：半傷也		
343	9	4	凍	1/1		當貢	當	貢		d	ung	3	3	dung3		結冰也，冷也		
344	9	4	凜	1/1		郎妗	郎	妗		l	am	5	5	lam5		寒甚也		
345	9	4	凝	1/1		也瓊	也	瓊		j	ing	4	4	jing4		結也，聚也		
346	10	1	几	1/2		岡非	岡	非		g	ei	1	1	gei1		小案為～。本上上聲		
346	10	1	几	2/2	A					g	ei	2	2	gei2	original			
347	10	1	几	1/1		也史	也	史		j	i	2	2	ji2		同上，～席		
348	10	1	凡	1/1		方蘭	方	蘭		f	aan	4	4	faan4		統括、總計之稱也，平庸也		
349	10	1	凭	1/3		邦層	邦	層	E	b	ang	4	4	bang4		依几也。又下去聲		
349	10	1	凭	2/3	C	旁層	旁	層		p	ang	4	4	pang4				
349	10	1	凭	3/3	A					b	ang	6	6	bang6	also			
350	10	1	凰	1/2		威狂	威	狂	XE							鳳～，鳳之雄也		
350	10	1	凰	2/2	C	蛙狂	蛙	狂		w	ong	4	4	wong4				
351	10	1	凱	1/1		康改	康	改		h	oi	2	2	hoi2		和也，樂也。～旋，軍行得勝而還也		
352	10	1	凶	1/1		康恭	康	恭		h	ung	1	1	hung1		惡也，逆也，歲不豐熟也		
353	10	1	凸	1/1		當掘	當	掘		d	at	6	9	dat6		物之高出者也		
354	10	1	凹	1/1		囊急	囊	急		n	ap	1	7	nap1		物之低下者也		
355	10	1	凹	1/1		戇鳩	戇	鳩			au	1	1	au1		同上		
356	10	1	出	1/1		創率	創	率		c	eot	1	7	ceot1		自內而出也		
357	10	1	函	1/1		康慚	康	慚		h	aam	4	4	haam4		甲也，容也，套封也，匣也		
358	10	1	刀	1/1		當高	當	高		d	ou	1	1	dou1		～劍，～叉		
359	10	1	刁	1/1		當嬌	當	嬌		d	iu	1	1	diu1		～蠻，～風，蠻橫不受管束也		
360	10	1	刃	1/1		也近	也	近		j	an	6	6	jan6		刀口銳利也		
361	10	1	分	1/1		方根	方	根		f	an	1	1	fan1		～開，～辨，～數，～釐，～毫		
362	10	1	分	1/1		方近	方	近		f	an	6	6	fan6		名～，職～		
363	10	1	切	1/1		倉結	倉	結		c	it	3	8	cit3		～瓜，～菜，情～，親～		
364	10	1	切	1/1		倉計	倉	計		c	ai	3	3	cai3		一～，猶言一概也		
365	10	1	刈	1/1		昂跪	昂	跪		ng	ai	6	6	ngai6		割也		
366	10	2	刋	1/2		康干	康	干		h	on	1	1	hon1		刻也。刊板或讀灘上平		
366	10	2	刋	2/2	A					t	aan	1	1	taan1	also			
367	10	2	刎	1/1		亡憤	亡	憤		m	an	5	5	man5		以刀割頸也		
368	10	2	刑	1/1		也瓊	也	瓊		j	ing	4	4	jing4		法也，殺也		
369	10	2	划	1/1		汪加	汪	加		w	aa	1	1	waa1		行船也，或同扒		
370	10	2	刖	1/1		也絕	也	絕		j	yut	6	9	jyut6		斷足也		
371	10	2	列	1/1		郎傑	郎	傑		l	it	6	9	lit6		行～也，布也，陳也		
372	10	2	初	1/1		創歌	創	歌		c	o	1	1	co1		始也，本原也		
373	10	2	刪	1/1		爽奸	爽	奸		s	aan	1	1	saan1		削除也		
374	10	2	判	1/1		旁貫	旁	貫		p	un	3	3	pun3		～袂：分離也。～事，裁～：斷決也		
375	10	2	別	1/1		邦傑	邦	傑		b	it	6	9	bit6		區～：分～也。～情，～緒：離～也		
376	10	2	刧	1/1		岡接	岡	接		g	ip	3	8	gip3		強取也		
377	10	2	刨	1/1		旁巢	旁	巢		p	aau	4	4	paau4		削也		
378	10	2	利	1/1		郎忌	郎	忌		l	ei	6	6	lei6		便～，不阻也。地～：功用也。～息：益也		
379	10	2	刮	1/1		光法	光	法		gw	aat	3	8	gwaat3		削也，淨也		
380	10	2	到	1/1		當告	當	告		d	ou	3	3	dou3		至也，達也，周密也		
381	10	2	制	1/1		莊計	莊	計		z	ai	3	3	zai3		成法也，造也，治也，斷也		
382	10	2	刷	1/1		爽刮	爽	刮		s	aat	3	8	saat3		清也，除也		
383	10	2	券	1/1		康暖	康	暖		h	yun	5	5	hyun5		契約也。入場～		
384	10	2	刺	1/1		倉至	倉	至		c	i	3	3	ci3		～繡：入也。譏～：責也。～史：察也，官名		
385	10	2	刺	1/1		倉激	倉	激		c	ik	1	7	cik1		～人：殺也。～船：撐也。～探：偵伺也		
386	10	2	刻	1/1		康握	康	握		h	aak	1	7	haak1		～鏤，時～，～剝，～薄，～毒		
387	10	2	剃	1/1		湯計	湯	計		t	ai	3	3	tai3		除也		
388	10	2	剄	1/1		岡炯	岡	炯		g	ing	2	2	ging2		割頸也		
389	10	3	則	1/1		臧塞	臧	塞		z	ak	1	7	zak1		法也，助詞也，有即字、就字之意		
390	10	3	削	1/1		爽腳	爽	腳		s	oek	3	8	soek3		刮～也，奪除也		
391	10	3	剋	1/1		康握	康	握		h	aak	1	7	haak1		勝也，必也，急也		
392	10	3	前	1/1		倉虔	倉	虔		c	in	4	4	cin4		面～，對後而言也。～事。又進～，向～		
393	10	3	剔	1/1		湯激	湯	激		t	ik	1	7	tik1		觧也，挑選也		
394	10	3	剖	1/1		旁絞	旁	絞		p	aau	2	2	paau2		破開也		
395	10	3	剗	1/1		創簡	創	簡		c	aan	2	2	caan2		削也，平也		
396	10	3	剛	1/1		根光	根	光		g	ong	1	1	gong1		堅也，適然也		
397	10	3	剜	1/2		也捐	也	捐	E	j	yun	1	1	jyun1		以刀宛轉取之也		
397	10	3	剜	2/2	C	汪管	汪	管		w	un	2	2	wun2				
398	10	3	剝	1/2		亡上			XE							削也，落也，除擊也，去皮也		
398	10	3	剝	2/2	C	亡上入			N	m	ok	1	7	mok1				
399	10	3	剝	1/1		亡各	亡	各		m	ok	3	8	mok3		同上		
400	10	3	剩	1/1		莊競	莊	競		z	ing	6	6	zing6		餘也，同賸		
401	10	3	副	1/1		方故	方	故		f	u	3	3	fu3		佐也，助也，稱也。全～，一～，齊也		
402	10	3	割	1/1		岡渴	岡	渴		g	ot	3	8	got3		分也，損也		
403	10	3	剴	1/3		康改	康	改		h	oi	2	2	hoi2		～切，切中事理也。本上平、上去		
403	10	3	剴	2/3	A					h	oi	1	1	hoi1	original			
403	10	3	剴	3/3	A					h	oi	3	3	hoi3	original			
404	10	3	創	1/1		叉岡	叉	岡		c	ong	1	1	cong1		受傷也		
405	10	3	創	1/1		叉降	叉	降		c	ong	3	3	cong3		始也，造也，懲戒也		
406	10	3	剽	1/1		旁叫	旁	叫		p	iu	3	3	piu3		刧也，輕也，急也		
407	10	3	剷	1/1		創簡	創	簡		c	aan	2	2	caan2		除也，～除		
408	10	3	剿	1/1		臧繳	臧	繳		z	iu	2	2	ziu2		滅也，平也		
409	10	3	劃	1/1		汪賊	汪	賊		w	aak	6	9	waak6		以刀～破也		
410	10	3	劇	1/2		岡笛	岡	笛	E	g	ek	6	9	gek6		甚也，艱也，增也，戲也		
410	10	3	劇	2/2	C	慷笛	慷	笛		k	ek	6	9	kek6				
411	10	3	劈	1/1		旁隻	旁	隻		p	ek	3	8	pek3		～柴，～開		
412	10	4	劉	1/1		郎求	郎	求		l	au	4	4	lau4		敷陳也。虔～：殺也		
413	10	4	劍	1/1		岡欠	岡	欠		g	im	3	3	gim3		刀～		
414	10	4	劑	1/3		臧觧	臧	解	E	z	aai	2	2	zaai2		藥～，調～。又券，契也。上平		
414	10	4	劑	2/3	C	臧啟	臧	啟		z	ai	2	2	zai2				
414	10	4	劑	3/3	A					z	ai	1	1	zai1	also			
415	10	4	劓	1/1		邦忌	邦	忌		b	ei	6	6	bei6		割鼻也，古五刑之一		
416	10	4	劘	1/1		亡肥	亡	肥		m	ei	4	4	mei4		切～：猶言磋磨		
417	10	4	劚	1/1		莊谷	莊	谷		z	uk	1	7	zuk1		斫也		
418	10	4	力	1/1		郎極	郎	極		l	ik	6	9	lik6		～量也，勤也，務也		
419	10	4	功	1/1		岡宗	岡	宗		g	ung	1	1	gung1		事也，效也		
420	10	4	加	1/1		岡瓜	岡	瓜		g	aa	1	1	gaa1		益也		
421	10	4	劣	1/1		郎决	郎	決		l	yut	3	8	lyut3		不足也，鄙也		
422	10	4	助	1/1		莊懦	莊	懦		z	o	6	6	zo6		益也，佐也		
423	10	4	努	1/1		囊母	囊	母		n	ou	5	5	nou5		勉也，用力也		
424	10	4	劬	1/1		慷隨	慷	隨		k	eoi	4	4	keoi4		勞也		
425	10	4	効	1/1		康貌	康	貌		h	aau	6	6	haau6		投～，報～：自願盡力也		
426	10	4	劾	1/1		康掘	康	掘		h	at	6	9	hat6		參～，糾～：論人罪狀也		
427	10	4	勁	1/1		岡靜	岡	靜		g	ing	6	6	ging6		強也，健也，堅也		
428	10	4	勃	1/1		邦沒	邦	沒		b	ut	6	9	but6		猝也，變色也，盛也		
429	10	4	勇	1/1		也隴	也	隴		j	ung	5	5	jung5		果敢也，勇力也，兵卒也		
430	10	4	勉	1/1		亡璉	亡	璉		m	in	5	5	min5		盡力也，勸誘也		
431	10	4	勒	1/1		郎墨	郎	墨		l	ak	6	9	lak6		馬絡頭也，抑也，刻也		
432	10	4	動	1/1		當共	當	共		d	ung	6	6	dung6		行為也，起也，發端也		
433	10	4	勖	1/1		也谷	也	谷		j	uk	1	7	juk1		勉也		
434	11	1	勘	1/2		康鑒	康	鑒	E	h	aam	3	3	haam3		覆定也，審囚也		
434	11	1	勘	2/2	C	康扲	康	扲		h	am	6	6	ham6				
435	11	1	務	1/1		亡做	亡	做		m	ou	6	6	mou6		事～也，專力也，收稅之處也		
436	11	1	勝	1/1		爽敬	爽	敬		s	ing	3	3	sing3		優～也，形勢也，首飾也		
437	11	1	勝	1/1		爽經	爽	經		s	ing	1	1	sing1		任也，盡也，不～		
438	11	1	勞	1/1		郎曹	郎	曹		l	ou	4	4	lou4		用力過甚也，事功也		
439	11	1	勞	1/1		郎做	郎	做		l	ou	6	6	lou6		慰也		
440	11	1	募	1/1		亡做	亡	做		m	ou	6	6	mou6		招集也，廣求也		
441	11	1	勢	1/1		爽計	爽	計		s	ai	3	3	sai3		形狀也，式樣也，權力也，機會也		
442	11	1	勣	1/1		臧激	臧	激		z	ik	1	7	zik1		功也		
443	11	1	勤	1/1		慷焚	慷	焚		k	an	4	4	kan4		盡心力也，不厭倦也，勞苦也		
444	11	1	勳	1/1		方根	方	根		f	an	1	1	fan1		功也		
445	11	1	勵	1/1		郎跪	郎	跪		l	ai	6	6	lai6		勉力也		
446	11	1	勸	1/1		康絹	康	絹		h	yun	3	3	hyun3		獎勉也		
447	11	1	勦	1/1		臧繳	臧	繳		z	iu	2	2	ziu2		～說，襲取也		
448	11	1	勺	1/1		創腳	創	腳		c	oek	3	8	coek3		量名，升中百分之一。十～為合也		
449	11	1	勻	1/1		汪勤	汪	勤		w	an	4	4	wan4		均也，齊也		
450	11	1	勾	1/1		昂鳩	昂	鳩		ng	au	1	1	ngau1		曲也。～股，算術名。～取，捕也。通鈎		
451	11	1	勿	1/1		亡掘	亡	掘		m	at	6	9	mat6		禁止也		
452	11	1	包	1/1		邦交	邦	交		b	aau	1	1	baau1		裹也，容也		
453	11	1	匈	1/1		康恭	康	恭		h	ung	1	1	hung1		～～，喧擾也		
454	11	1	匊	1/1		岡曲	岡	曲		g	uk	1	7	guk1		掬物在手也		
455	11	1	匍	1/1		旁曹	旁	曹		p	ou	4	4	pou4		～匐，伏也		
456	11	2	匐	1/1		邦賊	邦	賊		b	aak	6	9	baak6		同上		
457	11	2	匏	1/1		旁巢	旁	巢		p	aau	4	4	paau4		葫蘆殼也		
458	11	2	匕	1/1		邦匪	邦	匪		b	ei	2	2	bei2		匙也，小刀也		
459	11	2	化	1/1		方駕	方	駕		f	aa	3	3	faa3		造～，變～，文～，教～，募～，～緣		
460	11	2	北	1/1		邦塞	邦	塞		b	ak	1	7	bak1		～方，又敗走也		
461	11	2	匙	1/1		爽慈	爽	慈		s	i	4	4	si4		～羮，鎖～		
462	11	2	匜	1/1		也時	也	時		j	i	4	4	ji4		盥器，猶今之面盆		
463	11	2	匝	1/2		莊刮	莊	刮		z	aat	3	8	zaat3		環繞壹周也，同帀，俗讀合		
463	11	2	匝	2/2	A					h	ap	6	9	hap6	common			
464	11	2	匠	1/1		臧亮	臧	亮		z	oeng	6	6	zoeng6		工人也。木～，泥～，字～		
465	11	2	匡	1/1		蝦岡	蝦	岡		h	ong	1	1	hong1		正也，輔助也，救也		
466	11	2	匣	1/1		康及	康	及		h	ap	6	9	hap6		箱～也。大曰箱，小曰～		
467	11	2	匪	1/1		方彼	方	彼		f	ei	2	2	fei2		非也，寇盜也。賊～，～徒		
468	11	2	匯	1/1		汪昧	汪	昧		w	ui	6	6	wui6		水流迴旋也，又～兌，～銀，～單		
469	11	2	匱	1/1		光吠	光	吠		gw	ai	6	6	gwai6		窮也，乏也，竭也		
470	11	2	匲	1/1		郎鉗	郎	鉗		l	im	4	4	lim4		鏡匣也。嫁女之物為妝～		
471	11	2	匹	1/1		旁吉	旁	吉		p	at	1	7	pat1		配也，合也。單雙也。一～布，一～馬		
472	11	2	匾	1/1		邦剪	邦	剪		b	in	2	2	bin2		不圓也，～額也。通作扁		
473	11	2	匿	1/1		囊極	囊	極		n	ik	6	9	nik6		藏也		
474	11	2	區	1/1		慷居	慷	居		k	eoi	1	1	keoi1		分別也。～域：一處也。又～～：小也		
475	11	2	區	1/2		昂鳩	昂	鳩	E	ng	au	1	1	ngau1		古量名，四豆為～。又姓		
475	11	2	區	2/2	C	戇鳩	戇	鳩			au	1	1	au1				
476	11	3	十	1/1		爽合	爽	合		s	ap	6	9	sap6		數名。～分，～成，完足也		
477	11	3	千	1/1		倉堅	倉	堅		c	in	1	1	cin1		數名		
478	11	3	廾	1/1		也射	也	射		j	e	6	6	je6		二十也		
479	11	3	卅	1/2		桑罵	桑	罵	E1	s	aa	6	6	saa6		三十也。俗讀上平		
479	11	3	卅	2/2	C	桑瓜	桑	瓜		s	aa	1	1	saa1				
480	11	3	升	1/2		桑經	桑	經	E	s	ing	1	1	sing1		量名，十合為～。又登也，盡也		
480	11	3	升	2/2	C	爽經	爽	經		s	ing	1	1	sing1				
481	11	3	午	1/1		吳下上聲			N		ng	5	5	ng5		～時。又旁～，煩勞也		
482	11	3	半	1/1		邦貫	邦	貫		b	un	3	3	bun3		中分也		
483	11	3	卌	1/1		桑謝	桑	謝		s	e	6	6	se6		四十也		
484	11	3	卉	1/1		汪啟	汪	啟		w	ai	2	2	wai2		百草之總名也		
485	11	3	卑	1/1		邦基	邦	基		b	ei	1	1	bei1		低下。又對于尊者之稱也		
486	11	3	卒	1/1		臧率	臧	率		z	eot	1	7	zeot1		兵～也，盡也，終也		
487	11	3	卒	1/1		倉决	倉	決		c	yut	3	8	cyut3		急也		
488	11	3	卓	1/1		創脚	創	腳		c	oek	3	8	coek3		高也，植立也		
489	11	3	協	1/1		康獵	康	獵		h	ip	6	9	hip6		合也，和也		
490	11	3	南	1/1		囊慚	囊	慚		n	aam	4	4	naam4		～方		
491	11	3	博	1/1		邦各	邦	各		b	ok	3	8	bok3		廣也，通也，取也，賭也		
492	11	3	卜	1/1		邦谷	邦	谷		b	uk	1	7	buk1		～卦，欲知予兆也。又必也		
493	11	3	卞	1/2		邦見	邦	見	E	b	in	3	3	bin3		躁急也，法也。又姓		
493	11	3	卞	2/2	C	邦件	邦	件		b	in	6	6	bin6				
494	11	3	占	1/1		莊兼	莊	兼		z	im	1	1	zim1		候也，視也		
495	11	3	占	1/1		莊劍	莊	劍		z	im	3	3	zim3		據為己有也。同佔		
496	11	3	卡	1/1		慷駕	慷	駕		k	aa	3	3	kaa3		～房，守～，釐～		
497	11	4	卦	1/1		光駕	光	駕		gw	aa	3	3	gwaa3		八～，卜筮之用也		
498	11	4	卮	1/1		莊詩	莊	詩		z	i	1	1	zi1		酒器，有耳杯之類也		
499	11	4	卯	1/1		亡咬	亡	咬		m	aau	5	5	maau5		～時。官府点名為点～		
500	11	4	印	1/1		也艮	也	艮		j	an	3	3	jan3		～信，圖章也。又～版，～字，指～，脚～		
501	11	4	危	1/1		昂齊	昂	齊		ng	ai	4	4	ngai4		高也，險也，～急，～亡		
502	11	4	卵	1/2		郎笋	郎	笋		l	eon	2	2	leon2		蛋也，鳥蟲之子未出者也。又讀蠢		
502	11	4	卵	2/2	A					c	eon	2	2	ceon2	also			
503	11	4	卷	1/1		岡選	岡	選		g	yun	2	2	gyun2		書～也，文書存案也，通捲		
504	11	4	卷	1/1		慷旋	慷	旋		k	yun	4	4	kyun4		好也。又略同拳		
505	11	4	卸	1/1		桑借	桑	借		s	e	3	3	se3		解脫也。～擔，～任，～事，交～		
506	11	4	卹	1/1		桑卒	桑	卒		s	eot	1	7	seot1		憂也，憫也。同恤		
507	11	4	巹	1/1		岡滾	岡	滾		g	an	2	2	gan2		婚禮所用之酒杯也。合～而飲		
508	11	4	卻	1/1		慷腳	慷	腳		k	oek	3	8	koek3		不受也，退後也，還也。同却		
509	11	4	即	1/1		臧激	臧	激		z	ik	1	7	zik1		就也，近也，現在也，設想之詞也		
510	11	4	卿	1/1		康經	康	經		h	ing	1	1	hing1		公～，長官之稱也。又夫相稱之詞		
511	11	4	厄	1/1		戇克	戇	克			aak	1	7	aak1		困也。同阨		
512	11	4	厎	1/1		莊史	莊	史		z	i	2	2	zi2		致也，至也，定也		
513	11	4	厓	1/1		昂排	昂	排		ng	aai	4	4	ngaai4		邊也。崖、涯通		
514	11	4	厖	1/1		貧狂	貧	狂		p	ong	4	4	pong4		厚也，大也，雜也		
515	11	4	厚	1/1		康舅	康	舅		h	au	5	5	hau5		～重，肥～，濃～。又優待也		
516	11	4	厝	1/1		倉告	倉	告		c	ou	3	3	cou3		安置也，停棺未塟也		
517	11	4	原	1/1		也權	也	權		j	yun	4	4	jyun4		本也，平坦之地也，推～也，恕宥也		
518	12	1	厥	1/1		慷雪	慷	雪		k	yut	3	8	kyut3		其也，氣閉而冷塞也		
519	12	1	厭	1/1		也兼	也	兼		j	im	1	1	jim1		安也		
520	12	1	厭	1/1		也撿	也	撿		j	im	2	2	jim2		掩藏也。同掩		
521	12	1	厭	1/1		也劍	也	劍		j	im	3	3	jim3		滿也，足也，同饜。又惡也：～棄，～煩		
522	12	1	厭	1/1		也獵	也	獵		j	ip	6	9	jip6		鎮壓也，禳解也		
523	12	1	厲	1/1		郎跪	郎	跪		l	ai	6	6	lai6		磨也，危也，猛烈也，嚴肅也，惡病也		
524	12	1	去	1/1		康句	康	句		h	eoi	3	3	heoi3		行～也，除～也，棄也，已過也		
525	12	1	參	1/1		倉三	倉	三		c	aam	1	1	caam1		～差，～謀，～議，～觀。～劾，揭其罪也		
526	12	1	參	1/1		桑金	桑	金		s	am	1	1	sam1		星宿名，～商。又～茸		
527	12	1	又	1/1		也就	也	就		j	au	6	6	jau6		再也，復也		
528	12	1	叉	1/1		創加	創	加		c	aa	1	1	caa1		交叉也。三～		
529	12	1	及	1/1		岡合	岡	合		g	ap	6	9	gap6		至也，兼也		
530	12	1	友	1/1		也舅	也	舅		j	au	5	5	jau5		朋～，同志者也。愛也，善待兄弟也		
531	12	1	反	1/1		方簡	方	簡		f	aan	2	2	faan2		返轉也，還也，復歸也，內省也，背叛也		
532	12	1	反	1/1		方奸	方	奸		f	aan	1	1	faan1		翻也。又字切亦作反切，順逆讀之也		
